travel_type,rating,label,covid,is_local,aspect_sentiment,topic_2,topic_0,topic_1,topic_3,overall_textblob_polarity
solo,4.0,Positive,PreCovid,0,"[[staff, little, 3], [staff, local, 3], [staff, sneaky, 3], [shower, adequate, 1], [stay, good, 3]]",,,0.3333333333333333,0.128125,0.23150510204081634
couple,4.0,Positive,PreCovid,0,"[[stay, lovely, 3], [pool, lovely, 2], [area, safe, 1]]",0.5,,0.5,0.5,0.12222222222222223
family,2.0,Negative,PreCovid,0,"[[food, plenty, 2], [hotel, fantastic, 2], [hotel, total, 2], [hotel, big, 2], [hotel, busy, 2], [hotel, different, 2], [room, different, 0], [room, convenient, 0], [night, black, 0]]",0.08333333333333333,-0.05555555555555555,,,0.07370689655172416
business,4.0,Positive,PreCovid,0,"[[hotel, decent, 2], [hotel, tiny, 2], [hotel, 'honestly tiny', 2], [hotel, famous, 2], [room, early, 0], [bathroom, quiet, 1], [staff, manageable, 3], [breakfast, friendly, 2], [breakfast, good, 2]]",0.29027777777777775,0.1,0.0,0.0,0.19425000000000003
business,4.0,Positive,PreCovid,0,"[[hotel, nice, 2], [bathroom, decent, 1], [bathroom, basic, 1], [bathroom, tiny, 1]]",0.6,,0.05555555555555555,,0.11666666666666667
couple,4.0,Positive,PreCovid,0,"[[hotel, decent, 2], [hotel, decent, 2], [pool, standard, 2], [pool, small, 2], [hotel, present, 2]]",0.016666666666666663,,,,0.09722222222222221
couple,3.0,Neutral,PreCovid,0,"[[check, nice, 3], [check, 'really nice', 3], [room, nice, 0], [room, small, 0], [room, small, 0], [night, terrible, 0], [night, thin, 0], [area, loud, 1], [area, ridiculous, 1], [pool, nice, 2], [pool, good, 2], [pool, big, 2], [walk, delicious, 2], [walk, short, 2], [stay, noisy, 3], [stay, short, 3]]",0.45999999999999996,-0.26,-0.11666666666666665,0.3,0.1635881728334558
,1.0,Negative,PreCovid,1,"[[room, 'really disappointed', 0], [stay, hot, 3], [check, new, 3], [stay, great, 3]]",,-0.75,,0.3954545454545455,0.11575757575757575
,4.0,Positive,PreCovid,0,"[[hotel, nice, 2], [room, good, 0], [room, double, 0], [space, different, 1], [space, 'little different', 1]]",0.6,0.35,-0.046875,,0.10182291666666665
,4.0,Positive,PreCovid,0,"[[hotel, excellent, 2], [hotel, next, 2], [space, small, 1], [space, 'extremely small', 1], [floor, fourth, 1]]",0.5,,-0.16666666666666666,,0.4093750000000001
,1.0,Negative,PreCovid,0,"[[room, misleading, 0], [room, 'quite misleading', 0], [space, small, 1], [space, little, 1], [shower, small, 1], [breakfast, ridiculous, 2], [breakfast, total, 2]]",-0.16666666666666666,0.0,-0.22916666666666666,,-0.057371794871794876
,3.0,Neutral,PreCovid,1,"[[room, quiet, 0]]",,0.0,,,0.016666666666666666
,3.0,Neutral,PreCovid,0,"[[bathroom, great, 1], [bathroom, average, 1], [bathroom, tiny, 1], [area, 'noisy breakfast', 1], [area, terrible, 1], [time, next, 3]]",,,-0.06999999999999999,0.0,0.125
,4.0,Positive,PreCovid,0,"[[room, excellent, 0]]",,1.0,,,0.3
,4.0,Positive,PreCovid,0,"[[hotel, small, 2], [hotel, 'really small', 2], [time, little, 3], [area, good, 1], [area, higher, 1]]",-0.25,,0.475,-0.1875,0.27749999999999997
,4.0,Positive,PreCovid,0,"[[stay, fantastic, 3], [stay, short, 3], [floor, lower, 1], [room, busy, 0], [room, plenty, 0], [walk, short, 2], [stay, several, 3], [stay, short, 3]]",0.0,0.05,0.0,0.1,0.15416666666666665
,4.0,Positive,PreCovid,0,"[[pool, little, 2], [bathroom, tight, 1], [breakfast, adequate, 2]]",0.07291666666666666,,-0.17857142857142858,,0.2317031926406926
couple,2.0,Negative,PreCovid,0,"[[hotel, small, 2], [size, 'really disappointing', 0], [size, small, 0], [room, medium, 0], [day, first, 3]]",-0.25,-0.2833333333333333,,0.25,-0.09423076923076924
couple,4.0,Positive,PreCovid,0,"[[staff, friendly, 3], [staff, great, 3], [staff, lovely, 3], [staff, clean, 3]]",,,,0.5104166666666667,0.2619047619047619
couple,2.0,Negative,PreCovid,0,"[[bed, double, 1], [room, able, 0], [room, blank, 0], [space, 'obviously wardrobe', 1]]",,0.25,0.0,,0.060606060606060594
couple,1.0,Negative,PreCovid,0,"[[hotel, fake, 2], [staff, several, 3], [staff, uninterested, 3], [water, hot, 1], [stay, due, 3], [room, 'even house', 0]]",-0.5,0.0,0.25,-0.041666666666666664,-0.044768170426065165
,5.0,Positive,PreCovid,0,"[[help, good, 3]]",,,,0.7,0.3833333333333333
friends,4.0,Positive,PreCovid,0,"[[hotel, good, 2], [hotel, nice, 2], [bed, single, 1], [size, small, 0], [pool, friendly, 2]]",0.5583333333333332,-0.25,-0.07142857142857142,,0.30044642857142856
couple,2.0,Negative,PreCovid,0,"[[room, twin, 0], [room, superior, 0], [room, initial, 0], [room, total, 0], [staff, different, 3], [day, different, 3], [pool, lovely, 2]]",0.5,0.175,,0.0,0.16228070175438594
business,3.0,Neutral,PreCovid,0,"[[hotel, nice, 2], [hotel, small, 2], [breakfast, good, 2], [room, difficult, 0], [room, small, 0], [size, easier, 0]]",0.3499999999999999,-0.25,,,0.11527777777777778
business,1.0,Negative,PreCovid,0,"[[room, good, 0], [bed, uncomfortable, 1], [room, small, 0], [room, dusty, 0], [room, last, 0], [room, less, 0]]",,-0.023333333333333345,-0.5,,-0.24861111111111112
couple,2.0,Negative,PreCovid,0,"[[hotel, shocking, 2], [room, different, 0], [room, corridor, 0], [room, outside, 0], [room, 'directly outside', 0], [food, daily, 2]]",-0.5,0.0,,,-0.12107142857142857
family,3.0,Neutral,PreCovid,0,"[[hotel, worth, 2], [hotel, 'long worth', 2], [one, good, 0], [water, everyday, 1], [bed, good, 1], [room, bad, 0], [room, big, 0], [room, bad, 0], [room, much, 0], [breakfast, expensive, 2], [food, much, 2]]",0.03125,-0.09999999999999995,0.24999999999999997,,0.1528387227250864
friends,3.0,Neutral,PreCovid,0,"[[room, basic, 0], [room, small, 0], [room, superior, 0], [room, twin, 0], [room, 'completely filled', 0], [check, early, 3], [hotel, extra, 2], [hotel, surcharge, 2]]",0.0,0.16999999999999998,,0.1,0.06666666666666667
friends,4.0,Positive,PreCovid,0,"[[food, hot, 2], [room, small, 0], [room, clean, 0]]",0.25,0.05833333333333335,,,0.20333333333333334
family,1.0,Negative,PreCovid,0,"[[room, small, 0], [room, 'super small', 0], [room, enough, 0], [hotel, 'even staff', 2]]",0.0,-0.06944444444444445,,,0.05374149659863946
friends,2.0,Negative,PreCovid,0,"[[hotel, great, 2], [hotel, 'also great', 2], [room, disappointing, 0], [room, 'extremely disappointing', 0], [room, twin, 0], [space, enough, 1], [space, 'even enough', 1], [time, open, 3]]",0.8,-0.39999999999999997,0.0,0.0,0.1306666666666667
family,4.0,Positive,PreCovid,1,"[[room, best, 0], [room, better, 0]]",,0.75,,,0.36363636363636365
solo,4.0,Positive,PreCovid,0,"[[room, small, 0], [room, good, 0], [area, clean, 1], [area, great, 1], [food, good, 2]]",0.7,0.22499999999999998,0.5833333333333334,,0.47833333333333333
couple,3.0,Neutral,PreCovid,0,"[[room, small, 0], [room, wrong, 0], [room, premiere, 0], [room, 'even premiere', 0], [space, light, 1], [breakfast, clean, 2], [breakfast, functional, 2], [hotel, large, 2], [size, nice, 0], [comfort, ease, 2]]",0.14523809523809525,-0.030000000000000006,0.4,,0.08890977443609023
solo,1.0,Negative,PreCovid,0,"[[check, early, 3], [bathroom, general, 1]]",,,0.05000000000000002,0.1,0.016666666666666663
business,4.0,Positive,PreCovid,0,"[[food, small, 2]]",-0.25,,,,0.22678571428571428
family,5.0,Positive,PreCovid,0,"[[time, nice, 3]]",,,,0.6,0.6458333333333334
couple,3.0,Neutral,PreCovid,0,"[[room, great, 0], [room, first, 0]]",,0.525,,,0.12687074829931977
couple,3.0,Neutral,PreCovid,0,"[[night, good, 0], [breakfast, quick, 2], [food, much, 2]]",0.26666666666666666,0.7,,,0.07625
family,4.0,Positive,PreCovid,0,"[[breakfast, complimentary, 2], [book, better, 0]]",0.3,0.5,,,0.22298534798534797
couple,3.0,Neutral,PreCovid,0,"[[room, enough, 0]]",,0.0,,,0.08730158730158728
family,1.0,Negative,PreCovid,0,"[[hotel, major, 2], [hotel, large, 2], [hotel, negative, 2], [breakfast, different, 2], [room, pathetic, 0], [room, extra, 0], [bed, extra, 1]]",-0.005803571428571422,-0.5,0.0,,-0.03569311123658949
family,5.0,Positive,PreCovid,0,"[[hotel, nice, 2], [staff, fast, 3], [room, nice, 0], [room, crowded, 0], [bathroom, many, 1], [bathroom, good, 1], [bathroom, 'far good', 1], [size, small, 0], [area, walkable, 1]]",0.6,0.11666666666666665,0.39999999999999997,0.2,0.27843137254901956
family,4.0,Positive,PreCovid,0,"[[check, large, 3], [room, small, 0], [room, clean, 0], [time, great, 3], [breakfast, big, 2]]",0.0,0.05833333333333335,,0.5071428571428571,0.12706766917293236
couple,4.0,Positive,PreCovid,0,"[[hotel, nice, 2], [room, nice, 0], [room, 'really nice', 0], [room, ordinary, 0], [area, small, 1], [hotel, 'well breakfast', 2]]",0.3,0.31666666666666665,-0.25,,0.13888888888888887
family,2.0,Negative,PreCovid,0,"[[room, much, 0], [room, triple, 0], [room, double, 0], [room, double, 0], [space, due, 1], [day, second, 3]]",,0.05,-0.125,0.0,0.004347826086956511
,3.0,Neutral,PreCovid,0,"[[room, small, 0]]",,-0.25,,,-0.05227272727272728
,3.0,Neutral,PreCovid,0,"[[hotel, nice, 2], [hotel, 'quite nice', 2], [space, 'uncomfortably cramped', 1], [bed, extra, 1], [day, exhausted, 3], [day, 'however exhausted', 3]]",0.6,,-0.25,-0.4,0.11166666666666666
family,4.0,Positive,PreCovid,0,"[[staff, official, 3], [check, supportive, 3], [food, full, 2], [time, next, 3]]",0.35,,,0.16666666666666666,0.39375
,4.0,Positive,PreCovid,0,"[[food, good, 2], [food, bad, 2], [time, first, 3], [hotel, enormous, 2], [floor, able, 1]]",3.700743415417188e-17,,0.5,0.25,-0.011994047619047604
,4.0,Positive,PreCovid,0,"[[time, last, 3], [check, swift, 3], [room, superior, 0], [bathroom, standard, 1], [bathroom, 'pretty standard', 1], [bed, 'perhaps bathtub', 1], [bed, sure, 1]]",,0.7,0.15625,0.0,0.3038359788359788
,2.0,Negative,PreCovid,0,"[[room, small, 0], [food, bad, 2], [night, clean, 0], [night, 'hot clean', 0], [night, 'well clean', 0], [night, noisy, 0]]",-0.6999999999999998,0.15833333333333335,,,-0.01041666666666663
,3.0,Neutral,PreCovid,0,"[[hotel, clean, 2], [breakfast, monastic, 2], [time, loud, 3], [time, 'intolerably loud', 3]]",0.18333333333333335,,,0.1,0.11397058823529417
,3.0,Neutral,PreCovid,0,"[[check, multiple, 3], [room, next, 0], [time, due, 3], [time, precious, 3], [pool, 'much use', 2]]",0.2,0.0,,0.125,0.15833333333333335
,4.0,Positive,PreCovid,0,"[[night, whole, 0]]",,0.2,,,0.23472222222222228
,5.0,Positive,PreCovid,0,"[[room, best, 0]]",,1.0,,,0.3666666666666667
,4.0,Positive,PreCovid,0,"[[room, pleasant, 0], [water, hot, 1], [staff, available, 3], [hotel, tiny, 2], [hotel, excellent, 2]]",0.5,0.7333333333333333,0.25,0.4,0.3416666666666667
,3.0,Neutral,PreCovid,0,"[[hotel, mannered, 2], [hotel, 'well mannered', 2]]",0.0,,,,0.41428571428571426
family,4.0,Positive,PreCovid,0,"[[hotel, small, 2], [room, double, 0], [room, convenient, 0], [room, 'much convenient', 0], [pool, nice, 2], [pool, 'everyday nice', 2], [time, much, 3]]",0.18333333333333332,0.06666666666666667,,0.2,0.17352941176470593
family,4.0,Positive,PreCovid,0,"[[hotel, good, 2], [pool, little, 2], [pool, small, 2], [pool, clean, 2], [pool, 'well clean', 2], [pool, nice, 2]]",0.2659722222222222,,,,0.32083333333333336
family,4.0,Positive,PreCovid,0,"[[hotel, functional, 2], [hotel, good, 2], [hotel, new, 2], [night, middle, 0], [pool, fantastic, 2], [pool, full, 2], [pool, sized, 2], [time, much, 3], [hotel, functional, 2], [hotel, 'definitely functional', 2]]",0.19829545454545455,0.0,,0.2,0.10759154040404044
,4.0,Positive,PreCovid,0,"[[book, tasty, 0], [book, better, 0]]",,0.25,,,0.2875
family,3.0,Neutral,PreCovid,0,"[[area, accessible, 1], [room, many, 0], [room, nearby, 0], [room, nice, 0], [room, super, 0], [room, clean, 0], [room, dirty, 0], [room, interesting, 0]]",,0.24285714285714288,0.375,,0.18382352941176472
couple,3.0,Neutral,PreCovid,0,"[[book, better, 0]]",,0.5,,,0.3666666666666667
family,3.0,Neutral,PreCovid,0,"[[room, enough, 0], [room, 'barely enough', 0], [bed, closed, 1], [food, many, 2], [food, good, 2]]",0.6,0.0,-0.1,,0.1340277777777778
couple,1.0,Negative,PreCovid,0,"[[room, good, 0], [room, double, 0], [room, superior, 0], [room, twin, 0], [use, available, 1], [time, noisy, 3]]",,0.35,0.4,0.0,0.20129870129870128
family,3.0,Neutral,PreCovid,0,"[[room, small, 0], [room, good, 0], [room, impersonal, 0], [room, great, 0]]",,0.3125,,,0.04444444444444445
family,2.0,Negative,PreCovid,0,"[[hotel, double, 2]]",0.0,,,,0.024999999999999994
,1.0,Negative,PreCovid,0,"[[room, 'however size', 0], [room, tight, 0], [room, limited, 0], [hotel, due, 2], [time, front, 3]]",-0.125,-0.08333333333333333,,0.0,-0.006481481481481477
,2.0,Negative,PreCovid,0,"[[room, clean, 0]]",,0.3666666666666667,,,0.24469696969696966
,1.0,Negative,PreCovid,0,"[[hotel, noisy, 2], [hotel, 'literally noisy', 2], [room, next, 0], [time, second, 3], [hotel, terrible, 2]]",-0.3333333333333333,0.0,,0.0,-0.11555555555555556
,4.0,Positive,PreCovid,0,"[[hotel, simple, 2], [hotel, clean, 2], [hotel, basic, 2], [hotel, simple, 2], [staff, convenient, 3]]",0.09166666666666667,,,0.0,0.2212962962962963
,5.0,Positive,PreCovid,0,"[[check, perfect, 3], [check, fast, 3], [pool, clean, 2], [pool, modern, 2], [pool, beautiful, 2]]",0.47222222222222215,,,0.6,0.3449074074074074
,4.0,Positive,PreCovid,0,"[[room, decent, 0]]",,0.16666666666666666,,,0.07789115646258503
,4.0,Positive,PreCovid,0,"[[room, satisfied, 0], [bed, large, 1], [bed, comfy, 1], [floor, playground, 1], [floor, small, 1], [food, many, 2]]",0.5,0.5,-0.008928571428571432,,0.04250700280112045
,3.0,Neutral,PreCovid,0,"[[area, old, 1], [area, 'almost old', 1], [area, modern, 1], [area, mixed, 1]]",,,0.1,,0.19999999999999998
,3.0,Neutral,PreCovid,1,"[[room, underage, 0]]",,0.0,,,0.47023809523809534
business,3.0,Neutral,PreCovid,0,"[[room, small, 0], [room, good, 0], [hotel, small, 2], [room, cool, 0], [room, 'back cool', 0], [staff, front, 3], [staff, 'especially front', 3]]",-0.25,0.24374999999999997,,0.0,0.36041666666666666
couple,1.0,Negative,PreCovid,0,"[[hotel, bad, 2], [hotel, worst, 2], [room, first, 0], [space, small, 1], [breakfast, rude, 2]]",-0.6666666666666666,0.25,-0.25,,-0.4444444444444444
,4.0,Positive,PreCovid,0,"[[hotel, clean, 2], [hotel, nice, 2], [food, many, 2], [pool, great, 2], [pool, big, 2], [pool, 'quite big', 2], [hotel, next, 2]]",0.3238095238095238,,,,0.24212962962962964
couple,4.0,Positive,PreCovid,0,"[[food, affordable, 2], [breakfast, large, 2], [area, little, 1]]",0.10714285714285714,,-0.1875,,0.10248316498316498
family,3.0,Neutral,PreCovid,0,"[[breakfast, small, 2], [breakfast, horrible, 2], [hotel, late, 2]]",-0.5166666666666667,,,,-0.09166666666666667
business,1.0,Negative,PreCovid,0,"[[room, 'even star', 0], [room, lazy, 0]]",,-0.125,,,-0.1875
couple,3.0,Neutral,PreCovid,0,"[[bed, meant, 1], [time, inconvenient, 3], [hotel, necessary, 2], [day, next, 3], [pool, basic, 2], [room, negative, 0]]",0.0,-0.3,0.0,-0.3,0.055821371610845306
,4.0,Positive,PreCovid,0,"[[size, little, 0], [size, expensive, 0], [room, good, 0], [room, clean, 0], [room, sound, 0], [room, proof, 0]]",,0.12986111111111112,,,0.2029166666666667
family,3.0,Neutral,PreCovid,0,"[[bathroom, small, 1], [shower, hot, 1], [shower, cold, 1], [hotel, great, 2], [room, basic, 0], [food, good, 2]]",0.75,0.0,-0.19999999999999998,,0.1111111111111111
solo,4.0,Positive,PreCovid,0,"[[check, late, 3], [thank, helpful, 3]]",,,,-0.15,-0.15
couple,2.0,Negative,PreCovid,0,"[[room, next, 0]]",,0.0,,,-0.28809523809523807
couple,3.0,Neutral,PreCovid,0,"[[room, thin, 0], [check, early, 3], [hotel, front, 2], [size, small, 0], [size, average, 0], [floor, small, 1], [floor, clean, 1], [floor, 'practically clean', 1]]",0.0,-0.26666666666666666,0.16111111111111112,0.1,0.16296296296296298
friends,3.0,Neutral,PreCovid,1,"[[food, many, 2], [food, local, 2]]",0.25,,,,0.45606060606060606
family,3.0,Neutral,PreCovid,0,"[[breakfast, available, 2], [check, helpful, 3], [check, 'also helpful', 3], [check, early, 3], [check, late, 3]]",0.4,,,-0.049999999999999996,0.18397817460317464
friends,1.0,Negative,PreCovid,0,"[[room, extra, 0]]",,0.0,,,0.0
business,2.0,Negative,PreCovid,0,"[[staff, reasonable, 3]]",,,,0.2,-0.11388888888888883
family,4.0,Positive,PreCovid,1,"[[hotel, clean, 2], [check, smart, 3], [check, fast, 3], [room, long, 0], [room, triple, 0]]",0.3666666666666667,-0.025,,0.20714285714285713,0.11701680672268906
family,1.0,Negative,PreCovid,0,"[[staff, terrible, 3]]",,,,-1.0,-0.5666666666666665
couple,1.0,Negative,PreCovid,0,"[[room, available, 0], [room, 'hardly available', 0], [night, first, 0], [room, whole, 0]]",,0.3125,,,0.14007936507936508
couple,1.0,Negative,PreCovid,0,"[[room, small, 0]]",,-0.25,,,0.1111111111111111
solo,5.0,Positive,PreCovid,0,"[[staff, front, 3], [staff, 'particularly front', 3], [time, next, 3]]",,,,0.05555555555555555,0.21666666666666665
,1.0,Negative,PreCovid,0,"[[staff, rude, 3], [room, small, 0], [room, 'extremely small', 0], [hotel, worst, 2]]",-1.0,-0.25,,-0.3,-0.3555555555555555
couple,5.0,Positive,PreCovid,0,"[[room, nice, 0], [room, 'simply nice', 0], [staff, nice, 3], [staff, clean, 3], [breakfast, helpful, 2], [breakfast, great, 2], [breakfast, amazing, 2]]",0.46666666666666673,0.6,,0.48333333333333334,0.5002380952380953
business,3.0,Neutral,PreCovid,0,"[[room, nice, 0], [room, small, 0], [book, first, 0], [bed, double, 1], [book, easy, 0], [room, triple, 0]]",,0.20666666666666664,0.0,,0.19717261904761904
family,1.0,Negative,PreCovid,0,"[[staff, unfriendly, 3], [size, ultra, 0], [size, small, 0], [front, 'specially one', 3], [hotel, good, 2]]",0.7,-0.125,,0.17857142857142858,-0.08124999999999999
friends,4.0,Positive,PreCovid,0,"[[room, available, 0], [room, free, 0], [hotel, good, 2], [hotel, due, 2], [hotel, 'probably due', 2], [hotel, high, 2]]",0.1525,0.4,,,0.08500000000000003
family,4.0,Positive,PreCovid,0,"[[hotel, good, 2], [room, superior, 0], [room, rude, 0], [pool, complementary, 2], [pool, nice, 2], [room, nice, 0]]",0.4333333333333333,0.3333333333333333,,,0.27291666666666664
family,5.0,Positive,PreCovid,0,"[[night, comfy, 0]]",,0.0,,,0.17666666666666667
family,4.0,Positive,PreCovid,0,"[[hotel, much, 2], [room, small, 0], [pool, high, 2]]",0.18,-0.25,,,0.061062337662337665
friends,3.0,Neutral,PreCovid,0,"[[hotel, small, 2], [room, standard, 0], [room, small, 0], [room, 'extremely small', 0]]",-0.25,-0.16666666666666666,,,0.1800865800865801
family,5.0,Positive,PreCovid,0,"[[hotel, clean, 2], [clean, super, 2]]",0.35833333333333334,,,,0.2537037037037037
couple,4.0,Positive,PreCovid,1,"[[hotel, decent, 2], [night, late, 0], [bed, double, 1], [bed, twin, 1], [room, clean, 0], [staff, tired, 3], [staff, friendly, 3]]",0.16666666666666666,0.033333333333333354,0.0,-0.012500000000000011,0.03472222222222223
couple,2.0,Negative,PreCovid,0,"[[room, actual, 0], [room, small, 0]]",,-0.125,,,0.028571428571428574
family,2.0,Negative,PreCovid,0,"[[hotel, 'heavily crowded', 2], [staff, small, 3], [room, heavy, 0], [room, decent, 0], [book, special, 0]]",-0.2,0.10793650793650793,,-0.25,0.0751831501831502
friends,3.0,Neutral,PreCovid,0,"[[room, small, 0], [staff, male, 3], [hotel, direct, 2], [staff, male, 3]]",0.1,-0.25,,0.0,0.1129251700680272
business,4.0,Positive,PreCovid,0,"[[stay, good, 3], [hotel, nearby, 2], [space, small, 1], [space, much, 1], [pool, good, 2], [pool, separate, 2], [pool, many, 2]]",0.3,,-0.024999999999999994,0.7,0.31686868686868686
business,4.0,Positive,PreCovid,0,"[[time, difficult, 3], [bed, less, 1]]",,,-0.16666666666666666,-0.5,0.09027777777777778
couple,3.0,Neutral,PreCovid,1,"[[night, last, 0], [night, 'actually last', 0]]",,0.0,,,0.011458333333333334
business,1.0,Negative,PreCovid,0,"[[room, outside, 0], [room, friendly, 0], [room, helpful, 0], [check, first, 3]]",,0.125,,0.25,-0.15740740740740738
couple,3.0,Neutral,PreCovid,0,"[[walk, short, 2]]",0.0,,,,0.21468253968253967
business,3.0,Neutral,PreCovid,0,"[[hotel, good, 2], [hotel, tight, 2], [food, local, 2]]",0.17380952380952377,,,,0.3292063492063492
solo,1.0,Negative,PreCovid,0,"[[breakfast, eligible, 2], [day, first, 3], [staff, good, 3]]",0.0,,,0.475,-0.14126984126984127
couple,4.0,Positive,PreCovid,0,"[[area, strategic, 1], [area, old, 1], [hotel, new, 2], [hotel, 'relatively new', 2], [food, many, 2], [food, 'also many', 2], [food, old, 2], [hotel, main, 2], [check, many, 3], [bathroom, small, 1], [shower, minimum, 1], [bed, weak, 1], [room, thin, 0], [room, comfortable, 0], [pool, sized, 2]]",0.21991341991341992,0.0,-0.10500000000000001,0.5,0.07342058982683983
family,4.0,Positive,PreCovid,0,"[[time, good, 3], [stay, small, 3], [stay, nice, 3], [stay, 'overall nice', 3]]",,,,0.33749999999999997,0.34218750000000003
family,1.0,Negative,PreCovid,0,"[[room, ready, 0], [bed, simple, 1], [bed, single, 1]]",,0.2,-0.03571428571428571,,0.03744588744588745
couple,3.0,Neutral,PreCovid,0,"[[hotel, different, 2], [hotel, 'actually different', 2], [hotel, much, 2], [hotel, good, 2], [room, difficult, 0], [pool, small, 2], [pool, 'really small', 2], [pool, nice, 2], [pool, deep, 2], [pool, real, 2], [staff, disturb, 3], [staff, 'also disturb', 3]]",0.13333333333333333,-0.5,,0.0,0.1047348484848485
family,5.0,Positive,PreCovid,0,"[[staff, accessible, 3], [staff, 'highly accessible', 3], [check, early, 3], [floor, right, 1], [floor, front, 1]]",,,0.14285714285714285,0.2833333333333333,0.3829047619047619
,4.0,Positive,PreCovid,0,"[[time, good, 3]]",,,,0.7,0.33295454545454545
couple,4.0,Positive,PreCovid,0,"[[room, small, 0], [time, second, 3], [check, early, 3], [hotel, excellent, 2], [pool, 'even city', 2]]",0.5,-0.25,,0.05,0.38166666666666665
business,2.0,Negative,PreCovid,0,"[[hotel, close, 2], [hotel, 'even close', 2], [hotel, good, 2], [hotel, overall, 2]]",0.175,,,,0.23273809523809522
friends,4.0,Positive,PreCovid,0,"[[hotel, comfortable, 2], [staff, efficient, 3], [hotel, helpful, 2], [stay, wonderful, 3], [stay, pleasant, 3], [stay, short, 3]]",0.2,,,0.43333333333333335,0.5190476190476191
solo,5.0,Positive,PreCovid,0,"[[hotel, gorgeous, 2], [hotel, fantastic, 2], [pool, convenient, 2], [hotel, front, 2], [hotel, many, 2], [hotel, small, 2], [hotel, 'pretty small', 2], [hotel, reasonable, 2]]",0.19375,,,,0.3682539682539683
family,5.0,Positive,PreCovid,0,"[[check, early, 3], [check, early, 3], [staff, happy, 3], [room, first, 0], [room, belive, 0], [size, small, 0], [time, much, 3], [room, happy, 0], [pool, swim, 2]]",0.0,0.2,,0.3,0.22444444444444445
couple,4.0,Positive,PreCovid,0,"[[night, perfect, 0], [hotel, close, 2]]",0.0,1.0,,,0.43518518518518523
family,3.0,Neutral,PreCovid,0,"[[help, excellent, 3], [staff, helpful, 3], [staff, front, 3], [pool, nice, 2], [room, great, 0]]",0.6,0.8,,0.3333333333333333,0.5291666666666667
couple,4.0,Positive,PreCovid,0,"[[hotel, good, 2], [room, handy, 0], [room, available, 0], [room, 'nearby available', 0], [pool, nice, 2]]",0.6499999999999999,0.4666666666666666,,,0.1950757575757576
friends,3.0,Neutral,PreCovid,0,"[[room, triple, 0], [room, small, 0], [room, good, 0]]",,0.15,,,0.21730769230769229
friends,3.0,Neutral,PreCovid,0,"[[staff, small, 3], [staff, rude, 3], [staff, rude, 3], [staff, arrogant, 3], [staff, front, 3]]",,,,-0.17,-0.09791666666666668
friends,1.0,Negative,PreCovid,0,"[[staff, friendly, 3], [room, small, 0], [room, bigger, 0]]",,-0.125,,0.375,-0.19642857142857142
solo,3.0,Neutral,PreCovid,0,"[[hotel, much, 2], [hotel, good, 2]]",0.44999999999999996,,,,0.5277777777777778
family,4.0,Positive,PreCovid,0,"[[room, small, 0], [bed, different, 1], [breakfast, old, 2], [floor, better, 1], [floor, 'much better', 1], [breakfast, better, 2], [room, small, 0], [room, dirty, 0], [hotel, awful, 2]]",-0.13333333333333333,-0.3666666666666667,0.3333333333333333,,-0.0002777777777777694
solo,4.0,Positive,PreCovid,0,"[[pool, good, 2]]",0.7,,,,0.2857142857142857
business,3.0,Neutral,PreCovid,0,"[[area, new, 1], [area, noisy, 1], [area, public, 1], [staff, helpful, 3]]",,,0.04545454545454545,0.0,0.11792207792207794
business,1.0,Negative,PreCovid,0,"[[staff, noisy, 3]]",,,,0.0,-0.01296296296296293
couple,4.0,Positive,PreCovid,0,"[[room, comfortable, 0]]",,0.4,,,0.140625
couple,1.0,Negative,PreCovid,0,"[[room, 'even window', 0], [room, open, 0], [room, superior, 0], [room, bigger, 0], [room, extra, 0], [check, late, 3], [check, late, 3], [check, late, 3]]",,0.13999999999999999,,-0.3,-0.0588126159554731
solo,4.0,Positive,PreCovid,0,"[[room, private, 0]]",,0.0,,,0.12063492063492062
,4.0,Positive,PreCovid,0,"[[room, eager, 0], [room, comfortable, 0], [bed, double, 1], [room, available, 0], [room, specific, 0]]",,0.2,0.0,,0.22656434474616294
,3.0,Neutral,PreCovid,0,"[[pool, nice, 2], [pool, outdoor, 2], [food, small, 2], [food, 'extremely small', 2]]",0.024999999999999994,,,,0.24801587301587297
,5.0,Positive,PreCovid,0,"[[night, first, 0], [room, standard, 0], [time, future, 3]]",,0.125,,0.0,0.4516666666666667
,3.0,Neutral,PreCovid,0,"[[staff, disappointed, 3], [size, close, 0], [area, poor, 1], [room, friendly, 0]]",,0.1875,-0.4,-0.75,-0.06805555555555558
,4.0,Positive,PreCovid,1,"[[hotel, nice, 2], [hotel, 'far nice', 2]]",0.475,,,,0.04999999999999999
,3.0,Neutral,PreCovid,0,"[[floor, hard, 1]]",,,-0.2916666666666667,,0.21680871212121214
,5.0,Positive,PreCovid,0,"[[room, excellent, 0], [room, great, 0], [hotel, whole, 2], [hotel, clean, 2], [walk, open, 2]]",0.18888888888888888,0.9,,,0.3955128205128205
,2.0,Negative,PreCovid,0,"[[breakfast, unfriendly, 2]]",0.0,,,,0.1416666666666667
,3.0,Neutral,PreCovid,0,"[[room, private, 0], [room, confidential, 0], [time, first, 3]]",,0.0,,0.25,-0.05512820512820513
,2.0,Negative,PreCovid,0,"[[staff, small, 3], [area, big, 1], [area, main, 1]]",,,0.08333333333333333,-0.25,-0.02777777777777778
