date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: April 2021,EveDuh,Very good,"Very clean and friendly staffs, but will be good to have fridge inside the room. Aircon is very powerful, music from the TV is good. Food at Ginett is awesome! King size bed is legit but its 2 super single bed combine. Good location too! Overall very good!",Trip type: Travelled as a couple,"Singapore, Singapore",1 ,,4.0,
Date of stay: May 2021,Rafiqi Hilman,Definitely worthwhile,"Amenities was great had an awesome time, and the staff are very professional! Shoutout to Daryl for dealing with my queries! Definitely professional and helpful!! No doubt will definitely come again!!",Trip type: Travelled solo,,1 ,,5.0,
Date of stay: May 2021,Regine L,Return Stay with Better Experience!,"It was not our first stay with Hotel G but Bella has made it an exceptional one this time. She has arranged a more spacious and quieter room for our stay, and even extended a complimentary late check-out for us. The check-in was swift and hassle-free. Bella was also considerate enough to check with us on the parking duration before offering cheaper exit option by getting their carpark ticket at flat $15 only. Overall a great experience, locals can consider this place for their staycation too!",Trip type: Travelled as a couple,"Singapore, Singapore",1 ,,5.0,
Date of stay: May 2021,Shan J,Centralize and Great Service!,Hotel G is situated in the central of everywhere. I am on my way transiting to US and have chosen Hotel G to stay over. I have booked for a single room for my stay but i was shocked at arrival as the room was too small for me carrying with 2 big luggages. Thank you Bobby for recommending me a bigger room with promotion price due to my long stay. I do appreciate and enjoy my stay here.,,,1 ,,5.0,
Date of stay: May 2021,Jinyan L,Enjoyable stay,"Thank you Bobby for his kind assistance during my stay with Hotel G. All the staffs here are so friendly which makes me wants to stay longer. I wil definitely come backto stay again in near future.

Room0705",Trip type: Travelled solo,,1 ,,5.0,
Date of stay: May 2021,Justin Ong,Fantastic Service!,"Overall, great hotel at a super accessible location in town and at a very reasonable price.

1. Interior design style is really lovely
2. Room service is excellent so everything is squeaky clean
3. Beds are large and comfy for a good night’s rest
4. Hospitality is great",Trip type: Travelled as a couple,,2 ,,5.0,
Date of stay: May 2021,Niuertan.halenah,Phenomenal service from receptionist,"There is a lady receptionist, who was very pleasant and phenomenal. It is her professionalism and well mannered natured that is appreciated and because of such example provided by her, it truly is a go to hotel.   We arrived about two days earlier to make payment and she attended to us and was really quick transaction, her engagement was sincere with eye contact and just very warm personality towards us.   So as we made our way to check out, we bumped into her in the lift on the way and she politely said that she will drop the key cards for us. Which was really lovely.   I was really shy to ask her name, but with gratitude, i strongly believe that she did really well in welcoming us and with a phenomal touch she blew us away with long lasting impression. It's not the place or",,"Singapore, Singapore",1 ,,5.0,
Date of stay: May 2021,WY,Staycaytion at Hotel G,"The check-in was much faster compared to the last visit. My room was given a free upgrade from Queen to King sized bed, fabulous!!The room is great and cosy! Location is central and definitely will revisit again.",,,2 ,,5.0,
Date of stay: May 2021,Ms nf,Birthday bash at G hotel.,Nana is friendly staff and she was so nice to give me complementary for late check out.. Not only that hotel give complementary on balloon decoration. Thanks for the good service. Will come again nex time.,,,1 ,,5.0,
Date of stay: May 2021,weepengt,Boutique hotel with immaculate services.,"Conveniently located to several MRT (subway) stations that brings you around town; and situated right above 2 amazing restaurant, the hotel is perfect for a weekend getaway!  Check-in was fast and easy with the amazing service from the reception despite the stringent measures due to the global pandemic.  Looking forward to my next trip, will definitely engage one of their promotions and/or sale packages to secure a larger room!",,,1 ,,5.0,
Date of stay: May 2021,Charmaine,Highly recommended!,"Booked a 3D2N stay to prepare for a presentation while my house is undergoing renovation.  The hotel and room have got great ambience. I was happy with my room size (Greater King). The work desk comes with a comfortable chair and there was stable WI-FI throughout. I especially liked the rain shower and range of toiletries provided by the hotel.  The main reason why I chose Hotel G was the convenient and central location. After a day of working on my laptop, I look forward to relax and explore the places around me. I loved that it is walkable to cultural places, restaurants and malls.   It was a pleasant experience from booking to check-out. Special mention and thanks to Howard, Bobby and Shyidah for making my stay so smooth and enjoyable!  Besides staycation, I highly recommend",,Singapore,3 ,,,5.0
Date of stay: May 2021,Bern,Already planning next staycay with Hotel G!,"Hotel is conveniently located. Restaurant and burger joint downstairs serves really good food. Room was cozy and clean. Staff were really friendly, patient, understanding and ever ready to be of service and help make our stay was as enjoyable as possible, always checking and asking if we needed anything else when we saw them or requested for something. Could tell that the staff sincerely wanted our stay to be memorable and comfortable, especially Ms Ziwei who checked us in. She went the extra mile by placing a pre-brought cake in our room to surprise my son for his birthday when we went out to run errands. Couldn't have surprised him without her help! Only thing was we couldn't use the gym because of covid restrictions, so we can't rate that. But we are already planning next",,,1 ,,5.0,
Date of stay: May 2021,Dai Y,"Friendly staff, Cozy room.","Went for a one night staycation. Staff at check in counter was very friendly.   Our room was quite warm at first, so we suspect our aircon not functioning well. Called the front desk and they immediately sent someone to look up on the issue. Efficient. The room cooled down quickly afterwards.   Breakfast was delivered to our room, as we could not dine at the cafe downstairs due to new government restrictions. Nevertheless, the food was good.  Only concern was the switch to one of our lights (the one at the door entrance) were spoilt, so the light could not turn on.  Overall, excellent staycation experience!",,,1 ,,5.0,
Date of stay: May 2021,Vijay,Great Stay! Friendly Staff!,"Stayed over on 14th May 2021 for one night, had a very good experience. Starting from the Safe Entry Staff Anggun all the way to breakfast the next morning the service was great! Definitely will go back!",,,1 ,,5.0,
Date of stay: May 2021,banadna,loveddddd it,LOVE THEIR Room its so cosy and so snugggyyy loved their rain shower and the range of toiletries uggghh   their breakfast is hella good tho i def recommend the buttermilk waffles so if yall want to add on breakfast it’s worth it tbh  btw u can connect ur phone to the TV (only androids) and netflixxxx,,,1 ,,5.0,
Date of stay: May 2021,Matt Q,Very pleasant experience.,Staff Nana has been very helpful and attended to our queries swiftly. Her support and answers helped us a lot and it was a very pleasant one.  Service rendered felt really natural and accommodative.  Thumbs up for the awesome service and thank you!,,,1 ,,5.0,
Date of stay: May 2021,HyeLee,Return guests with same service!,"We are happy to stay in this hotel again. The warmth welcome that we received is same as our previous stay. We love the cheerful and professional attitude of the staffs here and especially a shout out to Bobby, the manager on duty who served us upon arrival this time.  Although there were long queue during our check in at 3.30pm, Bobby managed to check all of them quickly.   Breakfast choice became lesser due to covid. No more buffet style. Staffs were all polite and service was fast!  Overall we had a plesant stay and definitely will be back again.  Thank you Hotel G for having such wonderful team.",,Singapore,1 ,,5.0,
Date of stay: May 2021,Tiaraz,Simple yet cozy hotel,"A very small unique hotel for a quick getaway. Simplicity with no wardrobe but there is a hanging area.  Easy to access to Bugis by MRT, bus or walking.  Nice restaurant and bistro downstairs.  I love the hard bed as I get backaches sleeping on lumpy soft beds.  Staff are friendly and helpful.  ",,"Singapore, Singapore",280 ,56 ,,5.0
Date of stay: May 2021,JK,Staycation,"Nice size room with breakfast, late check out,SGD $50 dining voucher and complimentary parking. It check all my boxes for choosing a hotel for a short getaway. Great customer service from the Reception.",,,4 ,,,5.0
Date of stay: May 2021,ReaganC_23,Perfect 3D2N Staycation!,"Stayed in this hotel last weekend, purchased the 3D2N deal using the SRV voucher with plenty of perks to enjoy. Check-in was a breeze, friendly and helpful associates explaining every detail. Room was super cozy, A/C, shower water pressure and hot water was perfect. Water tends to splash out despite having a shower curtain but not a deal breaker. Loved the complimentary champagne too. Pillows were a bit too thin though.  Burgers from 25 Degrees (package) were so good, they weren't scrimping with the patty sizes. Preferred the Number One over the Number Two. Dined at Ginett and used the F&B dining voucher. Olio Scampi was a tad bland, but the prawns were juicy. Wine vouchers (from spotting difference in lift doors) were used, and was great too.   Shame there wasn't a fridge as we",,"Singapore, Singapore",25 ,26 ,5.0,
Date of stay: May 2021,Oleg Burdakov,Excellent,"Will come back for sure. Perfect for short stay in Singapore. Clean, convenient location, friendly staff. Special thanks to Daryl . Suitable for quarantine. Value for its money. Access to Mrt, bars, museums etc",,,1 ,,5.0,
Date of stay: May 2021,Wayne.J Neo,Partok anniversary,"Daryl is very good very professional on his service altitude, is a assets for G hotel to have such a wonderful staff, perhaps this is the most welcome Hotel that I ever been in Singapore, room cleanliness is excellence as well. ",,"Singapore, Singapore",2 ,,,5.0
Date of stay: May 2021,EUGENE Y,Awesome Staycation,"Hotel G is an awesome and cozy location with great in house dining options. From when we first checked in, Hena helped us answer all our quarries with a warm and gracious smile as well as ensured we were well taken care of.",,"Singapore, Singapore",3 ,,5.0,
Date of stay: May 2021,Giaarul,Pleasant stay,"Reception & Drop off located at level 2 accessible via carpark as well. We were informed in advance that our check-in would be after 4pm instead of 3pm. Appreciate the early notice and their efforts to stagger the arrivals of guests, as it would be rather annoying to arrive at 3pm and having to wait with so many guests queuing for the check-in at the lobby.   Staff from front desk were hardworking, and despite the rather long queues of incoming guests, tried to address enquiries from guests without being seeming too hurried. Hema processed our check-in and she was meticulous in the documents and patiently explained the SMM protocols which were very important to everyone. Daryl was extremely friendly, empathetic and thoughtful. He offered practical advice on check-out matters and",,"Singapore, Singapore",198 ,79 ,4.0,
Date of stay: May 2021,495amanda,Cosy boutique friendly foodie hotel,We love the services provided by duty manager Daryl . Hes very prompt and he offer little surprises for our first wedding anniversary. He gave us all the details of our perks and he even reminded us about the resturant meals etc. Many thanks. And we love the room although its smaller than other hotel. The design is very nice and we will come back again soon 🤩🤩🤩😛 hope the tap basin that's located outside of the toilet can be made bigger water flow 🤩🤩🤩🤩,,"Singapore, Singapore",6 ,,,5.0
Date of stay: May 2021,Abdul A,Good service,"I stayed at Hotel G recently, and I thoroughly enjoyed my time. I would like to specially mention Hema and Anggun, who both provided exceptional service. Hema tried her best to shift me to another room upon my request, and Anggun was very helpful at the entrance with all the questions that I had and was very friendly. They deserve to be praised by their team.   However, I wish the hotel could be more personalised in the small things, such as welcome drinks and more personalisation.",,,2 ,,4.0,
Date of stay: May 2021,Baliyon L,Short Staycation Trip,"Excellent service from friendly staff, shout out to duty manager Daryl. Room was clean, design was nice and ambience is cozy and breakfast was great. Highly recommended for all to visit and getaway for a short trip.",,,1 ,,5.0,
Date of stay: May 2021,Sy,Awesome experience with Hotel G!,"The hotel is easily accessible with great food options. Staff on duty - Bobby and Howard were amazing and very accommodating to our request.  My friend and I loved the coziness of the hotel,  the convenience to get to the hotel and the comfort of the bed indefinitely! We really love the customer sevice provided as well!  We would definitely be looking forward to visit Hotel G in the future!",,,1 ,,5.0,
Date of stay: May 2021,Jiamin C,Great experience,"2nd time here... Friendly staff, good service and clean room. Amenities well provided too despite it being just a 3star hotel... changed my impression of 3stars hotel now. Will definitely recommend and many thanks for Bobby for the great service!",,"Singapore, Singapore",2 ,,5.0,
Date of stay: May 2021,STEPHANIE T,Great experience with friend staff!,"Room was clean and service was great! All staff were very helpful and accommodating.  I would like to commend Shawn for his wonderful assistance on our stay at Hotel G.  He has shown warm hospitality and professionalism throughout our stay. A really committed staff, please convey our heartfelt thanks to him.  Thank you Hotel G team! We will be back again!",,"Singapore, Singapore",2 ,2 ,5.0,
Date of stay: May 2021,Yu Xiang,pleasant stay!,"clean room, room is spacious and comfortable for two. Service was good and the breakfast was satisfactory. Location of hotel is accessible to many places and the overall vibe was chill and classy. Highly recommend :)",,,1 ,,4.0,
Date of stay: May 2021,Christine N,Staycation for 2D1N,It was a lovely experience overall! The cleaner staffs were very nice with superb service and the stay was amazing.   Daryl was also very nice and efficient with the checkout process and helping us out with the carpark voucher! Overall a good location to get affordable food and good restaurant. Very satisfied stay and my family enjoyed themselves! Thank you Hotel G!,,,2 ,2 ,5.0,
Date of stay: May 2021,Jerome,Extremely Personalized Services!,"As we were celebrating our anniversary, I emailed the reservations team to which Nurhana answered my every request promptly and to the best of her ability. The check in process by Howard was done swiftly albeit existing COVID declaration and when we stepped into the room, not only were we extremely satisfied with the decoration of the room as per requested; the television was already switched on with Music and the entire walk into the cozy room feels like home. Also, the television had my name addressed on it and cards which wished us a happy anniversary by Howard and Team. To further enhance the entire experience, when I requested for more ice while collecting the champagne given by the hotel, Bobby actually noted that the booking was to celebrate a joyous occasion and even",,SINGAPORE,11 ,2 ,5.0,
Date of stay: May 2021,Charles,Hotel G for Good,"The location of the hotel was good. There were a few train stations nearby. Around the hotel was filled with hidden gems🤫. There were many great dining places and desserts, especially for supper.  The accommodation of the hotel was fantastic. Hema, the staff, at the reception counter helped us with checking in and familiarise us with the hotel regulations. The service provided by the staffs was great. They were welcoming, which was heart warming for us :D  It was a lovely experience at Hotel G.",,,1 ,,5.0,
Date of stay: May 2021,Jermaine,Really worth the price!,"The room was comfortable, cosy and clean. The hotel was in a very convenient location as it was only a 5min walk away from Bugis Junction/ Rochor MRT. There were also many food options around like fortune center, ginett, 25 degrees and sunshine plaza. We tried the chicken wings and onion rings from 25 degrees and it was sumptuous! One staff I would like to highlight is Hema, she was very friendly and accommodating throughout. Really good customer service. Overall, had a great and enjoyable time here :)",,,5 ,2 ,5.0,
Date of stay: April 2021,Teslau_1,Excellent service. Great location.,"Hotel is easy to identify with the bar and burger joint at level 1. Check in process was smooth and quick.   Excellent service from duty manager Daryl, very professional and friendly.   Room is clean and aesthetically pleasing but slightly small.  Lots of good food and malls around.",,,1 ,,5.0,
Date of stay: April 2021,Nikolas,Review of Hotel G,"The room was so good and the environment was really one of a kind. The stay there was so good that I actually thought of going again. They really had a super modern vibe going for them. The air-con was strong and the rain shower was so good. I just wished that they had 24/7 food services, fridge in the room (they have a complementarity shared fridge at the lobby which they will label and store your item for you) and also bathtub but other then that my stay there was so good. Their service is top notch especially one of the staff Daryl Goh he really made a super good impression in my mind and this is the type of service a hotel should have and follow (the other staff was good too just that I don't remember their names)  This Hotel is a good place to go and give it a try, you'll",,,1 ,,5.0,
Date of stay: April 2021,Jesse Ma,"Hotel G Singapore, great hotel, great staff, great service","Stayed in Singapore for 18 days and was at hotel G for the entire trip, it is at a very convenient location, surrounded by museums and art schools, very rich in culture. Hotel was economic and their service is excellent. Thank you Bobby at the front desk for constant hospitality!",,,2 ,,,5.0
Date of stay: April 2021,HAPPY_GUEST1317,Staycation,"Though the room was small & without a fridge...it was still convenient to deposit my drinks & fruits at the front desk secured common fridge. I would like to commend Yvonne Ng, the Office Manager for her good communication skills & her abilities to attend to each individual guest needs. She is warm, passionate, caring, graceful, attentive, patient, alert, soft-spoken & possess professional integrity. From her courteous greetings & her positive friendly attitude, I would definitely wanna come back for many more enjoyable staycations especially to enjoy the rain shower in the bathroom. 2 THUMBS UP for Yvonne & hotel G!!! 👍👍",,,1 ,,5.0,
Date of stay: April 2021,Mingchi K,A very nice to stay even for longer period,"The location is very good, Bugis and Orchard Road are both in the walking distance.  The staffs in the service desk are very helpful and friendly.  The size of the room is not big but you really have everything you need.  I will stay in Hotel G Singapore next time when I visit Singapore.  地點極佳，烏節路，Bugis都可以到，附近也有小吃市場可以光顧，服務人員態度都很好，也樂意幫你把食物暫存在旅館冰箱，房間不大，但是需要的東西一應俱全，是一家值得再度光臨的旅店。",,"Taipei, Taiwan",71 ,59 ,4.0,
Date of stay: April 2021,Simon Si Loong L,Relaxing staycation in the city,"Such a pleasant experience; from check-in to check out, everything was seamless! The receptionist Daryl is very courteous and friendly . Last not least , would like to say a word of thanks to your front office managers, Howard and Bobby for assisting to make our stay a pleasant ones. Will definitely recommend this hotel and will be back again !",,,2 ,1 ,5.0,
Date of stay: April 2021,SweetXF,Great hotel with great services,"Shout out to the Duty Manager Daryl and Bobby for the great hospitality during my stay. They are absolutely amazing in providing the services and the rest of the team as well.  Location is very convenient, walking distance to MRT and bus stations, NTUC and a lot of good foods around that area. Room is clean and tidy, great room is good for couple to stay. Highly recommend to try out this hotel and I will definitely visit it again.",,,6 ,10 ,5.0,
Date of stay: April 2021,CGY75,High accessible and good location,"Hotel is situated at a convenient place. We were assisted by Bella for check in, she is professional and efficient.  Upon arrival in the Great King Room which we have booked for, we are surprised by the welcome decorations! The team has put in the effort for that😄  Thank you for the recommendation to add-on a little bit extra $$$ to have this surprise. Last but not least, we would also like to thank Daryl and Mita for the swift assistance with our requests during our stay.",,"Singapore, Singapore",26 ,1 ,5.0,
Date of stay: April 2021,Charmaine Ow,"Pleasant and Affordable, with Wonderful Service","I had my staycation twice here, solo and with my partner. I enjoyed both stays tremendously. The location is ideal, in terms of accessibility and food. The room is clean and bed is comfortable. I would like to give a shout-out to Daryl, Duty Manager. I was lucky to be checked in by him twice and he is always so friendly and helpful. During my second stay, he upgraded my room and on a high floor. I would like to thank the Call Centre as well for following up when I informed them that my TV was down. They called me back and offered a room change immediately. Cheers and I cannot wait for my next stay!",,"Singapore, Singapore",7 ,6 ,5.0,
Date of stay: April 2021,Bobbyglobetrotter,Cosy and Great!,"I was check in by Bella to the Great Room King which I have booked for.Check in process was fast and furious👍 The Great King Room which I’ve booked for is just nice for a couple/two person, the space is just nice! Thank you Hotel G Team for your hospitality, I will recommend it to my friends for sure!  Special thanks to the front desk staff who took after us since day one. Daryl, Hema, Howard, Yvonne and of course Bella!",,"Singapore, Singapore",80 ,48 ,5.0,
Date of stay: April 2021,Natalie Ng,Really friendly and helpful staffs,"Got a free upgrade for my stay here. Love the amenities that was provided, location was splendid as well, nearby good food places. Appreciate the staffs here, extremely friendly and super helpful, would definitely come back here again",,,1 ,,5.0,
Date of stay: April 2021,Angeline Lee,Good stay!!,"hotel was very conveniently located. Booked for the good room queen. Unique design and very comfortable. Most importantly, the hotel staff were excellent. They were very willing to help and looked happy to serve. Friendly service, special shout out to Ana, Daryl and Bella who were at the counter  when I checked in. Will definitely return for another staycation with my family!!",,"Singapore, Singapore",1 ,,5.0,
Date of stay: April 2021,Margaret L,Hotel G,"Hotel G gives u the unique experience at a very affordable price. It was pleasant meeting Daryl, manager on duty who was cheerful and forthcoming. It is relaxing sitting at 25 degree , either sipping coffee or having a meal as u watch the world go by.",,,2 ,2 ,5.0,
Date of stay: April 2021,Nad,Great first time stay,Booked the Good King room and room was clean and cozy. Room was complete with hair dryer and boxes of water 👍🏼 Handled by Bobby and Hana and we were very happy with the attentiveness they provided. Thank you!,,"Singapore, Singapore",3 ,2 ,5.0,
Date of stay: April 2021,TheCuriousWonderer,Small hotel with big hearts,"Don't look further, Hotel G is the one of the best hotels to use your SRV vouchers!  1. The most basic package is $100 - you don't need to fork out cash to top up. I.e. You can spend your cash on good food.   2. The rooms are small but the service is great.  The rooms are small, about 15-17 sqm, but I don't feel suffocated. The same can't be said for bigger rooms I stayed in other hotels in SG and overseas. The rooms are nicely and uniquely designed, unlike many business hotels with generic rooms. The mattress they use is serta, so it's very nice to sleep on. Though the pillow can be a tad tough and flat. Also, the air con's temperature and wind speed are adjustable, hooray!   Note: if you have a big luggage, it can be a bit squeezy. However, this is a mote point since we are",,"Singapore, Singapore",6 ,,,5.0
Date of stay: April 2021,AlvinHotelguru,short stayaction at Good Room Single.,"I book Good Room Single to experience how.  I booked thru its hotel official website ,and get email with attractive offers. I was surprised to see that biggest room was offered to me at the price of $90 . This room was not included in the list of room available for booking for the day.  However, I decided to skip all the F&B offers , like Burger in Bed,  and other tempting snacks like "" chicken wings, ice cream tubes' because I need to watch my diet.  On the day of check in, check in was effortless and no complimentary check out was offered.  Went to 8 storey and check in single room.  Again, Hotel G is good at applying common sense in maximising the space of work desk.  kettle, cup, and container of coffee/ tea was placed on the wall holder. Very good! it create bigger place",,"Singapore, Singapore",120 ,86 ,4.0,
Date of stay: April 2021,Lynn C,Excellent staycation in a cosy hotel,"Using SRV to redeem a good deal at Hotel G, check in was fast and smooth. Surprised with room decor upon entering. Little small touches from the hotel that make your stay comfortable and enjoyable. Room is small but cosy and clean. Deal comes with $50 Ginette restaurant which is worth. Thanks to Howard and Bobby who made our stay enjoyable. Highly recommended.",,"Singapore, Singapore",8 ,1 ,5.0,
Date of stay: April 2021,Bryan,3N staycation,"Initially booked the Good Queen room for a 3D2N stay with my partner for our anniversary celebration. But after the 3D2N, we love the location of the hotel and the amenities, and then we decided to extend our stay for an additional night. Upon that extension, Daryl actually gave us a complimentary upgrade to the Great King room. Both my partner and I were shocked but happy at the same time.  I strongly recommend Hotel G as its location is very convenient to almost everywhere. It's food is commendable as well. Last but not least, their staff are very friendly and approachable which includes both Daryl and Bella.",,,1 ,,5.0,
Date of stay: April 2021,Ari,3N staycay,"Booked the good queen room for 2 night stay through Traveloka, check in timing was allocated to us via email (4pm-5pm). We had to queue for 15-20 mins to check in as it was a public holiday. However, the process was fast and fuss free.  The room was small yet cosy and clean! Bed was really soft too. Location of the hotel was near to multiple MRT stations, nearest 24/7 convenient store is located only at bugis+ even though there was multiple 7-11 across the street that only open till night.   We also decided to extend our stay for 1 more night in the same room category; checked out then check in again.   Great hospitality and service by Daryl, the duty manager. He was efficient and polite throughout the entire process, also exceeded our expectation by upgrading us to a good king",,,1 ,,5.0,
Date of stay: April 2021,Kenneth,Staycay,"Howard, Daryl & Bella were very hospitable. They went all out to make our stay enjoyable. The hotel was clean and the room-feel was great. There were dining vouchers which handy as we used then at Ginnett restaurant. Overall, very pleased with the stay!",,,2 ,,5.0,
Date of stay: April 2021,Jolyn,Service,"Staffs Daren and Bella were very helpful when serving my boyfriend and I whenever we had enquires about the room. They would strike up conversations about our stay and how they could improve better, once the feedback was given, immediate action was taken to ensure that we had a pleasant stay at our room.   However, the bathroom lights were tripping most of the time and even after servicing the lights, it still went out the next day.",,,1 ,,3.0,
Date of stay: April 2021,Michelle Tan,Staycation Deals with Rediscover Voucher,"Did a staycaytion using the rediscover voucher and it was very worth it!! Stay came with breakfast for 2 (set menu) and also $50 nett dining credits!! The room was relatively spacious and clean for the money we paid, and basic amenities were in the room too! Just note that there's no fridge though..   Special shout out to Yvonne who aided us in our check in and made the process very smooth! We would also like to thank Daryl and Bella as well for always greeting us warmly and made us feel at home whenever we approached them at the front office.  Would definitely recommend coming to stay at the hotel, and I would be back for another staycay! ♡♡♡",,"Singapore, Singapore",9 ,1 ,,5.0
Date of stay: April 2021,bsastor,Like the vibe of this hotel.,"The location is perfect as well as it's right by the center of town. Next to a museum and art school, 10mins walk from the shopping and entertainment district, a cinema, library, etc. Also near to MRT station (downtown line).",,"Singapore, Singapore",2 ,,4.0,
Date of stay: March 2021,Dunstan,Amazing Stay! ,"I had an amazing stay at the hotel. Special thanks to Howard and Bobby who have always ensure we have comfortable stay throughout the entire stay. We felt very welcome from the moment entering hotel, and Daryl who assisted us with the check in. Thank you! ",,"Singapore, Singapore",1 ,,5.0,
Date of stay: March 2021,Yvonne,Great Hospitality,"Had a great stay experience at Hotel G! The location of the hotel is great as its surrounded by major MRT line like Bencoolen, Rochor and Bugis. There's many food options around the hotel as well.   Warm greeting by Howard once we stepped into the hotel lobby and he offered us umbrella as its raining. Check-in process assisted by Daryl was smooth, quick and professional. Bobby at reception was so helpful and patience to assist our questions and enquires.  The room interior design are cosy makes us feel comfortable even the room size is a bit small.   Make a reservation earlier if you wish to dine in at Ginett as they are always fully book. Also, do not miss out their 1 for 1 deals for beers and sides from 3pm-7pm at 25 Degrees Burger, Wine & Liquor Bar as well!   For the price",,"Singapore, Singapore",2 ,,,5.0
Date of stay: March 2021,rubycolada,My honeymoon,Very compact room and comfortable bed to sleep. Location is so convinient. I love the turkish food just nearby the hotel. Entrance staff at the main entrance near the restaurant is so friendly. Check in is fast too.,,singapore,9 ,2 ,,5.0
Date of stay: March 2021,Ninibmn,Relaxing,Check in was smooth even at 6pm. Room is great sized. What made things great is the cleanliness. Fast express checkout. Nothing seems to be a missed. We like it! Thank you Bobby for the warm welcome! :),,,1 ,,5.0,
Date of stay: March 2021,Prudence N,Exemplary Customer Service,"Thoroughly impressed with the professional customer service provided by Daryl from check-in service to providing ice to the room personally. Even with the long snaking queue at check-in, Daryl went above and beyond, maintaining a professional attitude. Would totally come back here again for the service provided! Rooms were clean and comfortable. Once again, customer service has exceeded expectations, even better than some of the 5-star hotels in Singapore.",,"Singapore, Singapore",11 ,6 ,,5.0
Date of stay: March 2021,Mim,Great Staycation ,"Always a great choice for a staycation. Second time here and still very happy with the professional and swift help. Special mentions to Daryl, Shaun and Bobby for the awesome service and for getting the room ready for us in such short notice. ",,"Singapore, Singapore",1 ,,5.0,
Date of stay: March 2021,Emmanuel George,Very professional services!,"Really enjoy the comfortable vibes of the hotel and staff here. Very friendly and caring staff; second time here and not disappointed one bit! Big shout out to Daryl, Shawn and Bobby! Awesome service guys!",,,3 ,,5.0,
Date of stay: March 2021,eh_al_ex_el,Good for staycation for 1 or 2,"Tbh I don’t find the room too small as I’ve stayed in smaller. It’s OK for SG standards, where space is priced at a premium. The room is cleverly designed to maximize space while allowing you to feel cozy without feeling too claustrophobic. There’s space under the bed for luggage, and enough room for a small table for working travellers. Rooms feel quite well-maintained. Checkin and out was fast and efficient. And there’s so many food options in the area. Would stay at again!  ",,Singapore,66 ,53 ,5.0,
Date of stay: March 2021,Ayoosh A,Very comfortable. Thank you!,"I am not so fussy when commenting. I like G hotel overall. Good customer service during check-in and the receptionist is good and helpful. Very comfortable and clean hotel.

Thank you!
Thank you!
Thank you!",,,5 ,2 ,5.0,
Date of stay: March 2021,JAMES ZHANG,manager,"I will stay in Singapore for several days then go to the United States. I have a very good impression of Singapore and very efficient clerks, government officials and good drivers and hotel steps. A nice trip.",Trip type: Travelled solo,,1 ,,5.0,
Date of stay: March 2021,Qiu,good stay,enjoyed my stay. good location. helpful reception staff. Bobby assisted me with directions around the hotel.  will want to come back again. very beautiful country.  will recommend my family to stay here,Trip type: Travelled solo,,1 ,,5.0,
Date of stay: March 2021,HC,Awesome,Very good stay love the ambience service was quick as well. There are good food nearby. Was upgraded to a Good Room King too. Friendly staff was there to help at   possible when there was an issue......................,Trip type: Travelled as a couple,,1 ,,5.0,
Date of stay: March 2021,Wanie,Superb service,"Its myy first time here and i love the interior..  superb !! Bella was so helpful and patience w me .. after many months of not having staycation. Todayy i had my 1st staycayy w my fiance and i tend to be abit lost and clumsy but it wass all in place w the help of the team . I love the concept of the room.  Ecspeciallyy the pinboard. It looks cool..  Basicallyy i love everything!!! And Bella , thankyou for service. Thumbs up to you ! I will prollyy come back again ! Kudos team !",Trip type: Travelled as a couple,,2 ,,,5.0
Date of stay: March 2021,Cherilyn,Friendly staff & great stay !,"Had a great stay experience with my friends at Hotel G! 😊 Despite my immobility, the staff paid extra attention to me during my stay by checking on me. The staffs were very friendly & hospitable! Special thanks to Daryl, Ana, Hema & Yvonne for taking care of me & my friends. Would definitely revisit !",Trip type: Travelled with friends,"Singapore, Singapore",3 ,,5.0,
Date of stay: March 2021,Ronnie,Great Experience!,"Had a great time with my friends at Hotel G, staff are friendly and patient. Would like to thank Daryl, Ana, Hema and Yvonne for making our stay a memorable one and being so accommodating with our requests! ☺️",Trip type: Travelled with friends,,1 ,,5.0,
Date of stay: March 2021,CLALITAA,Customer service first,"An overnight getaway with our parents @ Hotel G. Very aesthetic, modern feel rooms.
Enjoyed the overall guest experience.

Special thanks to Shyidah, Shawn, Kiren and Rave at Ginett Dining Place.
Grateful for your heartfelt service!",,"Singapore, Singapore",288 ,54 ,5.0,
Date of stay: March 2021,Brian,Great stay!,"Special thanks to Daryl, Ana, Hema and Yvonne for making my stay so enjoyable 💯 they went the extra mile when me and my friends had special requests. They were very accommodating, friendly and professional!",Trip type: Travelled with friends,,1 ,1 ,5.0,
Date of stay: March 2021,Jo,Friendly staff,"Would like to comment Daryl, Ana, Hema and Yvonne for being spontaneous for the video filming! Check-in was seamless and fast. They were also hospitable and friendly! I wouldn’t mind going back again!",Trip type: Travelled with friends,,1 ,,5.0,
Date of stay: March 2021,Feng,Absolutely great time,"Pre my arrival , the hotel gave me very detailed instruction on the materials required for check-in as an international tourist. Quarantine was well organised with all information provided in the room.  Room is quiet, clean and stylish,The location can't be any better, surrounded by lots of food places and is very close to Bugis Junction. The staffs at the reception are very helpful and friendly. In general I had a great time there!",,"La Jolla, California",1 ,,5.0,
