date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: January 2017,Professional-Pilgrim,"Tiny rooms, but you will survive","We found that the beds were so high that we could unpack our suitcases and slide them under the beds. We had a good view from an upper floor. You can choose east- or west-facing, so get morning or afternoon sun. Excellent breafast buffet. Free computers and printer, but they shut off after 15 minutes, and you have to keep renewing your usage. A pain.Not far from Singapore Art Museum.",,"Alberta, Canada",1399 ,582 ,5.0,
Date of stay: January 2017,henc75,Ibis - Great Service,"Online check in and request for early check in was efficient. Friendly and helpful staff. Rooms are very clean and neat. Bed is very comfortable. Hotel is near major shopping area, Bugis Junction, and transport is easy to find. The doormen are lovely, cheerful and very helpful. I left something in the hotel room which the staff have found and will be keeping until my next visit. Appreciate their honesty.",,"Singapore, Singapore",38 ,38 ,4.0,
Date of stay: January 2017,341francineb,Fabulous Stay,"Great location nearby Metro station to downtown line. Hop On/Off bus stop in front.
Very helpful staff...large rooms perfectly cleaned.
Opened bright restaurant and bar.
Close by to several hawkers.Convenient store just beside for wine and beer.
Accepted my rewards certificate .",Trip type: Travelled as a couple,"Ottawa, Ontario",25 ,28 ,5.0,
Date of stay: December 2016,arroon,"Excellent Location, Staff courteous","I stayed with my family in December for 5 nights. They provided early check in at no extra cost. Their breakfast has many options if you are a non veg, but the menu is somewhat similar everyday.
Coffee replenishment had to be asked for everyday as I am fond of lots of coffee.
Rooms are bigger than other hotels in Singapore. Overall the stay was very comfortable and I would love to stay in this hotel again",Trip type: Travelled with family,"Pune, India",7 ,8 ,5.0,
Date of stay: January 2017,PANTHER029,What a pleasure,"This is a wonderful hotel - It has so much going for it.

As most people note, the rooms are small(ish) but adequate for two people - and very clean. It's reasonably priced for Singapore and the beds are wonderfully comfortable.

It's a 5 minute walk to Bugis MRT, which gets you onto one of the best rail networks in the world. There are 2 bus stops right out front which will take you anywhere in the city including Harbourfront and hence, Sentosa. The hotel is surrounded by shops, street markets and cafes a'plenty. Little India is 5 minutes away in one direction and Bugis Junction shopping centre is 5 minutes in the other.

The bar offers inexpensive western and Asian meals and the in-house breakfast is first-rate. I note that some people think the breakfast doesn't change often enough. I don't think it needs to, given the variety on offer. We were here for 6 nights and enjoyed all 6 breakfasts.

The included Wi-Fi delivers a strong signal with no drop-out. The staff are among the most friendly and helpful I've encountered in many years of travel. If you book a room with 'extra benefits' you will get a free mobile phone for use during your stay and a late (4pm) check-out. Reception will provide you with an EZ transport card for a deposit of $10 and you can load this with credit at the 7/11 next door, which is open 24 hours by the way. And just in case they do close, there's 2 others within minutes.

In summary, the IBIS on Bencoolen is a great hotel, whether you travel for holiday or business.

Just one or two comments on potential improvements...
1. There is very limited storage space in the rooms - although suitcases do fit under the bed fortunately. The Bedside 'table' could easily have an extra shelf added which would make a big difference.
2. The shower is fantastic but I hate those squeezey wall mounted soap & shampoo dispensers.",Trip type: Travelled as a couple,"Gold Coast, Australia",1392 ,548 ,,5.0
Date of stay: January 2017,kerrymapstone,Has anyone had things go missing whilst their luggage has been stored by hotel.,"I have just return to England after a week at the hotel, I found the staff friendly and polite and incredibly helpful. I was able to check in at 10 am. Room was quite small but the bed was extremely comfortable. I was close to the lift and on no occasion was there any noises. I done my bit for the environment and only had room serviced 4 out of seven days. I do have one problem I left my suitcases at the reception for 3 hours in my hand baggage was a wallet containing £50.00 sterling which I kept for duty free purchases at Doha on my return to England. On arriving at duty free at Doha I discovered £20.00 missing I will be contacting hotel in hope their storeroom has CCTV.",Trip type: Travelled as a couple,"Milton Keynes, United Kingdom",1 ,2 ,5.0,
Date of stay: January 2017,SWutthi,A Good Business Hotel in Singapore!,"Things I like...
I spent few days during my business trip in Singapore in this hotel in January 2017. This hotel is located not too far from the marina bay sands. The hotel offers rooms not too small with a friendly (I can say every staff from the reception, housekeeping and also from the restaurant are so friendly), helpful, and smiling staff along with the must have iron and iron board in room. This hotel is an ideal for the business people who don't want to break the budget!

Thing I like very much.....
I and my colleague had dinner in the hotel restaurant every day. Food and drink were great. But the staffs there were even greater than the food especially the lady named 'HAPPY' who always gave services with her cute smile that made us feel so welcomed.

Things I don't like....
The breakfast area is a little bit small when compare with number of guests they have during days. The breakfast restaurant was so crowded every morning and seems like you need to wain in queue if you get up late!

The WiFi signal is not quite stable in my room located on 8th floor. It was disconnected many times during using it and it's so annoying!",Trip type: Travelled on business,,22 ,3 ,5.0,
Date of stay: December 2016,mchengau,Wallet Friendly Hotel with 5 Star Service,"I stayed here in December 2016 on a stopover in Singapore with family.  We were flying out of Brisbane on a midnight flight to Singapore, I received an email the day before to check into the hotel online which I did.  Surprisingly when we touched down in Singapore I received a text message saying our rooms were ready, considering usual check in time in 2pm for most hotels I was dreading trying to fill 5am-2pm with activities with no sleep.  Arriving at the hotel the check in process started immediately, I was assisted by Ima and Eugene, they displayed fantastic customer service.  Checking in at 6am was a major relief and we were able to get a few hours sleep before heading out.  The hotel seems to have a major green/eco friendly focus, the usual offerings in the bathroom are available but upon request only.  The complimentary bottled water is available at the bar in glass refillable bottles to reduce plastic waste.  There is also bamboo bicycles available for use, EZ-Link (MRT) cards are available to borrow with a $10 deposit.  Not sure on how to receive the balance back after your stay as we forgot to return ours.The room itself was cozy but had enough space to accommodate two people and their luggage.  The water pressure in the shower is a bit weak but this could be part of a green initiative.  Noise isolation is good, I was not bothered by any disturbances or other guests.  The turn-down service staff are very attentive and respect your privacy when needed.The location is great, a short walk away is Bugis Street Market, Bugis+ and Bugis Junction, for the tech lovers Sim Lim is very close.  There was no problem sourcing food and drink close by to the hotel, a food court is just a minute walk from the hotel.  7Eleven is conveniently located next door from the main road entrance with plenty of fast food outlets scattered around the area.  There are also numerous money changers in the area for those in need, we found the best rates in Bugis Street markets.Overall I had a great stay at Ibis Bencoolen, the value for money was great and the customer service was just as good as other 5 Star hotels I have stayed at.",Trip type: Travelled with family,"Brisbane, Australia",86 ,109 ,5.0,
Date of stay: January 2017,Q7747JPmariaa,Location location location,"Ibis bencolen best priority in singapore, best location in Bugis.Near MRT station,bus stop ,bugis street  and foodcourt with variable food. Breakfast not bad.Room clean and nice sleep. i will come back again.",Trip type: Travelled with family,Jakarta,1 ,3 ,5.0,
Date of stay: January 2017,Keith J,Central Location with excellent service,"Ibis on Bencoolen is a good quality hotel located centrally, and within easy walking distance of the MRT and the Singapore CBD, and about S$25 from the airport by taxi. It was an excellent base to explore Singapore on a short holiday. The rooms were on the slightly smaller side, with ""interesting"" city views. However, very good value for money and excellent service.",Trip type: Travelled with friends,"Townsville, Australia",31 ,55 ,5.0,
Date of stay: January 2017,Ulker Y, Ibis Hospitality ,"Very professional and still friendly service level; quick check in-check out; clean and comfortable room, social and environmental responsibility, great customer care.. Very close to the two metro station/two lines; location is really great. We definetely recommend to everyone.",Trip type: Travelled as a couple,"Istanbul, Türkiye",46 ,10 ,5.0,
Date of stay: January 2017,Purvi K,Holiday,"It's small room. But best is room are clean and hygienic.
Staff is very polite and friendly and helpful.
I highly recommended for family stay. They serve variation in breakfast. And for Indian people is very near located near little India to have variety of Indian delicious food.",Trip type: Travelled as a couple,"Mumbai, India",30 ,8 ,4.0,
Date of stay: January 2017,traveler-perth,The Best,"I stay in this hotel when we are in Singapore all the time The service is great and the rooms are kept very clean, the location is very good lots of food and shops, Yes this is My hotel. I also find the breakfast excellent value.",Trip type: Travelled as a couple,perth,26 ,9 ,5.0,
Date of stay: January 2017,Lotus-Hotels-MKT,On transit for 2 days,"We know Singapore very well as we spend few days here regularly for the past 15 years
It was the first time we spent our stay at Ibis Bencoolen though
We have been pleasantly surprised for the service, the location, the cleanliness, the ambience and, not less important, the price.
I'm not that used to do any review but I felt this hotel deserves it",Trip type: Travelled as a couple,"Denpasar, Indonesia",1 ,1 ,5.0,
Date of stay: December 2016,jeff a,Love it!,"Nice place. Food is great, a lot to choose from. Everything is commendable, except for two things: first, room was quite small, and second, issue of noise coming from outside the room and from the adjacent room. Though, I would still recommend this hotel. The hotel staff is very accommodating, I should say. Good work.",Trip type: Travelled with family,,1 ,1 ,4.0,
Date of stay: January 2017,mar339319,Excellent services and Good Location,"The hotel provided everything you need , the room is quiet clean enough and not so small for 2 persons , Near to Bugis MRT station, and near to Bugis junction where you found many restaurant in the evening , The only difference thing is you may need to ask drinking water at the bar for 2 refill bottle of each room but you can refill again when you need. If you plan for travel with MRT in singapore , this hotel is perfect for short distances and near to every places.",Trip type: Travelled as a couple,"Bangkok, Thailand",46 ,9 ,5.0,
Date of stay: January 2017,Paritosh1989,Good stay,For 1 or 2 nights it is nice to stay. location is also good. Taxi's are available frequently. every attraction is between 15 min to 30 min away from this place. People should first chalk out where they need to visit and go and then plan to stay in ibis in bencoolen.,Trip type: Travelled as a couple,"Pune, India",19 ,3 ,4.0,
Date of stay: January 2017,Same M,Excellent to stayed here,I had to stayed at the first time in this hotel for 2 rooms with my friends period on 15-17 Jan 17 so I very appreciate with staff name  suki  and dass at front desk and the lady of housekeeper.  they are very helpful and kind good for service. The room very nice and very clean and so convenient to stay here.Location is good nearby subway to go the another place.I recommend to stay here is more convenient for the traveler if looking for the hotel to stay.,Trip type: Travelled with friends,"Bangkok, Thailand",6 ,2 ,,5.0
Date of stay: February 2016,arpanindia,Good hotel and nice location,"Clean comfortable rooms, The best part is the location of the hotel and everything location is accessible very easily. Very friendly staff . The food in the hotel restaurant is  really good. enjoyed our stay from 27th December 2014 to 30th December 2014",Trip type: Travelled with family,"Bengaluru, India",25 ,5 ,4.0,
Date of stay: January 2017,AlisyaNatasha,Great Hotel !,"We had a really great experience when we stayed at this hotel on Jan 11-12 R.1211 and R.1212. Was handle by Dass and A men with white uniform (indonesian people) ""but i forgot his name, he's very nice person"" with warm and feel welcome service. The room was great as well as the facility inside. We had room view facing to City. The facility so complete! They provide iron, wifi free, and handy phone . Yes handy phone, that u can used for unlimited local and international calls, what amazing budget hotel ! I would recommend to stay in this hotel when u visit SG, either u have to travel for business or vacation.",Trip type: Travelled with family,"Jakarta, Indonesia",15 ,2 ,,5.0
Date of stay: January 2017,SarahGYL,Fantastic location,"Clean comfortable rooms and quite spacious for the price. Best part about the hotel is the location - close to Bugis St mall, MTR, Albert Centre hawker centre and a bus stop right outside the lobby!
Hotel was very accommodating with our request for a late check out and the lobby had free Mac computers and printing which was very convenient. We enjoyed the use of the hospitality room, which allowed access to a vacant hotel room for shower use etc after checking out.",Trip type: Travelled as a couple,Canberra,4 ,1 ,5.0,
Date of stay: March 2016,Jane S,SO COZY,"I really enjoyed my stay at this hotel even thought the room is small, It's clean and cozy. I almost missed my check out time when i sleep here. this hotel is not so close to the MRT Station but there's a bus stop in front of the hotel and there's seven eleven too beside the hotel so it's very convenient. It's near bugis street and shopping center too.",Trip type: Travelled with family,"Surabaya, Indonesia",50 ,6 ,4.0,
Date of stay: December 2016,Belle N,"Location is perfect, service could be better","I like the location , very convenient to access to most of the places of interest. Ibis provide the loan of Easy Link card which is very useful if you are taking the MRT or the buses. As everyone is into the  environment friendly thing, this hotel only provides limited amenities in the room and the rest can be requested at the reception. I think this should have been made known to us when we are checking in. We only found this out after we entered into our room. Same for the water, this hotel did not provide the free bottles of mineral water like the usual hotel but instead they loaned you the glass bottles to refill at the third level. I think all this information should have been told during the checking in as the reception was not busy when we were checking in. We also",,"Hornsby, Australia",638 ,95 ,,3.0
Date of stay: January 2017,joanadventure,Good location and reasonable,"This is a reasonable hotel and well located with the basic facilities for business trip include iron etc, lobby come with big apple screen and there are bus stops right in front of the hotel. The breakfast come with variety of food from 6-10am.",,"Kuala Lumpur, Malaysia",1386 ,674 ,,4.0
Date of stay: January 2017,Martin L,Location/Service/price,My title explain my Ibis experience. Is not a fancy place but it has good amenities and excellent service.  Every one from staff goes the extra mile to make your experience a pleasant one. On the down size I experience slow wifi.,,"Orlando, Florida",69 ,37 ,4.0,
Date of stay: December 2016,George C,Great location and value for money.,"When my girlfriend and I decide to head overseas, we usually look to book hotel companies that we are familiar with. Being from Australia, we were very comfortable booking an Ibis hotel for our trip to Singapore.  As soon as we entered the hotel it felt just like any other Ibis we had previously stayed in. The staff were very welcoming and the check-in was a very smooth process. While our room was quite small, it was very clean and had that typical modern Ibis feel about it. The Wifi was also good and rarely cut out.  The location of this hotel was very pleasing. We were a short stroll from Chinatown, Bugis Sreet, Arab Street, and a short cab ride from Marina Bay. There was also an available cab each time we left the hotel, which was also very convenient.  During my stay I was",,"Bossley Park, Australia",75 ,72 ,4.0,
Date of stay: November 2016,Bearbear1234,Nice hotel for the price,"Got it on a deal, great for its price! Good location, walking distance to the bugis station. However the area and neighbourhood was meh. Inside the hotel was clean and well maintained. Everything to the ibis standards. Nice service. Not much facilities. Overall a good short budget stay.",,"Hong Kong, China",55 ,54 ,4.0,
Date of stay: January 2017,Darnel-HDI,Good Hotel in Rafles Area,We stayed here for the company annual businees meeting. The location is fine. The hotel building is in very good condition. The room size just fine not to small but function very well. The restaurant was alao good.,,"Jakarta, Indonesia",2111 ,686 ,,5.0
Date of stay: December 2016,Mark S,Great Service & Amazingly Friendly Staff,"Excellent location, clean rooms, and great value. Check-in was the fastest and smoothest I've ever experienced.  All that said, nothing can enhance or ruin a vacation like the attitude of hotel staff. All the staff we interacted with were helpful and professional, but our stay was made truly unforgettable by the incredibly kind and friendly door-man/security-guard/taxi-hailer Jumari Salamat.   While our interactions with the gentleman were for no more than a minute or two at a time over our 7-night stay, he always brightened up our day. At one point while we waited for a cab, he ran over to an ice-cream truck driven by a friend and brought back a free ice-cream for our son. You can't fake this sort of hospitality. A genuinely kind man who we hope to see again on our next visit",,"Nadi, Fiji",6 ,7 ,5.0,
Date of stay: January 2017,bruttiboy,Perfect for short economical stay,"The IBIS brand is at the lower end of the market, but by now means is it cheap and nasty. This was one of the better IBIS hotels i had stayed at. Room was small as is mostly the norm in Singapore and Hong Kong area but it was neat and tidy and clean. The bathroom was also small but functional and really neat and tidy. The amenities were basic but effective. The staff were actually outstanding and the location was not to bad either ... a solid walk to the River / central area but close by Raffles and other destinations of note. A really pleasant little hotel just don't expect to many bells and whistles.",,"Hobart, Australia",760 ,279 ,4.0,
Date of stay: December 2016,Sabatini T,That was A Good Visit,"Hotel located near Bugis Junction,5-6 minutes walk from the Bugis Station.  The room is kinda small,but it's very clean and comfortable. They provide you with matress bed,not spring bed,but still I found it comfortable.  Staffs Services are very good and quick response.They have this 15 minutes policy to serve you.  Breakfast menu is average.They always provide you with Japanese,Malaysian,and Indian Foods.  They have other fun facility too like a bicycle service for 8 hours.  ",,"Jakarta, Indonesia",274 ,76 ,4.0,
Date of stay: December 2016,ges127,Reasonable,Reasonable value for money There is no concierge service so be prepared to use the trolleys provided Wifi was non existent at the higher floors on Apple devices Rooms are small but clean Breakfast was good but need more variety from day to day Online check in service was good and useful ,,"Kuala Lumpur, Malaysia",14 ,19 ,3.0,
Date of stay: November 2016,darfoody,Reasonable value,"For Singapore, this hotel was reasonable value, given that hotels in general are not cheap here. The room was not big, but suited our needs. I would recommend if you're on a budget, or don't want to pay a high price for a hotel room. You were able to get bottles of sparkling water from the bar on the ground floor, which was a nice touch. Taxis were always available at the back entrance. Located close to Bugis and the local markets.",Trip type: Travelled as a couple,"Melbourne, Australia",115 ,78 ,3.0,
Date of stay: December 2016,HuwanaB,Practical location,"This is a great hotel if you prefer to walk to the different shopping areas.  We were blessed with a good weather (windy and cloudy) so we walked our way to chinatown for about 30minutes and it's a great workout. For museum fanatics, on the way we passed by Asian Civilization Museum. Little India (open 24 hour shopping mall) is also around 30 minutes walk from the hotel. Orchard shopping district is also near the hotel around 15 minutes walk.  Singapore Art Museum is on the way if you're walking to Orchard. If you get tired of the hotel food or you run on a budget you can always have a 5-10 minutes workout and walk to bugis to get food. For those who are quite conservative with exploring local food there is a burger king in front of the hotel. There is also Popeyes in bugis.",Trip type: Travelled with family,"Muntinlupa, Philippines",369 ,43 ,4.0,
Date of stay: December 2016,Laura T,Best team of staff in the world!,We had to cut short our trip due to family emergency and a team of staff went extra mile to do everything they could to ease our burden.  They were so generous and accommodative as we had to make changes to many of our bookings.  Location is great and a short walk to Bugis Junction.  Bed is very comfortable and clean.  But the shower facility can be better.,Trip type: Travelled as a couple,"Brisbane, Australia",60 ,77 ,5.0,
Date of stay: December 2016,Carlos d,Ibis Singapore,"The hotel is clean, located in a central region. The team is very kind, efficient and interested in helping the guests. I recommend for who want a priceworth place. You can enjoy the bar and restaurant in the hotel.",Trip type: Travelled with family,"Santiago, Chile",3 ,1 ,5.0,
Date of stay: November 2016,PToh55,Not worth paying to stay here,"It's not worth to pay such high price for Ibis Bencoolen where the room is small and they offer low end room products. At this price, you can get better hotel which pamper guest and not take them for granted.",Trip type: Travelled with friends,"Singapore, Singapore",293 ,114 ,3.0,
Date of stay: December 2016,lanievs,Love IBIS.,"Spent our wedding anniversary in Singapore and stayed at Ibis on Bencoolen. Loved everything about the hotel. Location is very accessible to everything. The room is very clean. The service? GREAT!!! We were surprised with a complimentary wine and a personal note from Miho Yamaguchi, Quality Service Exec. Everyone from the check-in personnel, the housekeeping staff, Le Bar crew and security personnel especially Mr Salamet were very friendly and helpful.
If you want a hassle free stay in SG, book this hotel. Kudos to entire IBIS team!",Trip type: Travelled as a couple,"Paranaque, Philippines",15 ,3 ,,5.0
Date of stay: October 2016,hgsb14,One night stand,"Welcomed on arrival and delighted to be informed that my room was to be upgraded
Also complimentary use of a local smartphone including calls to UK!
Comfortable bed. Room typically fit for purpose
Buffet breakfast offered a very wide range of cuisine, all that you could eat
This stay was excellent value for money in every way",Trip type: Travelled on business,"Rugby, United Kingdom",42 ,16 ,5.0,
Date of stay: December 2016,Olivia P,Holiday Visit on Ibis Bencoolen Bugis,"Nice hotel, with good service.
But in the room, we don't get the mineral water.
Ibis Bencoolen Hotel near the street food, Bugis Street and Bugis Junction. Only 5 minutes on walk. Near MRT Bugis Station.",Trip type: Travelled with family,Surabaya,6 ,3 ,,3.0
Date of stay: December 2016,Anup S,Everything is so right here,"A lot of good things about this place.

Getting to the hotel from the airport:
It was during the peak hours and I was in the hotel in around 20 odd minutes. Cost 24 SGD.

There is taxi park right in front of the hotel.

Checking in
Check-in was a breeze. They also allow online check-in too. If you are an Accor member there is a priority check-in. I got an upgrade for one of the two rooms and I now had both rooms with extra benefits.(late check-out.. Smartphone with unlimited calls and data). The elevator to the rooms are large enough to accomodate large luggages

The rooms:
The rooms are not too big, but I wasn't complaining. Everything was neat and spick-span.

The staff: The staff all round the place...The bar.. restaurant..Counter are all very friendly. Their staff had some YouTube videos on places to eat and shop, in and around bugis which was good info for me. The staff will help you out of you are venturing around the city on your own and are looking for tips and help

The location:
Very convenient to access all the places of public transport.

Bus stop is right outside of the other entrance, taxi stand is just outside too. MRT is couple of minutes of walk. There is a 7-11 store just next doors. ATMs are on the next block.

Places like little India, Albert's hawker center, bugis shopping lane are close by.

The food:
The breakfast spread is amazing, although a bit repetitive. The service is prompt. There are vegetarian options too. The food at the restaurant is great too, unless one would want to indulge in the street flavours of Singapore with a couple of steps of walk to the hawker center.
The drinks at the bar at good, although they were out of stock on couple of ones.

The Christmas decorations made the lobby a beautiful sight.

Useful stuff:
They provide unlimited refills of water bottle which you can take away until checkout.

Kiosks for self help to get across the city

Free WiFi and Internet access via computers in the lobby with printout facility

Free bicycles.

If you opt for rooms with benefits, then you get a smartphone per room which you can carry around with you until checkout and it has unlimited calls and data free. So you won't need to buy a new SIM card or activate roaming.

Would definitely be my first choice for a budget hotel.",Trip type: Travelled with family,"Paris, France",83 ,6 ,,5.0
Date of stay: April 2016,rodjam468,My home away from home in Singapore,"I was a guest 1st week this hotel opened and have revisited most years since.
Because of location and price this hotel is always heavily booked.
I shall stay again early february. Although high occupancy and a crowded lobby this hotel seems to be well organised to offer good service. Very clean rooms. Adequate size, Bugis street and temples right behind hotel. Markets, shopping, food galore. vegetarian food available next door. Easy walk to Orchard road. Bus outside hotel.",Trip type: Travelled solo,"Brisbane, Australia",61 ,44 ,4.0,
Date of stay: December 2016,mnqs,Very nice and efficient business hotel,"Maybe not top-class rooms, but for a business trip they work, and staff very friendly and helpful. For vacation i would perhaps choose another hotel, in case you want to relax for a longer period of time in the room - they are a bit on the small side.",Trip type: Travelled on business,"Hong Kong, China",11 ,23 ,4.0,
Date of stay: December 2016,Kaivilo,Amazing Hotel,"What an amazing experience. I stayed during my birthday and the staff send me a birthday cake to my room! What a sweet gesture! Check in and check out process was so efficient. Friendly and helpful staff, great hospitality. Room very clean, great free wifi, convenient location, and comfortable room. Very reasonable price. Will definitely come back ❤️❤️❤️",Trip type: Travelled with family,"Singapore, Singapore",8 ,5 ,5.0,
Date of stay: December 2016,bernadush2016,Strategic location & good service,"Room was clean & bed was really comfortable. Location is good, near bugis junction. Great breakfast buffet, good free wifi connection. very efficient check-in (for online check-in) and check out procedure.",Trip type: Travelled as a couple,Surabaya,4 ,1 ,5.0,
Date of stay: January 2016,EdgeMY,Great Location,"Plenty to see, eat and great access to the MRT stations and some malls. Even Sim Lim Square is right around the corner. Great bed but the toilet was a little bit small for my liking. Nonetheless i feel it's catered more towards the business community and thus will definitely stay again the next time i'm in Singapore on business.",Trip type: Travelled on business,Kuala Lumpur,35 ,40 ,4.0,
Date of stay: December 2016,NaRae_888,still the best Ibis that I've ever stayed,"Stayed here for the 5th time and still satisfied with its services. This hotel has everything: great location, super friendly and helpful staff, great hospitality, great breakfast buffet, clean room, good free wi-fi connection, very efficient check-in (for online check-in) and check out procedure. Two thumbs up for their restaurant staffs, their really did a good job during a very hectic breakfast time. Their front office staff also did a good job with their great hospitality. I definitely will stay at this hotel again in the future.",Trip type: Travelled with friends,Surabaya,53 ,44 ,5.0,
Date of stay: December 2016,Ashif H,Best hotel eith affordable price,Easy to access everywhere especially if you want to go mustafa everyday but want to stay in other road it is the best hotel for you can consider. We are south asian but didn't face any single problem. Good friendly staff. Front desk services are so fast & the guys are really helpful. I have visited in june 2015,Trip type: Travelled with family,,42 ,11 ,4.0,
Date of stay: December 2016,trisha_ngly,"Strategic location, affordable price and welcoming environment","Transport - It is a straight road from Ibis to Rochor Road, which is approximately 2-3 min walk. Along the short walk, you will see OG building. And yes, you will be able to see Ibis from Rochor Road. If you face Rochor Road with Ibis behind you, Rochor MRT (downtown line) is on your left (3 min walk) and Bugis MRT (east west and downtown line) is on your right (5 min walk).

Food - Located behind Ibis is the open air Albert Centre food court situated at street level. If you are travelling on budget, you can find a plate of rice with fried chicken, vegetable and a piece of canned ham for less than SGD3. You can feel the heat being in the food court.

Alternatively there is an air condition food court opposite OG building. Reasonable priced food, such as Saba Fish set is less than SGD6. And yes, a home style presentation of toast for breakfast is served here. Good place to catch a meal for reasonable price.

The people of Ibis Bencoolen are friendly and full of energy. As I was travelling light, I requested for dental kits and slippers. It was provided to me with a smile from housekeeping.",Trip type: Travelled with family,"Kuala Lumpur, Malaysia",81 ,44 ,5.0,
Date of stay: January 2016,Kevin S,Hotel with easy access to everywhere,"Stay with family during holiday. This hotel is close to Rochor Chanel MRT station and in front of the hotel, there is a bus stop with many lane we can go many places. For eating, do not worry, behind the hotel there is Albert Center, also across the hotel, behind Simlim Square there is a food court.
Also behind the hotel there is Thian Hock Keng Temple, also Hindu's temple (I forgot the name).",Trip type: Travelled with family,"Tangerang, Indonesia",276 ,48 ,4.0,
Date of stay: December 2016,Nenden T,"Good location, good food, helpful staff","the location is the reason why we book the room here. quite tiny room as Ibis standard but clean, comfy bed, lovely toiletries, compact and well decorated bathroom. Don't forget the tasty food and helpful staff made our stay was more enjoyable.",Trip type: Travelled with family,"Jakarta, Indonesia",21 ,10 ,4.0,
Date of stay: December 2016,KrisprachantP,The same convenience I can always count on.,Ibis Bencoolen is my favorite place of stay. This time I checked in online and had the best experience so far. Staff was very helpful and polite. It is within walking distances to everything I needed.,Trip type: Travelled on business,"Bangkok, Thailand",44 ,55 ,5.0,
Date of stay: December 2016,Melissa I,Comfy stay at strategic location ,Room was clean and bed was really comfortable.. located near a mall and bugis street where we can find souvenirs and do some budget shopping.. even a confectionary shop selling goods at very cheap price.. only 1 or 2 dollars.. red bull for 80cents.. and ice cream wif bread.. yummy.. really fluffy and soft.. not to mention local fruits.. breakfast provided by hotel was satisfying.. coffee maker provided.. ,,,36 ,13 ,4.0,
Date of stay: January 2016,pankajbhalla,Good location with Small Rooms,"I stayed at Ibis Bencoolean along with my wife, along with 2 kids (8 years + 1 year).  Location of this property is good. Its just 5 mins walk to boogie Street where you get a feel like whats a Singaporean live is. Its 7-8 min walk to the MRT.  I was extremely impressed with the staff service and cleanliness of the rooms. The hotel is situated close to shops where you can all required utilities.   We enjoyed the use of the MRT card, which was provided complimentary to all guests, which allowed us to travel around Singapore on the MRT. Just to mention, this complimentary pass saves around 2$ per Pax.  Breakfast they serve is OK for Indians and the Room size was small. But again, good hotel to stay.",,"New Delhi, India",30 ,14 ,4.0,
Date of stay: December 2016,SyneRyder,"Convenient location, very friendly service & comfy bed!","I had an excellent stay here. The staff were very friendly, and the location was close to the Rochor train station, making it very easy to get around the city every day... so close that I was even able to catch the train to the airport instead of a taxi, even with my large check-in luggage!  There's a 24 hour 7-11 store immediately next door with a large range of products, handy for last minute amenities & snacks after a late check-in... although the hotel restaurant / bar also operates 24 hours.  (Their chocolate cake & double decker sandwiches on the after-midnight menu are really good!)  The room itself is standard Ibis, but that means a really comfortable bed & enough to space to relax or work depending on your needs.  WiFi was very good across all devices too.  Very happy",,,7 ,5 ,5.0,
Date of stay: November 2016,gehleh,business stay,I stayed there for 5 nights. Due to online check in check in was fast and also check out was fast. On my last day in the evening I used the hospitality room to take a shower before I headed to the airport .The breakfast offers a wide spread. The staff was always helpful.,,"Hannover, Germany",1 ,1 ,4.0,
Date of stay: December 2016,Soebagi J,Hotel in best location,Ibis hotel bencollen is One of the best 3 star hotel in Singapore Room is Clean and Have all facility & location is the best in the behind Bugis junction front is bus top to all direction in Singapore mrt station just 5 min walk and ton of restaurant a hawkerstall,,"Jimbaran, Indonesia",397 ,103 ,4.0,
Date of stay: December 2016,jessicaquinlan,"Great location, service and rooms!","This is my second time staying at the Ibis and I was once again extremely impressed with the staff service and cleanliness of  the rooms. The hotel is situated in the busy Bugis district, close to shops and the MRT station. I enjoyed the use of the MRT card, which was provided complimentary to all guests, which allowed me to travel around Singapore on the MRT. The rooms were a great size, the bed was comfortable and the TV had lots of channels to enjoy the news or a movie. The hotel also offers guests the use of the bamboo bikes - which i would recommend trying!",,"Sydney, Australia",167 ,287 ,5.0,
Date of stay: December 2016,Craig H,Consistently Exceding Expectaions!,"I have stayed here several times in the past two years. I would have to rate this motel as the cleanest motel I have ever stayed in without a doubt. I have stayed in several different rooms here over this period, and the quality is always the same. I actually checked every horizontal surface for dust, above the shelves, doorjamb, under the bed…nothing!! As for the bathroom, I could not find any black mould, they either have some amazing cleaning products or just very dedicated staff that take pride at their work. For me these two things( among a few others), speak volumes, the room presentation and cleanliness makes a huge difference. The breakfast is very comprehensive with a good selection of Asian foods, as you would expect, you can still get your croissant an Danish as well.",,"Turramurra, Australia",177 ,56 ,5.0,
Date of stay: December 2016,RidzBee,Best Stay! Great Location! Comfortable Room!,"I had always loved the Ibis brand since the first stay in BKK. This was equally comfortable. Room was great! Bedding was wonderfully soft and fluffy!! And Accor members have a dedicated check in counter which made it fast and very personalised!! Appreciated that even with the amount of people staying in ibis, the attention never wavered~!  Not to mention that this trip was to celebrate the partner's birthday! and I must say Sylvia and team really outdone themselves with the birthday cakes and drinks!! not to mention the parting macaroons!! Thank you for the wonderful memories Slyvia !!!",,"Kuala Lumpur, Malaysia",9 ,2 ,5.0,
