date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: December 2018,Companion10523874797,"Good location, small room","Location is good, service is good,  room is squeeze, not too much space even for one big luggage.Be convenient to go to Clark Q and finding some nice food. Not recommend for family staying. Wish to have welcome fruit in future.",Trip type: Travelled on business,,1 ,1 ,3.0,
Date of stay: November 2018,Ramdas S,Not good for a family,"We stayed for 3 nights. Room is not spacious and wasroom is very pathetic. They should have kept an in room air freshner atleast. Break fast is very averagea compared to other hotels of similar range.
Good part metro very much walkable but since singapore metro system is advanced cant say it as a real good part",Trip type: Travelled with family,,7 ,2 ,3.0,
Date of stay: December 2018,Cruiser38647384201,Great service and location,"Your lobby and reception staff were attentive, courteous and professional. My room was clean and well-stocked. I did not get to enjoy the amenities as much as I'd liked since I was mostly away on business, but I would very much like to stay at this hotel again in the near future.",Trip type: Travelled on business,"Makati, Philippines",1 ,1 ,4.0,
Date of stay: December 2018,Al S,Quite Disappointed,"Staff first assigned the wrong room to us, then put us at the room located at the far end. There was no bottled water in our room and the kettle burnt my hand as it wont switch off after boiled. Pillows were rock hard and room was small, have to climb over the bed if one sat and use the desk/table",Trip type: Travelled on business,"Hong Kong, China",1 ,,2.0,
Date of stay: December 2018,Philibert,"Great hotel, close to everything","I was in town for business at Marina Bay Sands, but chose to stay here - super convenient! Right across of Clarke quay, not far from China town and only 10 mins by taxi to MBS. Room is comfortable and staff is friendly! Looking forward to stay here again.",Trip type: Travelled on business,"Antibes, France",115 ,59 ,5.0,
Date of stay: December 2018,Andrew F,3 day stay in Singapore,Had 3 days in Singapore on our way to Australia. Could not fault the park Regis everyone was very friendly. They even let us check in early as we arrived early morning. Great location between Clarke quay and Chinatown.,Trip type: Travelled as a couple,"Ingleton, United Kingdom",2 ,1 ,5.0,
Date of stay: December 2018,Mel B,nice hotel,Great location but be aware the toilet is basically in the bedroom so be comfortable with your Room mate. Our room wasn't cleaned well one day with dirty glasses and empty bottles not removed. Staff and pool are lovely,Trip type: Travelled as a couple,Adelaide,6 ,10 ,4.0,
Date of stay: December 2018,sabsaban_123,See through Toilet and Bath,"If you are staying as a couple this is okay but if business trip and sharing, look for another hotel. It is so awkward to take a bath and go to the CR when the doors and walls are just frosted glass and you can still see the person inside!
There’s also no exhaust for the CR so if you dump, it can smell in the whole room!
Beds are small.
Buffet breakfast has limited options and so-so. Don’t go for takeaway breakfast as it’s worse!",Trip type: Travelled on business,Philippines,62 ,36 ,2.0,
Date of stay: November 2018,FarAway67700309557,Recommend Hotel in Singapore,"I recommenced to stay in this Hotel.The location are very center in Singapore, it's take only 3-5 min. walk to Clark Quay and very near to MRT station.The room is very nice and clean. The staff also service mind.",Trip type: Travelled with friends,"Bangkok, Thailand",1 ,1 ,5.0,
Date of stay: November 2018,Revedafrique,Excellent service,"I went there for 8 days. Service is excellent. Specifically, Fadil is awesome, always smiling and very fun, when u take the time to talk with him. Also Sherman is very nice and they were both helpful. I like the place and if i had to go there again, I will without an hesitation. Why not 5 stars? Just because I was soooo jet lagged, I put the no room service bell 3 times and they always came and called to see if I was ok. But they were disturbing my sleep 😂. I know I slept during the day...",Trip type: Travelled on business,"Montreal, Canada",3 ,2 ,4.0,
Date of stay: November 2018,deThomas007,good value for a short stay,"clean room with good air conditioning and wifi, mattress was too soft and for a longer stay the room is a bit too cramped. I know that most hotels charge crazy prices for laundry service but it would be still nice to know how much you get ripped off in advance.",Trip type: Travelled solo,,12 ,3 ,4.0,
Date of stay: November 2018,Pierattilio,"Great location, excellent staff, good breakfast","I have been staying at the Park Regis several times, staff are always very helpful and nice to clients. Breakfast is good and the location is amazing, just across the road to Clarke Quay and a short walk to Chinatown.
I recommend the hotel as the price is also much better than other similar hotels in the same area.
All the staff has been helpful, in particular Fadil was very nice to me and helped me with recommendations on where to go for drinks and food in Singapore.",Trip type: Travelled on business,"London, United Kingdom",17 ,4 ,5.0,
Date of stay: November 2018,Tuna,Stopover in Singapore for food,"Park Regis Singapore is located centrally in Chinatown. It is close to food, some shopping and within a reasonable walking distance to the Merlion and the Park. There are bikes and scooters outside the hotel available for rental through a third party app. We stayed there for 2 nights.  As our flight got changed, we ended up arriving past midnight instead of the presumed 8:40pm. Checking in was fairly straightforward except reception was in level 3 so the luggage had to be dragged everywhere with us.   We were placed in level 4. The room itself was small with a window couch where we placed our luggage. The bathroom was an open bathroom but the shower and toilets were sectioned off with glass doors. Interesting design. The bed was comfy and amenities were available including 2",,,422 ,40 ,,4.0
Date of stay: November 2018,Voyage11123764771,A nice place,"I would recomand this hotel to all my friends. A very good breakfast with a variety of local specialities, a friendly staff and very closed to the Chinatown. I would come back here everytime with great pleasure.",,"Rosenheim, Germany",1 ,1 ,5.0,
Date of stay: November 2018,Companion28415419588,"Reasonable hotel, good location","Reasonable hotel right across the street from Clark Quay.  Great selection of restaurants, bars, live music, etc.   Hotel itself is typical in Singapore,  efficient, compact, small room.  But the price is reasonable and the rooms are clean and comfortable.",,,1 ,1 ,3.0,
Date of stay: November 2018,Journey57028136434,Central Location,Although I arrived mid morning the receptionist managed to get me a room without having to wait. The hotel is right in the heart of the Clark Quay area. Easy to access the sights and eating places. The RTS underground station is 2 minutes away,,"Pontefract, United Kingdom",1 ,1 ,5.0,
Date of stay: November 2018,Alan127509,Great hotel all-round,The hotel is located close to Clark Quay and Chinatown with lots of food options. Staff is always prompt to respond to my requests. Rooms are nice and clean. Generally the hotel feels like a luxury business hotel. The only negative is they didn't put away the ironing board.,,"Auckland, New Zealand",2 ,2 ,5.0,
Date of stay: November 2018,Rajiv,A good Business Hotel,"Centrally placed property, well connected with other areas. Many recreational area near by. My stay here was very good, Good Food, clean and comfortable room. Restaurant facility very good. Staff very supportive",,"New Delhi, India",4 ,1 ,5.0,
Date of stay: November 2018,Julia D,Lovely hotel ideal for exploring,"Hotel near to Clarke's Quay for evening food and entertainment, close to MRT stations (Clarke's Quay and Chinatown) mean it is easy to explore the city.  Within easy walking distance of China Town for great noodles.  ",,"Narborough, United Kingdom",3 ,1 ,5.0,
Date of stay: November 2018,slim5oh,Clean hotel with friendly staff.  Breakfast a bit lacking for the price.,"The hotel is clean and in a great location, just a few minute walk from Clarke Quay, Chinatown, or River Quay.  Right across the street from the subway.  The room was small but clean.  There are no electrical outlets next to the bed, which is a pet peeve of mine.  The breakfast was a bit lacking for the price, I recommend going out of the hotel to eat, there are tons of options within a 5 minute walk.",,"New York City, New York",34 ,12 ,4.0,
Date of stay: November 2018,880carole,Toilet/shower separated by a curtain,"The bedroom was too small for 2 people to manoeuvre around in. THE SHOWER AND THE TOILET ARE SEPARATED BY A PLASTIC CURTAIN, something I have not seen since the 1970's.When the toilet is used after the shower your feet are sitting in a puddle of water!!",,"Perth, Australia",16 ,7 ,2.0,
Date of stay: November 2018,Vipul Panchal,Excellent,Hotel location is very good and close to beautiful clark quey area. Lots of restaurants near by. Hotel rooms are very clean and beautiful. Park room is little bit smaller than expected and Bathroom consumables needs some improvement.,,"Vadodara, India",1 ,1 ,4.0,
Date of stay: November 2018,Susanna S,Good location and nice staff,The hotel located at just 3 mins walk from Clarke quay mrt and 5 mins walk to the Clarke Quay.  Staff are so nice and helpful. The room is smaller than we thought and the ventilation system in the toilet is not enough.,Trip type: Travelled with family,,1 ,1 ,4.0,
Date of stay: November 2018,Meander39250521352,Good Hotel,"It's a good hotel. They took care of me. They called me and made sure if I wanted my room to be made up or not because my privacy light was turned on. In this regard, I think the service was good because sometimes we forgot to turn off the privacy light. Thank you Park Regis for your concern!",Trip type: Travelled on business,"Depok, Indonesia",1 ,1 ,4.0,
Date of stay: November 2018,greatgambs,Modern and well-appointed hotel in the heart of Singapore,"I stayed at the Park Regis for a week-long business trip. Across the street from Clark Quay, it has easy access to the tourist attractions there, but is also very close to the central business district where I was working. The gym is open 24 hours and has a few treadmills, elliptical, bike and weights (typical western hotel gym offering) and the pool is fantastic. My room was on the 4th floor and was quiet despite being along the busy Merchant Road - the room had a modern design, a nice desk area where I could do work, and a window seat to relax and read.",Trip type: Travelled on business,"Ulaanbaatar, Mongolia",15 ,9 ,5.0,
Date of stay: November 2018,Nomad60239636608,Very nice stay !,"Rooms and facilities are very nice, swimming pool +++The breakfast with many food choices was appreciatedThe location of the hotel is great : downtown can be reached by foot, and opposite the street, there is a big place with many pubs to spend the evening",Trip type: Travelled on business,"Annecy, France",1 ,1 ,5.0,
Date of stay: November 2018,Vacation04936341331,Good one,"Overall I had a good experience, I did had some issues as there were not much option avaialable for Indian food, So needed to order from out side however morning breakfast was good one, See if some variety towards indian food can also be included in menu",Trip type: Travelled on business,"Emirate of Dubai, United Arab Emirates",1 ,1 ,4.0,
Date of stay: November 2018,mohammed yahya,GOOD,Hotel is good staff is humble & polite...service is nice....I gave one star less because for 1 day my mobile handy was not working. In my room If AC is off you can smell dampness in room which will be gone after some time ;),Trip type: Travelled on business,"Bangalore District, India",2 ,2 ,4.0,
Date of stay: November 2018,Iman TA,Not recommended ,"The room is ok but the breakfast was so simple and it’s quality was below average.
When I checked in the receptionist offered me 30% discount on breakfast and told me it’s non refundable. I accepted the offer but I think I shouldn’t have done it. I asked for poached eggs from the boy who was in the egg station in the breakfast buffet. He didn’t even know what poached egg is. I asked for a larger cup for my tea but one of the staff said that I should use shall cups. There is a mosque close to the hotel and I could hear Muslim prayer through a loudspeaker several times even in early morning (around 5am). It was so annoying.",,"Auckland Central, New Zealand",78 ,9 ,2.0,
Date of stay: November 2018,Christian R,Very RIDICULOUS DEPOSIT FEE,"Ive been staying at 5 stars hotel, name it Mandarin Oriental, Grand Hyatt and Fullerton Singapore and they never charge me $600 for my $360 room!

Rude Receptionist at check in and during check out they cannot give my deposit receipt to void the deposit transaction, therefore my card is charged $600 while their room has been paid by my company for $360!

Very small hotel with very small room in Clarke Quay area. I recommend everyone to stay at Novotel Clarke Quay which has better access to MRT and definitely better hospitality and bigger room",Trip type: Travelled on business,"Jakarta, Indonesia",26 ,10 ,1.0,
Date of stay: November 2018,Paradise30067567643,Overnight stay,"Friendly staff, room is comfortable, good location since its in clarke quay it is convenient to travel around for food and drinks. definitely will stay again in the future. Appreciate the hotel allowing us for extention of check out time, they did not rush us.",Trip type: Travelled as a couple,,2 ,1 ,5.0,
Date of stay: October 2018,lorna t,Superb hotel,"Arrived for our first evening in Singapore at this hotel. Very comfortable room, free WiFi, breakfast was good with a large selection. We spent some time in the pool which was amazing with the waterfall. Would like to have stayed longer than two nights. The staff were very helpful and polite.",,"Bury St. Edmunds, United Kingdom",57 ,41 ,5.0,
Date of stay: November 2018,OliK75,Poor experience,"Stayed for a night in the Park Queen Room and unfortunately was a poor experience. Bed was not firm and a bit lumpy. They removed the walls separating the bathroom/toilet with the room resulting in a weird layout where hot showers will result in a damp room and you don't even want to imagine the room after a toilet session. Noise proofing non-existent and I was kept awake with noise coming from upstairs and outside. In the morning the maid came around knocking on every door (her shouts can be heard a few doors away) asking ""laundry service?"" and an answer of no then led to the question of when I will be vacating the room so that she can clean up. There seems to be this obsession by the staff in knowing when a guest will leave the hotel as this was also asked by reception on check in. Unfortunately will not return.",Trip type: Travelled as a couple,"Jakarta, Indonesia",90 ,87 ,ui_bubble_rating bubble_30,
Date of stay: November 2018,Ian S,Park at the Quay,"Had a nice 6 night stay here as this was my birthday treat. Nice hotel which is in a great location at Clarke Quay, great transport connections as the MRT and buses are close nearby.

Pool is fine for lounging about, rooms are just about ok, there again you go on holiday not to spend time in your room. Food ok. I would use this hotel again if I am ever returning to Singapore.",Trip type: Travelled solo,"Scotland, United Kingdom",56 ,46 ,4.0,
Date of stay: October 2018,FrequentFlier102064,Perfect location but poor service overall,The staff (except the bell boys which were super) needs to take more consideration in what their customers react upon - instead of upholding strange rules which includes blocking my creditcard for 3 days as it was weekend - as the reception was blocking a larger sum than I should pay for the room just in case I consumed something from the minibar. Just lock the minibar!!! Restaurant staff hardly spoke English and had a real mediocre level of service. Shape up!,Trip type: Travelled on business,,1 ,2 ,3.0,
Date of stay: October 2018,Tourist39068935616,Not as good as earlier,Somebody requested room key to my room. Receptionist was waking me up early in the morning to check if this person is my boyfriend.  I would expect that the room holder is checked from the booking and system first by receptionist.,Trip type: Travelled on business,,1 ,,3.0,
Date of stay: November 2018,Passenger15113184569,Common stay,"Very professional staff, from check in, concierge, restaurant and check out. Very nice swimming pool area. Common breakfast (not deserve this high price).It is a good hotel but don t expect top class services, it is middle range hotel.",Trip type: Travelled as a couple,"Lausanne, Switzerland",10 ,1 ,3.0,
Date of stay: November 2018,drlennigera,very good place to stay in SG,"I chose this hotel often when I stay in SG. I really love the rooms (the bath area must see), the breakfast, the location (close to China town and Clark Quay) and has good connection with MRT. Hotel has gym and good 25m pool. It's my recommendation for your next stay in SG.",Trip type: Travelled on business,Warstein,5 ,1 ,5.0,
Date of stay: November 2018,Compass29184579712,feedback,"It was an awesome place for family to stay. My kids really enjoy the place and rest well. Hotel staff were all accommodating.Room for improvement, swimming pool was not properly clean, found slight sludge on the pool floor. In general, it was excellent.",Trip type: Travelled with family,"Singapore, Singapore",2 ,2 ,5.0,
Date of stay: November 2018,Adventurer685192,Stop over,Pleasant 2 night stay. Very handy to walk to clarke quay and its multitude of restaurants and nightlife. Rooms are on the small side but have everything you need. Service is pleasant. The in house restaurant is average. Taxi stand at the door,Trip type: Travelled as a couple,"Sunshine Coast, Australia",7 ,3 ,4.0,
Date of stay: November 2018,Go13388227509,Good,This is better than expected. The room is well design. Location is so gooood i can walk to chinatown and also clarke quay. And mrt is next to the building. I will come back to stay here again. Nice staff / warm welcome,Trip type: Travelled as a couple,"Bangkok, Thailand",1 ,1 ,5.0,
Date of stay: November 2018,Norman Dilley,Park Regis Singapore,"We had a lovely three night stay at the Park Regis. It was very convenient for the river and china town with loads of restaurants near by. We had a pool side room so it was nice to be able to sit outside and easy to take a swim. All the staff were very helpful. The only downside was the open plan bathroom, not keen!! Breakfast was great with a good selection to suit everyone.",Trip type: Travelled as a couple,Spain,9 ,3 ,4.0,
Date of stay: November 2018,Micah Clemens,Nice hotel and Good Location,"Everything was exceptional including the service, cleanliness, location sleep quality and rooms. Could be a bit less pricier but thats it. Either than that, I would stay here again. Also, the gym could be cleaned a little more as it did smell like sweat but that didn't bother me much. As a fitness trainer, I think it should be washed every hour or so.",Trip type: Travelled with friends,"Yokohama, Japan",1 ,1 ,5.0,
Date of stay: November 2018,SgTraveller,Good hotel at Clarke Quay,"Well-connected hotel - near to Northeast-east line (Clarke Quay mrt stn; closest) and Downtown line (Chinatown mrt stn). Room size- ok for Singapore hotel rooms. The bathroom uses frosted glass which could be awkward. Provides slippers, bathrobes and toiletries. Happy wil the stay.",Trip type: Travelled as a couple,"Singapore, Singapore",5 ,1 ,4.0,
Date of stay: November 2018,697rose,Wonderful stay. ,I recently  had a wonderful time with my fiance at the Park Regis hotel although i stayed in many hotels in asia .i was very impressed with the general cleanliness of our accommodation and staff very helpful especially Fadil with his common sense with many of the queries and helpful knowledge of the city and from getting us from A to B .He is a genuine and great asset to your hotel and management. We will really miss Park Regis Singapore and the wonderful staff.,Trip type: Travelled as a couple,"Metro Manila, Philippines",4 ,7 ,5.0,
Date of stay: November 2018,Oren E,Great value for price in Singapore for business,"On business trip in Singapore,, using this hotel several times a year. Great value for price in Singapore for business. Good location, good facilities  including pool and gym. Would be great having a business lounge or space, using the ground level restaurant for meetings  Nice staff and hospitality. Recommended",Trip type: Travelled on business,"Sydney, Australia",17 ,4 ,4.0,
Date of stay: November 2018,Kimart,A fantastic hotel near Chinatown,"Located near Chinatown where you can find great food and shopping along with cultural attractions. We loved the comfort and efficient, kind staff at the Park Regis as we had lost our bags in transit from India. They monitored the bags and when they finally arrived at the hotel contacted us immediately. We also loved the use of the complimentary mobile phone which helped us navigate around to our the museums, galleries, restaurants and other cultural attractions of which Singapore has many. Will stay at Park Regis on any future visit.",Trip type: Travelled as a couple,Tweed Heads,27 ,15 ,5.0,
Date of stay: November 2018,Guide54068473839,Full of perks,We availed the Stay well package with a lot of perks like free bike/scooter and floater rental and free breakfast buffet. The place is near famous attractions like Merlion and Marina Bay sands. Service is excellent!,Trip type: Travelled as a couple,,1 ,1 ,5.0,
Date of stay: November 2018,SUBIRGHOSH,Nice hotel in Clark Quey ,"The hotel is situated bang opposite to Clark Quey Riverfront, the Resturant and Pub area. Also walking distance from China Town. Very well located.
Rooms are small and though comfortable but nothing special. Didn’t liked the open bathroom concept either.",Trip type: Travelled with friends,"Kolkata (Calcutta), India",247 ,130 ,3.0,
Date of stay: October 2018,Escape52930059733,First time in Singapore,"The hotel was recommended by a colleague for the location and services which I found in keeping with the standard of the hotel. Unfortunately, for the short time, I could not take advantage of all the services that the hotel offers, but I would recommend it.",Trip type: Travelled on business,,1 ,1 ,4.0,
Date of stay: October 2018,Resort23880542162,Recent stay Park Regis Meechant Road Singapore,"Great location easy access to transport and easy walk to Chinatown and Clarke Quay, MRT opposite, bus. Great facilities including gym and pool. Excellent customer service. Staff are friendly and very helpful.",Trip type: Travelled as a couple,"Brisbane, Australia",3 ,6 ,5.0,
Date of stay: November 2018,Sitthichai K,"Good location, excellent service",We can take a shower at evening ( after checking out at noon) when we went back to get our luggages. They provide us a shower room with complimentary towels on gym floor without any costs. Furthermore they serves some drinks (actually water bottles). These make us so fresh before heading to airport.,Trip type: Travelled with family,,3 ,3 ,5.0,
Date of stay: November 2018,ArmAttha,Best service and comfortable room,"I appreciate this hotel to claim that Park Regis Singapore is one of the best hotels in Singapore. If you wanna stay near Quark Quay, Park Regis is your answer. For family room, it’s clean, facility and splendid. I love it",Trip type: Travelled with family,,2 ,1 ,5.0,
Date of stay: October 2018,Traveler53614153775,Extraordinary,"Feels like at home. Love the room interior design, and the warm receptionists on both 1st and 4th floors.  Next time I think I would choose to have breakfast in Park Regis as well.However, the shower room has a small flaw that water can sprout outide while showering  because the door is not fully sealed.",Trip type: Travelled as a couple,,1 ,,5.0,
Date of stay: October 2018,Go50820664782,??,"My first night, i got off the plane at 12:30. And i got to hotel they said no electricity on my first night. I was so upset.. Next time you should send us a email telling the customer no electricity in the day, Thanks.",Trip type: Travelled on business,"Hong Kong, China",1 ,,3.0,
Date of stay: August 2018,Detoi,Excellent hotel,"What a great location. Close to many locations. Just 30 mins to Mariana Bay , 10 mins to china town. Many restaurant in the area. Many staffs are friendly. The room is comfort and neatly. Breakfast is common. The price is negotiable. Great service. Overall is worth it!!!!",Trip type: Travelled with family,"Bangkok, Thailand",1 ,1 ,4.0,
Date of stay: October 2018,GrandTour20998702763,Excellent!,Good location! The hotel is near the MRT and China town.  I can walk to some restaurants and stores. It's very convenience.Staffs are verry friendly!Very good service! The room is very clean ! I will come to visit again!,Trip type: Travelled with family,,1 ,1 ,5.0,
Date of stay: October 2018,Go01737284200,Average,"Bed was also too soft for my liking but room service would make me think twice about staying again , very poor room service menu which was never available the whole trip. Starters and deserts. Mains were available but small choice",Trip type: Travelled on business,"London, United Kingdom",1 ,1 ,3.0,
Date of stay: October 2018,Aubrae W,Great Location,"If you have a short time in Singapore and are looking for a centrally located lux hotel with reasonable prices, stay here! Within a 20 min walking distance to Marina Bay Sands, 10 minute walk to Chinatown, 5 minute walk to Charles Quay or 10 minute cab ride to Gardens by the Bay. The service was great and the staff helpful. Bed and pillows were AMAZING! I would have given 5 stars, but there was a distinct lack of privacy in the rooms - both in visibility of your room by other guests and with the toilet shower area as it is open to the bedroom area. At night you can see directly into other guests rooms (even with the shade drawn) and they can see into yours, so best use the curtains vs the shade. Also don’t expect toilet or shower privacy as there is a thin frosted glass partition/stall that separates both from each other and the bedroom. Both doors open to the bedroom, which was problematic as opening the shower door got water all over the tile floor, which was a little tretcherous. Last tip - breakfast is pricey, but there are plenty of places near by that are much less expensive.",Trip type: Travelled as a couple,"Toronto, Canada",85 ,68 ,4.0,
Date of stay: October 2018,hec2rgonzalez,Exelent Hotel,Excellent Hotel with excellent personnel. Good location and easy access. Will recommend to anyone traveling to Singapore.  My wife was very satisfied too and will also recommend this Hotel to friends and family.,Trip type: Travelled with family,,2 ,1 ,5.0,
Date of stay: October 2018,Karen,Good location,"Good location, Clarke Quay mrt just opposite the hotel. Lots of f&b outlets at Clarke Quay with great night view. Recommended as it is a good location. Rooms are compact and equipped with amenities. Great service!",Trip type: Travelled with family,"Kuala Lumpur, Malaysia",4 ,3 ,4.0,
Date of stay: July 2018,amsutton60,"Great location, but shoe boxes for rooms!","Yes a great location, just across the road from Clarke Quay, pleasant staff and modern well decorated rooms, but seriously these rooms are very small. OK if its just for a one person occupancy, or you don't mind sharing your bathroom habits with your partner, but if you are a couple I would strongly recommend finding somewhere with better accommodation.",Trip type: Travelled as a couple,,76 ,78 ,3.0,
Date of stay: October 2018,albertoscorretti,"satisfied, as always at the Park Regis Singapore","Excellent stay, as always, when I come to Singapore. Professional and kind staff. Very clean rooms. Breakfast selection could be a bit more attractive (especially cereal selection and pastries) but it is ok. Can't wait to come back.",Trip type: Travelled on business,"Verona, Italy",1 ,1 ,4.0,
Date of stay: October 2018,itsStanley,Great Location and Amazing Service,"We've checked in at 3am and already informed that we will be in late. Once we arrived our check in was smooth and easy.

The room is nice and clean. The location of the hotel is only 5min walk to Clark Quay. Unfortanlty my shirt was rip during the trip and our home service provide us a sewing kit.

Once we check out we were told that we are free to use the pool and shower to freshen up before we fly out, which was a great to know. When we checked out I forgot to pack my shampoo and conditioner. I've contacted the hotel the next day, they have it with them and hold it for me to pick up, which was a relief experience.

Overall Great Hotel and Location!",Trip type: Travelled as a couple,"Chipping Norton, Australia",106 ,12 ,,5.0
Date of stay: October 2018,jo-ds01,Miss Ash is very nice,"the hotel is clean, and near to the Clarke guay , good place to go shopping and good taste restaurants.

and in the reception, Miss Ash is very nice, polite, and patient to help us. she really make us comfortable.

酒店靠近克拉克码头，那边有很多好吃的饭店和购物场所，与金融街较近。
Ash小姐很有耐心，体贴，帮助我们处理了难题，非常感谢",Trip type: Travelled on business,"Jakarta, Indonesia",1 ,1 ,4.0,
Date of stay: October 2018,kittyyiu,Great Location,"Hotel amenities can be improved.  E.g.  shower gel, body lotion, cotton buds, cotton pads, etc should be provided.  I also expected the used cup would be cleaned up but unfortunately, it didn't.Hotel location is very good.  It closes to MRT station and the China Town.",Trip type: Travelled solo,,1 ,1 ,4.0,
Date of stay: October 2018,Nísio D,Very Nice,"My stay was perfect, I liked it.Although the internet waved from time to time But it was a good stay, I hope to come back more often and I will recommend the Hotel to my friends because the hotel has good conditions.",Trip type: Travelled on business,,1 ,1 ,5.0,
Date of stay: October 2018,Pro,Great place ,"Great place. For Singapore, often available at a very reasonable room rate.

Staff is attentive and friendly. Very accommodating.

Constructive feedback: the rooms are small so common areas are key. The lobby bar/restaurant would be much more inviting with a simple couch of two for those looking to lounge and share a drink. (not just tables, or couches in the entry). The 'rooftop' also could benefit from a bit of furnishing. Besides those, great.

Also your bottled water tastes like toothpaste --best to find another source... Despite all those, still a 5 star place.",Trip type: Travelled with friends,"Ayutthaya, Thailand",126 ,91 ,5.0,
Date of stay: October 2018,Habib S,The good location Hotel with nice staff,It is small room but has good location with good fast service ever.. near to Mosque —near to Ouay Clark which the river and night resturant and 2 minutes walk to China Town.. I love the hotel which near to everything,Trip type: Travelled as a couple,"Jeddah, Saudi Arabia",369 ,271 ,,5.0
Date of stay: October 2018,huqiuqian316015004,Good experience,The swimming pool was clean and the attendant was very nice with towels after we have swimmed .The mobilephone is very convenient to me. I can phone my parents outside country everyday. Waitress did not clean my room everyday during stay.,Trip type: Travelled on business,,1 ,1 ,4.0,
Date of stay: October 2018,TanTan2595,My Review on Park Regis SIngapore,Easy access to the room. Tip-top for the cleanliness of the room. The room is very quiet which should provide good sleep quality except the mattress is too soft. Had backache upon waking up. No shower gel/foam provided.,Trip type: Travelled with friends,"Singapore, Singapore",3 ,1 ,4.0,
Date of stay: October 2018,MrLambertHilkes,Convenience first,"Unfortunately, this time, the stay was overshadowed a bit by a congress. Breakfast room was mostly reserved for the participants; so bf was messy, overcrowded, could not sit on my own with my colleagues, always had others at the table also. But my main reasons to stay here : the overall convenience was still very valid.",Trip type: Travelled on business,Taipei,3 ,1 ,4.0,
Date of stay: October 2018,Yodanlys,What we needed! ,"This hotel as well as its staff know what they are doing! It’s difficult to find a hotel that suits everyone’s need; this hotel nails it.

Pros+++
This hotel is really in the middle of everything.

Rooms are small but clean.

For Singapore it’s actually affordable.

Around 20 mins away from SIN airport, close to Clarke quay, and Chinatown train station.

I love that they hold your luggage and even let you freshen up after you’ve checked out.

I’d like to shoutout Royce; lovely bellboy that greeted us with a simple “nice to see you again” small details that add to a pleasant stay.

Overall stay here if you want to enjoy Singapore without all the tourist traps. This hotel is suitable for families, business travelers and couples.

*** Go without the breakfast option and try something from the bread talk bakery in OG mall. ***",Trip type: Travelled as a couple,,142 ,47 ,5.0,
Date of stay: October 2018,inderawati2018,Park Regis review,"The hotel is very good, clean and amenities in good quality.  The staff is very good and helpful. However the price is a little bit expensive. The location in city area, near China Town, Marina Bay and MRT.",Trip type: Travelled as a couple,,1 ,1 ,4.0,
Date of stay: October 2018,393neil,Why does it need a title?,"We enjoyed our stay, the bed was very comfortable, the room was spacious, and the air conditioning worked well. We are happy to recommend the hotel to others.  No more to say.  Why do we have to use a min of 200 characters?",Trip type: Travelled as a couple,,1 ,1 ,5.0,
Date of stay: October 2018,harry552018,Excellent location,"Good hotel with excellent location, especially location is highly recommendable, good restaurants close by. Also we liked poolside and the room was poolside. Value for money is average. Have to say that cleaning should be better in this price level.",Trip type: Travelled as a couple,,1 ,1 ,4.0,
Date of stay: October 2018,Norman M,"Good hoel, great location.","This hotel is a few minutes from the MRT stations at Chinatown and, closer, Clarke Quay. A modern hotel, you enter on the ground floor, where the concierge is, but reception is on the 3rd floor.
I arrived in the early hours of the morning but the welcome and check-in was friendly and efficient.
My room (as I found out) had a minaret outside it, which was fun. I think it’s not used for I heard no muezzin. The room, as is not unusual in space-hungry Singapore, was on the small side, although the bed was a large king-size. It was comfortable and made good use of space. No amenities were missing.
Breakfast (and all meals) are served in a restaurant on the ground floor, beside the entrance. Standard hotel fare.
I enjoyed the closeness to Chinatown and some good bars around there. For the shopper, it will be a paradise, although how you would make a choice amongst all on offer, I know not.
I would certainly reuse the hotel.",Trip type: Travelled solo,"Edinburgh, United Kingdom",317 ,199 ,4.0,
Date of stay: October 2018,Ann C,Disappointing Guest Service,"This hotel has small rooms but it is reflected in the price as Singapore Hotels are quite expensive. The small rooms seem even smaller due to the open bathroom arrangement and the under window seat which takes up space. The bathroom shower area wasn't the cleanest either. This could all be forgiven BUT check in was disappointing. We had booked 2 rooms, one queen for one person and a twin room for 2 people many months before. On arrival about 4pm we were checked in and sent to adjacent rooms only to find TWO queen rooms. Back down to Reception and then told they couldn't accommodate us side by side and another room that was available on the same floor (level 2) would have to be converted from a queen to 2 singles. When it was done nobody notified us it was ready! First morning one room was disturbed by housekeeping knocking before 8.30am and asking when they could service the room. Next morning which was actually the day we were checking out again just before 9am the other room was disturbed and asked when they could clean the room. As it was the day we were checking out I said 12 noon which was check out time. Never known this to happen in any other hotel. Surely on check out day Reception notifies housekeeping when the guests have left? Concierge seemed to be the only efficient part of the hotel and they were great.",Trip type: Travelled with family,"Robina, Australia",697 ,208 ,,3.0
Date of stay: October 2018,PeteAdvisor,Great 2 day stay,Great room and located in Clarke Quay close to restaurants along the canal. Pedestrian overpass to Swissotel and access to MRT Clarke Quay station or stroll to Chinatown station. Complimentary mobile phone for guest which gives you internet browsing and free international calls to certain countries you can take with you around town. Built o  chrome operating system so it's locked down to limited features. Only issue in our room was cracked wash basin but still functional. For early check in pay extra $50 SGD plus tax.,Trip type: Travelled as a couple,"Brisbane, Australia",235 ,70 ,,4.0
