date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: January 2023,Andy B,Awesome service,"Lionel at the front desk is a charm. Check in was fast & he helped with the requests.  Thanks again for all the service. Will be back again for sure & please look out for him the next time. Also, the hotel is conveniently located.",,United States,1 ,,5.0,
Date of stay: December 2022,Victor V,"Appreciate the bell boy staff "" FAIZAL""","The bell boy named FAIZAL, he looks like an old man but energetic. He supports our family for any suggestions like a tourist information. We appreciated his kindness and provide full assistance to our family until the last day we check out.",,,,,4.0,
Date of stay: January 2023,Explorer02142499335,Served by Liu Fei,"We recently stayed in the Boss hotel in Singapore I would like to commend some of the excellent staf there.ent out of his way to ded with any requests we had, and did so with the utmo professionWe couldn't oper combination until he managed to open our case thus saving us a lot of future hassle. The Boss hotel is extremely large & busy, but it is the staff that make it.""Good room serviceServed by Liu Fei.       I like hotel Room serviceAnd All I like swimming pool 4th floor.",,,,,5.0,
Date of stay: January 2023,Ertas,Nice view,Very nice view of the quarter from thé 19th level of the hôtel. Clean and good rooms and professionnel staffs. Next to shopping centers and to Marina road . We came from malasia to Singapour.  We have enjoyed of our stay.,Trip type: Travelled as a couple,,5 ,,,5.0
Date of stay: January 2023,Zulkarnain,"Staycation with Boss, served by Kannan","He’s helpful in our booking. Quite a funny person though. Look for Kannan to serve you. A perfect weekend getaway, whether its family, solo, couple or friends. Request high floor, the view is awesome.",Trip type: Travelled with friends,,1 ,,5.0,
Date of stay: December 2022,Azza,Small rooms but go out and explore Singapore ,"Bed was very uncomfortable which is not uncommon in SE Asia as the mattresses are futon style. Room smelled like cigarettes, and the room was very small. Clean and modern and great location to lavender MRT stop.",,,1 ,,4.0,
Date of stay: January 2023,M T R,Rudest,We have booked more then 10 rooms at this hotel but TODAY gave them courtesy call to check that everything is in good shape for our upcoming booking in this month and we have just done some request BUT huh my god found them very rude and stubborn from front desk and that forced us to cancel all our 10 room reservations. And later saw and read their reviews that their staff are very rudest. Thank god we cancel this hotel and save from depression and frustration on holidays.,,,2 ,1 ,1.0,
Date of stay: December 2022,Annie A.,Ultimate Barbie Sraycation,"We recently booked the Barbie Suite at Grand Hyatt, Kuala Lumpur. Our staycation was an amazing experience indeed. The team at GH was very responsive and helpful to a personal request I made, for which I am truly grateful for. We arrived at the hotel via Grand Hyatt airport transfer and check-in process was a breeze. We were brought to our suite by a Barbie Ambassador. Our room view was amazing with a full view of the Petronas Twin Tower. The room was beautifully decorated and clean. My daughter was jumping with delight seeing all the Barbie decor right from the lobby at lvl 33 and more Barbie decor in our suite, lol. We also had our high tea at the Barbie Cafe which is again, beautifully decorated. We had an amazing time at the staycation and very impressed with Grand Hyatt's impeccable service. Will definitely choose GH again when we are in KL next time.Thank you Grand Hyatt for making our staycation a very memorable one.",Trip type: Travelled with family,"Singapore, Singapore",11 ,,,5.0
Date of stay: December 2022,staycationbeary,Horrendous experience! ,"No words could really express our horrendous experience. Booked a Superior Room with balcony there during Xmas. The room was small and rather dirty. TV only has local channels but the network was extremely bad so it couldn't display the show smoothly - often lags, take a long time to load or it blacks out all of a sudden. Everything feels cheap and of poor quality. Soundproof is basically non-existent as well - could literally hear the conversation and footsteps outside or beside the room.

The funny thing is that the room's balcony is facing inward so there's no view to look at except for staring at your fellow neighbours. Definitely not worth the top up unless you book the Premier Room with balcony.

Service by the check-in counter staff was subpar, at best. The Trainee did not seem too pleased to be working on a public holiday.

The worst part of all was that the counter staff (not sure whether it was the same guy though) issued another guest the same room even though I've already settled into the room for >1hr! Came to find out when someone knocked and tried to open the door. We were both shocked how could this error be made in the first place. In the end the other guest had to go back down to the counter and inform the staff about this error. An absolute breach of safety and privacy. Couldn't help but to think throughout the whole stay what if someone else tries to enter my room again.

Overall, they certainly do not deserve to be categorised as a 4-star hotel and definitely not even a 3-star hotel. Money is better spent at other hotels instead.",Trip type: Travelled as a couple,"Singapore, Singapore",21 ,12 ,1.0,
Date of stay: December 2022,Michael S,Overpriced. Bad value for money ,"We stayed in four hotels during our trip to Singapore-Malaysia including an apartment.  Hotel Boss gets the worse rating.  Positives- rooms clean enough, location fab…easy to get to mrt and sights and amazing view.  Negatives- internet hardly ever works, more expensive than the five star fab place we stayed at the end (see separate review) at Singapore, rooms too small and claustrophobic, always noisy in the mornings outside the room so forget sleeping in. Rooms have no storage.  Way overpriced.  Can’t believe everyone who stayed there paid what we did.",,Macclesfield,15 ,2 ,2.0,
Date of stay: December 2022,NeerajVic,Great stay,"A very nice hotel at a great location, easy access to MRT Lavender.
Decent size family room, good breakfast, nice staff.
For new comers in Singapore, buy a 3 day visit tourist pass from any MRT (30 $ worth- 10 $ refund). Buy a sim of Singtel-12$ worth whi h has 100gb data amd enough talk time.",Trip type: Travelled with family,"Melbourne, Australia",256 ,203 ,5.0,
Date of stay: December 2022,Alison C,Amazing stay!,"We recently stayed in the Boss hotel in Singapore & I would like to commend some of the excellent staff there. On reception, Eric went out of his way to deal with any requests we had, and did so with the utmost professionalism. Ryan was also very helpful. In the baggage area, Faizal was a gem. We couldn’t open our suitcase & he tried every combination until he managed to open our case thus saving us a lot of future hassle. The Boss hotel is extremely large & busy, but it is the staff that make it.",,"Chicago, Illinois",3 ,3 ,5.0,
Date of stay: November 2022,Kinipela Lim, One stop solution hotel in sg ,"Room was small, but clean and quiet , the lift was quiet slow because of the occupancy rates   Walking distance to mrt, mcd, supermarket and even bus stops. Easy access and convenient for local food .   Parking lot need to be pay . Overall stay was good . No complaints.",,Malaysia,93 ,44 ,4.0,
Date of stay: December 2022,Xo kayee,Great location,"My husband and I recently enjoyed our 3 night stay at Boss Hotel. Nothing was too much trouble for the team at this hotel and all our requests, however small, were met quickly and efficiently. We would like to mention Ms Fiona Liu from front desk, went out of her way to look after our transport needs and introduce us some places of interest in a very professional yet friendly manner. Housekeeping service was prompt and went above beyond. Would like to commend Mr Wei leong, housekeeping manager for going extra mile to send us slippers when we approached him at the corridor and also guiding us to the laundry area personally.",,,1 ,,5.0,
Date of stay: December 2022,Diane Nickson,2night stay  in Boss Hotel Singapore,Boss hotel room singapore  was clean linen very good  etc TV no good WiFi hit and miss tea n coffee was in the room which was great brought my own tbags as I always do .  The room itself was very  disappointing too small tiny bathroom for the price  .Breakfast was chaos food wasn't brilliant  . location was very good lots of Restaurants  but quite pricy especially Beer and alcohol  would not visit again maybe only 1 night  to break up journey staff very helpful.,,"Preston, United Kingdom",35 ,15 ,3.0,
Date of stay: November 2022,Excursion33627798074,Too niosy,"Way too noisy. We slept not one of 15 nights well. Only time it Was possible was from 3-7  a.m.  Doors too loud from opening to closing.  People (mostly indian people)are shouting,  on the phone , visiting each other  or listening to music from 10pm-3 am. Housekeeping start at 7am.  It took us 5 times til our tv remote control was fixed. First time we were told somebody will come up. Second time the same. Nobody came. The third time we were given batteries to change them ourselves and were told to come back if it doesnt work again so we will get another remote control. Fourth time no solution again. The fifth time we asked for a manager and all of a sudden another employee that we talked to took over. We found  apologies and cookies the same day in our room. Wichtig was nice ,",,,1 helpful vote,,2.0,
Date of stay: December 2022,Ky M,"Thank you, Faizal","My grandma and I met Faizal when we arrived from Rome. He didn't only look after our luggages; Faizal made sure we felt well-rested and at home in the hotel. He always greeted us whenever we crossed paths, waited for our cab himself so we could stay in the lobby, and even gave us chocolates! Thank you for your hospitality, Faizal. Would also like to thank Andy for the luggage assistance. We've traveled frequently, but have never encountered staff this kind before. Definitely coming back!",,,,,5.0,
Date of stay: December 2022,ManadoJeremy,Cheap and poorly designed accommodations!,"Truly a disappoinment- starting in the bathroom where the normal (for Asia) toilet sprayer was missing, small tissue squares instead of a roll of toilet paper (not) being dispensed over your shoulder and no electrical outlet for a hairdryer or waterpik or charging an electric toothbrush was available!!  At least 12 hours with no TV and a poor explanation and 4 visits from the TV technician finally got it working.  Lastly, no maid service (on day 3) when we specifically asked for the room to be cleaned everyday, and they said yes..............what happened??  All of these issues would certainly dissuade me from a 2nd trip to this poorly designed hotel sleeping quarters--------  get something other than local TV channels ",,"Manado, Indonesia",355 ,105 ,2.0,
Date of stay: November 2022,Faeze A,2* hotel !!,"The worst hotel I’ve been in my life !  You should consider it as 2* hotel not 4* !  Internet was too poor , even I couldn’t google something ! I had to go down to lobby to use internet. Room was small and messy. There was no iron , slipper, and even one bottle of water in room!  I really waste my money for this hotel .",,,2 ,1 ,1.0,
Date of stay: November 2022,Mr.JonBesar,Avoid if you are a business traveler,"This is a super busy and unorganized hotel.   Asked for a Double bed but was told only twin bedrooms are available. The first room I checked, found the rubbish bin filled with rubbish which had not been emptied and the TV not working. Requested to change and was moved to a room next to the lift. The walls are paper thin, so every time the lift moves, I can hear the cable, the next room flushes, move their chairs, coughs, baby crying can all be heard. Then there was a group of Indian family returning from what seems like a great night outing, shouting and running down the hallway, creating a ruckus. And the final nail on the coffin, the tv still doesn’t work. Called reception who was unable to help at all.  The only redeeming factor is the bed is firm, and the location pretty",,"Kuala Lumpur, Malaysia",471 ,57 ,2.0,
Date of stay: November 2022,Marco A,A nightmare experience,"The hotel is very modern and set up to receive a large number of guests, but it is not without faults. I have spent 6 nights in a noisy room which to define a “storage closet” is a compliment. To make the situation even worse, the clogged bathroom sink which was unblocked only after three days and four requests for intervention. My reservation was for a ""superior room with balcony and breakfast set"" which, according to the description by Booking, should have been 18m2. In reality, the measured surface area, including the bathroom, was only TWELVE square meters. The photographs, of course, are very misleading and show a situation of much higher quality than reality. The balcony was on the internal courtyard, therefore with a very limited view, but the real problem was the noise",,"Rome, Italy",21 ,40 ,1.0,
Date of stay: December 2022,Alison C,All good except room size . A little too small .,Stayed for 4 days . Was alone so size of room didn't matter much but if traveling with family it may look small to some. All amenities as expected.  Loved the location Very convenient .  Staff and front desk responded well specially Mr Faizal . He was exceptionally helpful and well behaved.  Overall my stay at this hotel was quite satisfying and will surely consider this hotel again in my next visit.,,India,2 ,,4.0,
Date of stay: November 2022,Albert,Hotel boss,Good feeling and comfortable  I will come again with my friends It was a good experience for living here for one month. Room service was good with Liu Fei. She was very kind and capable. Breakfast was acceptable too.,,,1 ,,5.0,
Date of stay: November 2022,Ju Cab,Hotel Crew-Faizal,"It was my first time in Singapore and we met Faizal a hotel staff in Hotel Boss. He is so accommodating,kind and nice to us. He even give us free to use umbrella and water so we can enjoy outside though it’s really raining. He gave us tips what to visit,best rides to try at Universal Studio,what and what not to do in SG. We are so happy to meet him there. I give him a perfect 5 star though it is not enough to repay his kindness",,,1 ,,5.0,
Date of stay: November 2022,may0ung,Faizal Best Staff,I highly recommend Mr. Faizal as the best staff ever. He has given his job to the highest level most specially for helping us. We are first time travelers in Singapore and he really made our stay like home. Thanks for always assisting us most specially in giving the directions to the places we go.,,"Mandaue, Philippines",,,,4.0
Date of stay: November 2022,Paradise19481452435,Food service is good,Hotel blis is very nice and   room ad ofood is Goodall satisfaction service also good food tastsnavarata restaurant is very nice and full take care meghanaa lalitha and thank you a will again came ihote,,,,,5.0,
Date of stay: November 2022,Munisha Mansuri,Worst Experience in my life with hotel and its services.,This review m writing while I stay at hotel and based on my current feeling.  If you have choose to be in this hotel while seeing all  the photos of property then let me tell you the worst ever hotel I have seen at this price without basic amenities like cupboards and correct size bed.  M living with my daughter here and the bed size is too small to adjust because I have paid full in advance I do not have any other option but to adjust but this is completely mood spoiler same food for breakfast since 4days and another 4days I have to bare the same.  If you any anything it will come after 2-3 hours and most of the time they will not respond.  Because it is a big hotel they give this service.  Choose any bed and breakfast motel instead of going for this one.,,"Hyderabad, India",14 ,5 ,1.0,
Date of stay: October 2022,LetYourHeadGo,"Good location, overpriced.","Convenient location, only 5 minutes walk from the nearest metro station. Lots of local amenities within 10 minutes walk including fast food and local restaurants, convenience shops and bars. Easy and quick check in, we arrived early at about 11am and was able to get our room. Reception area always seemed exceptionally busy. We stayed on the 12th floor, great views across the city. Our room was extremely small, too small for a 5 night stay although, it had everything we needed and was clean. Spend a few hours on day around the pool, very spacious and clean, not many sun beds for such a large hotel. We paid for breakfast and ate in the restaurant on the ground floor. Quite a hectic experience and wasn’t the cleanest. Plenty of choice of cold, hot food and drink. Overall, a fair",,"Macclesfield, United Kingdom",6 ,6 ,3.0,
Date of stay: November 2022,Dealsflow,Not very good experience,"1. Very small room, it is like matchbox. Mat only work for a single person.  2. They don't clean the rooms unless you request for it . 3. Very little option for vegetarians in breakfast. A big hotel like this should have balanced menu / options for both vegetarians and non-vegeterians. 4. They don't pickup phone at the reception easily. You have to try many times. 5.  Location of the hotel is good , very near to little India. 6. our Travels voucher says 150 Sqft room, but we were given 140Sqft room and additional 10 Sqft in this small room matters. 7. Hotel staff is good.",,"Gurugram (Gurgaon), India",4 ,1 ,2.0,
Date of stay: November 2022,Renee H,Pleasant trip staying here,"It's the 2nd time to stay in this hotel, and it was recommended by a local friend. The best thing for this hotel is the location, it is quite near to subway station and surrounded by different restaurants, delicious but not expensive. Hotel rooms are a bit small but comfortable and clean.   Staff here are warm and really helpful, especially a Chinese girl named LIU FEI, 刘飞，she helped a lot and really nice. Five star rating for her service!",,Canada,,,5.0,
Date of stay: November 2022,CrabisGOOD,"Cons Outweigh Any Pros. Wanted to Like this Place, but do NOT Recommend it.","Overall a very disappointing experience. Let's start with the PROS since the list is shorter.  PROS - Location. This is a pro and a con. The pro is that 200m to the left, right and kitty corner are cheap eats. Note: you have to cross streets. - 4th Floor. There is a huge hang out area with tables, chairs to bring drinks and food to. There is a big pool (note no kids area). There is a playground, washing/dryer and ice machine there. It was the perfect spot for team meetings (went for a football tournament) and hanging out with friends.  - Great views.  - The design was modern.  Now onto the cons. CONS - They will enter your room even when you say not to. On day 1, we told them do not go into our room. There was a red do-not-disturb light on our door. On day 3, the staff entered",,"Taguig City, Philippines",373 ,334 ,,2.0
Date of stay: November 2022,Rawsilver,"Basic room, dated furnishing.","Checked in for a one night stay. Check in was swift. Room is very basic. Bathroom compact too, with the usual amenities. I booked the room with balcony. It is definitely a good choice as the balcony is spacious and offers a good view. Sheltered walkway to Lavender MRT.",Trip type: Travelled as a couple,"Singapore, Singapore",279 ,109 ,3.0,
Date of stay: November 2022,Huimineology,Clean and comfortable hotel with great service,"I came here alone, and received impeccable service from the team. Room is decent, bed is comfortable and clean. When I feedback that the room is cold despite turning off the aircon, the front desk promptly delivered an extra blanket up. They knew I wasn’t feeling well, and sent some light refreshments over as well. Their thoughtfulness is out of the world. Special thanks for Ronald and his team for taking such good care of me while I’m here.",Trip type: Travelled solo,"Singapore, Singapore",58 ,14 ,,5.0
Date of stay: November 2022,Vivek T R,Excellent place to stay in !,"We had been to hotel boss a few weeks back and must say that the hotel is located in a prime spot with the MRT being just a few steps away to little India being down the road . We had booked two rooms and didn't face any issues as such except the fact that the rooms were quite small . The breakfast caters to everyone's needs and is quite tasty too . The service was speedy and available at all times . I would specially like to thank Ms. Fiona Liu for her all time assistance right from booking cabs till ensuring that our itinerary covers everything in Singapore.
Overall it is quite a package!",Trip type: Travelled with family,,2 ,,5.0,
Date of stay: October 2022,Dhiraj J,Small rooms,"Location is ok.Rooms here are very small 150 sq ft approx not able to walk also in room
While arrival you only have to pick ur bag no body helps even nobody takes uou to the room.
Pls check all the necessary requirement before staying at this hotel",Trip type: Travelled as a couple,"Rajsamand, India",34 ,41 ,,2.0
Date of stay: October 2022,Mayooran J,Housekeeping - excellent service,"Overall the hotel was quite well located and convenient, and the 24 hour cafe below was amazing with great food. Most excellent part of the stay was the housekeeping service provided by Liu Fei, who went the extra mile to take care of us. We are very thankful for her , especially since we were travelling with a baby.",,,,,5.0,
Date of stay: October 2022,Manoj Ahuja,"Super Small Rooms, Rude staff at Reception","This is the worst property i have stayed in, Super small rooms with no cabinets no space to keep the bags. Hardly any space to move in the room. the bathroom was smelling with cigarate, upon complain the staff was rude to talk too.. I had to upgrade myself by paying extra even though no cabinets or much of space to move.. One of the staff in the reception was very rude to talk to also.. the day 1 experience spoilt the mood for the vacation..

Suggest all to check the room size before booking. There are many alternate options",,,1 ,,1.0,
Date of stay: October 2022,Karen H,Stay away,"Rooms are super small and mega basic. We traveled in a large group and at checkin they told us they do not clean the rooms everyday supposedly because of a green policy... I am eco conscious and never ask for linens to be cleaned everyday, but making the bed and cleaning the bathroom should be standard for any hotel. The manager was not courteous or acommodating. Would never stay in this hotel again and would not recommend it.",Trip type: Travelled with friends,"Mexico City, Mexico",39 ,13 ,2.0,
Date of stay: October 2022,Walter Han,Never Use This Hotel…,"여행을 완벽하게 망쳐줄 최악의 호텔. 어떤때는 찬물이, 어떤때는 뜨거운물이 안나오고 이것을 해결하려 전화를 해도 10번중 8번은 받지않는다. 답답해서 로비로 직접 가서 몇번을 요청해도  3~4시간동안 삽질을 하다가 결국 방을 바꿔버렸다. 4성급 이라고는 믿기지 않을만큼 좁은방에 개미도 많고 전기포트에는 물때가 가득하다. 방음이 안되어서 복도에서 말하는 소리, 문닫는 소리, 발걸음 소리가 다 들려서 애들이라도 지나가는면 알람이 필요없다. 위치가 좋아보여서 예약했지만 싱가포르는 택시 잠깐 타면 어디든 갈 수 있고 마리나베이나 머라이언 파크가 보이는 호텔이 아니면 위치는 큰 의미가 없다. 좋은호텔 널려있는 싱가포르에서 이딴곳을 선택할 이유가 없다Cold water did not come out on the first day and hot water on the third day. No one answers even if I call the room department dozens of times. It's very noisy because it's not soundproof. The room is small and there are many ants. The kettle is stained with water.  I just can't think of it as a four-star. It's a waste of  Money.",Trip type: Travelled on business,"Seoul, South Korea",4 ,1 ,,1.0
Date of stay: September 2022,Coastal30716627671,Hotel Boss Experience,"Good Room Service.
Excellent amenities.
Location was on the heart of singapore.
After staying for a month my experience are above my expectation
Cleaning staff are friendly.
Ms yuxiu zhou on my floor friendy
Lobby are friendly and approachable. Especially Fiona Liu",Trip type: Travelled on business,,,,5.0,
Date of stay: October 2022,Carl R,Hotel Boss  is the place to be,It’s a nice place to stay in the heart of the city near Little India and Marina Area.  Accessible to MRT stations.  Stroll and look for food and stuffs is just around the corner everywhere.. thank to Ms. Fiona Liu for being nice and a wonderful service during our stay.,Trip type: Travelled on business,,1 ,,5.0,
Date of stay: October 2022,Janice A,Do not Stay HERE...,"Run, run  and run some more.Worst hotel EVER.   Cheap, nasty, cement slab beds.  TV didn't work.  Shower Head broken,    clogged sink.  No wardrobe at all.  No extra pillow or blanket and ac temp wouldn't change.  Hideous hotel   Worst ever I have stayed in, more aligned to a back packer motel.  Noisy.   Could hear the poor man next door vomiting.  And could hear all of the plumbing.  LOUDLY.It is also not very cheap.   Don't bother staying here, we will never use this hotel again.  I would delay my next business trip if I could only choose this place.",Trip type: Travelled on business,,,,1.0,
Date of stay: October 2022,pmickey,Good location extra small rooms,"The hotel is a very good location, right by the hop on hop off bus line that’s the only plus, the rooms are very small , you almost need to rent a room for your luggage, they only make up your room every second day , there is no hand towels , wifi is not great it cuts in and out , and the out , there is 1 tv channel , beds are hard and 1 pillow , breakfast is ok but they really cater to Asian taste ,",Trip type: Travelled with family,"Calgary, Canada",543 ,280 ,2.0,
Date of stay: August 2022,Aiden D,AVOID this place at all costs. Hotel Boss is dodgy!,"I would have to say that this was the WORST hotel I've ever stayed in.

Firstly, the room was not as outlined or pictured within the initial online booking. The room was crammed, dirty and not what we thought we had paid for. Nonetheless, it continued to worsen throughout our trip.

The bed was uncomfortable, like horrific. Topped off with the ridiculous amounts of noise - screeching chairs in the above rooms, yelling in the foyers etc., it was phenomenal how you could get such a terrible sleep whilst on a relaxing holiday.

The outdoors area was lovely, until you go for a swim. You will immerse yourself in the dirty pool with a considerable amount of debris. Just be careful, as you may step on a glass that's living at the bottom of pool.

We spoke to the staff at the counter and addressed these issues, many of which were brushed off and the attitude from them was appalling. There were other customers who were also complaining about the experience at Hotel Boss. We then made the decision to leave our stay early and re-booked at another hotel so we could get adequate sleep.

In addition, it seems to be standard practice to allow guests to sleep barefooted on the foyer. It is disgusting and was an awful entrance to the hotel in which we thought we'd thoroughly enjoy.

We issued a chargeback through our bank, however, Hotel Boss declined this and cancelled this chargeback all together. It was dodgy, and it is clear that Hotel Boss is more interested in profiting from poor people who choose to stay at their establishment.

Whilst the photos make the place look nice - don't be fooled, it is not worth it at all. It is disgusting, dirty and management is horrific.",Trip type: Travelled as a couple,,1 helpful vote,,1.0,
Date of stay: July 2022,Dirk L,Large noisy hotel,"It caters to the budget traveler with constant check-in rows at the front desk
It has many floors so you should be able to get a last-minute room
The doors keep on being slammed in my corridor. Is it normal for guests to do that??
The only great thing about this hotel was the foyer where they have an atrium.",Trip type: Travelled on business,"Stellenbosch, South Africa",199 ,28 ,3.0,
Date of stay: October 2022,Li H,"Avoid this horrible place, dirty and rude","Terrible experience, extremely rude service, dirty pillow.
I paid 500+ singapore dollars for a room smaller than hostel. The pillow with a big yellow stain, the linen is wrinkled.
I called the reception, a woman answered with extremely rude attitude, refuse to refund, lied if I check out I must pay full penalty (4days). I checked booking.com, it’s not true.
Avoid this horrible place !",Trip type: Travelled solo,,4 ,,1.0,
Date of stay: October 2022,Tabby,A NIGHTMARE HOTEL,The hotel is like a market place and they dont have personal touch with their guests!! they clean your room only when you pressure them and make noise .. i have stayed there for 6 nights and my room was cleaned only once after going mad on them!!! not good  for holidares who wants to feel good and enjoy.. it fits business people who are extremely very busy without being keen on what is going on!! living very early and coming back very late!!.. i cant recomend it for family.. very small rooms that cant feet fit your suitcases well.. so depressing and frastrustrating.. not worth the money value... even no sugar to make youself coffee like other hotels,Trip type: Travelled as a couple,"Mombasa, Kenya",1 ,1 ,1.0,
Date of stay: October 2022,Mavis,Thank you to Mr Ryan Yee!,"When I landed before my friends and wanted to explore the city a bit, I went to reception to ask about best places to eat and explore. Mr Yee was kind enough to help me out with all my questions and requests, thank you!",Trip type: Travelled with friends,,1 ,,5.0,
Date of stay: August 2022,KimB22,Just awful,"Not only is the room tiny, but there isn't any cupboard storage, tea/coffee provisions or cups, cutlery etc. It is a bare bones room, just a bed and a bathroom. The bathroom exhaust fan cover had black mould growing on it. The bathroon is so cheaply put together it was falling to pieces. The bed was very hard, similar to sleeping on a dining table. We could hear the rooftop air conditioner (on level 19/20) from the 16th floor. There isn't any soundproofing so you can hear everyone in the hallway.
The breakfast buffet was awful.. the floor was very wet and sticky, the food wasn't edible and there is a sign that states 'there is a $5/100gms surcharge if you leave food on your plate'. Very hard to avoid when the food is awful.
We were booked for 5 nights, and only lasted 2.. we moved somewhere else",Trip type: Travelled as a couple,"Adelaide, Australia",2 ,,1.0,
Date of stay: September 2022,Anusha,Very accessible to major places,"We loved our stay here. Ryan Vee helped us for check in and was quite jovial and helpful. The hotel is very close to MRT and bus station. Even at the night, the hotel was flocked with visitors . The people assosciated with luggage, parking and housekeeping were very helpful. Appreciate the hospitality. Loved the view from the room.",Trip type: Travelled with family,,1 ,,,5.0
Date of stay: September 2022,HEO MIN JANG,"Kind, good service, good price, good laundry","My best experience with the hotel boss has been with staff overall.
Especially Alex Huang from reception who helped me kindly.
General staff at the lobby were very supportive and patient in giving directions.
Great hotel.Great Customer Service. Very clean room...",Trip type: Travelled on business,"Geoje, South Korea",1 ,,5.0,
Date of stay: September 2022,Akin,"Great location, amazing staff, the hotel is very neat","My best experience with the hotel has been with staff overall. They are all amazing. Especially Alex from reception who helped me kindly with my request. The only problem about the hotell is the size of their rooms. They are too small and there hardly any storage space. Other than that, a great establishment with great people working there.",Trip type: Travelled on business,,1 ,,4.0,
Date of stay: September 2022,GoPlaces828084,The worst,"No words can say how bad this hotel is.
The staff do not speak English, so all communication is hard.
The room is so small and nowhere to put your clothes, so you have to live out your suitcase.
The hotel is beautiful and pool great but everything else is so bad.
We booked the room with a balcony and asked for wine glasses as there was no glasses in the room, after 5 phone calls and been sent mugs to the room, I requested to speak to a manger and he said we don’t do glasses, end of, total rude.
I told him for $240 a night I at least expect glasses in the room. No response.
Absolutely disgusting, don’t waste your money booking here.",Trip type: Travelled as a couple,"Perth, Australia",1 ,,1.0,
Date of stay: September 2022,Mike,Excellent Hotel,"Great hotel.Great Customer Service. Very clean room.
1. Eric at the front desk was very patient, calm and supportive.
2. Liu Fei cleaned my room professionally with precision and a speed that baffled me. She was respectful and full of smiles as she does her job.
3. General staff at the lobby were very supportive and patient in giving directions.",Trip type: Travelled on business,,1 ,,,5.0
Date of stay: September 2022,Yen Ru C,Superb location and modern,"Location is fantastic, 5 mins walking distance to Lavender MRT, and sheltered all the way. Rooms are pretty small, but modern. However one downside is the TV, no channel on it. I try to use the YouTube, but as the wifi was so bad, it couldn’t play at all, kinda wasted having a Tv in the room as nothing can be play on it.",Trip type: Travelled with family,"Miri, Malaysia",52 ,66 ,4.0,
Date of stay: September 2022,GR,Dorminatry and nothing else ,"shocker, just a shocker for the amount of money they charge. i missed the first warning sign - laundry photo - why would a good hotel do that!!
second one was when we have been asked to pay upfront at the actual hotel at reception. so, you would not even bother to check out and look for a better hotel
the third one - watch for the hanger on the pictures - rooms are so small that there is no space for wardrobes.
put requests - no one even bothered to get back.
bathroom is so small that there is no toilet paper - NO Toilet PAPER!! - tissues about your head!!
and you can forget to seat there normally - there is no space to put your leg - shower glass is next to the toilet.
if the room is not facing city, your window is 2 meters from another glass wall like in prison and in reflection you are not just seeing yourself but all your neighbours and what they do in addition of others not closing their blinds!!! :) on opposite side.
My son is still laughing about this advertisement on their tv ""mid-tier' hotel and says that the room is smaller than his year 5 school camp cabin.
We are still here and will try to enjoy the Singapore",Trip type: Travelled with friends,"Melbourne, Australia",9 ,3 ,,1.0
Date of stay: August 2022,Jamee Garbo,ACCESSIBLE,"What i like about it, is that it is near the MRT station and other mode of transportation is not that hard, it is very accessible. And there are many places you can go, Sultan Mosque is just 6 mins walk, while mustafa centre is 10 mins, we always walks around 10/11pm and we comes back at 2 am and you can feel that you are safe. The staff are nice.

We got 4 rooms cause we are 16 pax, it's just a shame that the family room is not on the same floor as the 3 rooms because they said that there is only one family room per floor.

What I don't like is that they only clean the rooms once a week (but i'm not reaaly that sure if it is once a week only) because we stayed there for 3 nights and 3 days we thought that everyday they will clean the rooms. We got 4 rooms cause we are 16 pax. Although when i ask the front desk about it they said their schedule and if we want to ask for anything, they could give us like(bottled water, towels,etc.) and the night before we checked out someone talked to me at the lobby and his a foreigner also and staying at the hotel, he asked me if i wanted to give him a massage in his room. I got scared and goes back to our room fast. I didn't report to the receptionist cause i got scared.

I went to the 4th floor to see the swimming pool (when we checked in, i ask if until what time does the pool open, they said only 9pm ) but when i arrived there are some people having a night swimming even though it is past 9, i think that they should check on that.",,"Mabalacat, Philippines",3 ,,,3.0
Date of stay: September 2022,LuelaB,Execellent Location,"Very attentive and helpful staff. I love the location of the hotel - as it is only a walking distance to the shopping center (bugis junction, etc.)  and restaurants (Arab streets). Little India and Newton (hawkers place) is also nearby. Public transit is just in front the hotel and a 5mins. walk to the MRT station. The hotel room is clean and tidy – although it is a bit smaller than what we expect. The good thing, our room has balcony which is fantastic. The hotel also provides common area for launderette and ironing in the 4th floor of the hotel.",,"Phnom Penh, Cambodia",11 ,3 ,3.0,
Date of stay: August 2022,Virginia P,Misrepresentation,"The room was not a superior double room, it was even small for a standard double room. The bathroom was tiny, shower head kept falling off every time you adjusted water pressure. One little rail to hang your clothes, so little floor space very difficult to know where to put luggage, only one at a time can walk at end of bed. No glasses asked but told not allowed. Safe worked well. Breakfast cold scrambled eggs, cold tea and coffee. Website depicts a very different scenario. We flew from Thailand where we spent 4 weeks Hotel Boss was the worst place we stayed on our trip. Another thing no sound insulation heard all other guests.",,"Toolamba, Australia",29 ,11 ,1.0,
