date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: September 2018,BusyTravellerKildare,Best Airport Terminal Hotel in the World,"Always stay here before or after a long flight, tranquil and relaxing Oasis in the middle of an Airport, quiet rooms , some with excellent Runway views, Excellent Executive Lounge and nice pool area, will be back many more times",Trip type: Travelled on business,Kildare,53 ,63 ,5.0,
Date of stay: December 2017,Bill,Convenient and trendy! ,"We experienced this hotel while we were transiting from Maldives to Bangkok. We spent there about 20 hours and after checkin to the hotel, went to Orchard and some other places in city of Singapore. We just experienced this hotel only to sleep and some late night food. When you’re spending a very few hours in Singapore it’s a good place to stay. And no need to stay town. Coz, Singapore’s public transportation network is so convenient and reasonable.",Trip type: Travelled on business,Hulhumale,102 ,32 ,5.0,
Date of stay: June 2018,explore_with_may,Very comfortable stay,"Missing my flight to Mumbai (through no fault of mine) allowed me to stay in one of the hotel's business king rooms for free. The only bad thing is that I didn't get to stay here longer. The room was very very comfortable and such luxurious amenities inside -- especially loved the bed, the bathtub, and the lavender spray for the pillows to help with sleeping. Definitely a good place to get some rest while in the vicinity of the airport...it was just right in Terminal 3.",Trip type: Travelled on business,Philippines,909 ,264 ,5.0,
Date of stay: August 2018,MrsFuzzyBear,"Noisy air-conditioning, but otherwise very nice","We were in transit for a night, with arriving and departing flights from terminal 1. The Crowne Plaza is just off terminal 3, but it was very quick and easy to get between terminals (and therefore to the hotel) via the Skytrain.
We had a room in the ‘Jewel Wing’, which was very unusual and modern in design. We were surprised that the bathroom had the full length window to the outside, with natural light coming into the main room through the bathroom. There were daytime and blackout blinds for the large bathroom window, both operated by switches on the wall. Our window had an airport view – not a direct runway view, but interesting nevertheless. Between the bathroom and main room, there were sliding glass doors – However, at the flick of a ‘privacy’ switch, the glass doors turned from transparent to opaque, giving complete privacy in the bathroom! There were nice toiletries and plenty of towels, a bathtub right under the full-length window, and a separate shower.
The main room was compact, but well equipped with all the usual things you would expect, including safe, tea/coffee making facility, towelling robes and complimentary slippers; and –always a bonus point with me – bottles of complimentary mineral water.
We used the swimming pool in the evening. It was quite late and dark, and it was interesting to see the lights of the airport control tower, and to watch the planes coming and going, while swimming! They were doing some work around the pool so part of the surrounding area was boarded off, but the pool itself was unaffected. The pool was a great temperature (not too hot or too cold) and an attractive design with palm trees around. Towels were provided nearby.
So … why the poor rating? The main problem was that the air conditioning in the room was incredibly noisy, even at the lowest fan setting. I turned it off to try to sleep, but then woke up because of being too hot – the room temperature had risen to 27 degrees. We were staying here for a transit stopover between long flights, so a poor night’s sleep because of the aircon rather missed the point of the stay.
Secondly – although much less important - the room had been booked as a ‘king business room’, and the receptionist at check-in confirmed this. However, there were actually just two single beds (separately made up as singles) pushed together. I was so distracted by all the modern features of the room (as described above) that I failed to notice until it was too late (i.e. already unpacked etc.) that this was not a king bed!
The lower rating I have given was primarily because of the aircon issue. I mentioned this at check-out, so I hope they looked into it so that the next occupant was not disturbed. It’s a pity, because otherwise this seemed a fantastic hotel.",Trip type: Travelled as a couple,"West Midlands, United Kingdom",286 ,247 ,3.0,
Date of stay: September 2018,Ron P,Terrific Hotel at short notice,"Due to late arrival I missed a connecting flight, with no alternatives in sight and lost my baggage at Changi as well.  I rocked up to the desk at Crowne in desperation for a room for the night and they were happy to help.  Great staff, beautiful room, terrific amenities.  Cannot say enough about how good this place was and how helpful the staff were.  An excellent experience.",Trip type: Travelled on business,Melbourne,138 ,56 ,5.0,
Date of stay: August 2018,227suzie,So easy when close to airport,Crowne Plaza was great as it was at the airport. Can eat at their restaurants or at airport plaza shops which are closeby. Crowne Plaza had all amenties you would need. Very helpful staff. Nicely appointed quiet rooms.,,"Melbourne, Australia",30 ,8 ,4.0,
Date of stay: September 2018,John N,Great choice for a short stay,"As airport hotels go, this hotel is really good.  The rooms are very pleasant and well equipped. The soundproofing is excellent and there was absolutely no noise from outside.  I only had a few hours between flights. However, because the hotel is inside the terminal, I was able to get a decent rest.    Unfortunately, Park Plaza has lost our reservation. However, the friendly check in staff were able to resolve the problem and found myself and my colleague rooms.   I think it is good value for money. However, they still haven’t sent me the promised confirmatory invoice. These are minor complaints. The hotel is really good.   ",,"London, United Kingdom",442 ,306 ,4.0,
Date of stay: September 2018,Darren T,Stunning hotel,We can see why this hotel is so highly rated.it is the best airport hotel we have ever stayed at.rooms are beautiful.and the swimming pool is very nice.the club room is a must even though we only had breakfast in there. the staff were outstanding.this hotel is now making return to IHG ambassador for our future hotel choices ,,Las vegas,26 ,34 ,5.0,
Date of stay: September 2018,GeneralShamu,Logistically can't be beat,"Perfect hotel (and the only one you should consider) for overnight layovers at SIN airport. Used the hotel for just that and it couldn't be beat - it's in Terminal 3 and you can take the Air Train to Terminal 1/4 or walk to Terminal 2 (all indoors) within 10 minutes time. Food wise they have restaurants at the hotel, but might as well walk to Terminal 2 or 3 to eat at an airport restaurant. I did - they are reasonably priced.  No need for stairs or anything - rooms start on the 2nd floor and you can just walk across the 2nd floor to get to Terminal 3 and go from there. There are some rooms that face the runway so you can watch takeoffs and landings on the runways unobstructed.  Sleep wise it was terrible but think that was more because of the agitation to ensure I woke up early",,"New York City, New York",1057 ,464 ,4.0,
Date of stay: August 2018,Guy M,Absolutely wonderful after in flight delays,"We were put up in this hotel within the airport after missing our connecting flight home to Brisbane in Singapore. Singapore Airlines paid for us to stay here to sleep, the room was larger and better appointed than many we had chosen to stay in in our travels, very comfortable, plenty of bottled water on hand, fabulous bed and bathroom. Missed breakfast catching our flight on to Brisbane early morning but highly recommended in all other respects.",,"Brisbane, Australia",133 ,70 ,5.0,
Date of stay: May 2018,Nghia T,This hotel goes above and beyond,"I've stayed at this hotel a few times.  Each and every stay was incredible.  From the architecture to the service everything was over the top.  Zoey and Raymond from the Club Lounge made sure to interact with every guest.  Not that I needed it, but they even helped guests with their flight/gate/terminal information.  My wife and I celebrated our anniversary back in May and the hotel sent a thoughtful anniversary gift.  Every time I visit Singapore, I look forward to staying at this hotel.  That's sounds weird but it's true.  Neil T.",,"Alhambra, California",2 ,2 ,5.0,
Date of stay: September 2018,Hayley M,One of the best hotels we have ever stayed in,"From now on, any transit of ours through Singapore will include an overnight stay at Crowne Plaza. From providing us with an exceptional check in service (early check in after a 15hr flight was so needed), to the amazing pool (one of the best we think we have ever swum in) and overall great service from any member of staff.   The Azur restaurant we felt is a little overpriced and not amazing, but fills the gap with a lot of options. I’m gluten intolerant and they were able to help me navigate the menu too.   We also booked in for a massage at the spa and it was bliss. We both enjoy strong deep tissue style massages and find it hard to get someone who knows what they are doing - thank you Margaret you are the best!   The room (business) is large and well laid out. We were in the",,Auckland,11 ,4 ,5.0,
Date of stay: September 2018,Holly H,Excellent Hotel Accomdation and Service,"My husband and I have been travelling to Europe and back with a couple of days each way stop at Crowne Plaza Changi Airport and have to say that the service and the rooms were exceptional! And must add that it is worth paying the little extra for the Club Lounge upgrade with breakfast/happy hour drinks and eats for the 3 hours in the evening, totally worth it! I would like to take this opportunity to make special mention to say what a wonderful service Raymond provided in the club lounge! Thank you Crowne Plaza for a wonderful stay! Also very convenient to the airport and the rooms are very quiet! EXCELLENT SERVICE!!!",,,3 ,1 ,5.0,
Date of stay: April 2018,happywanderer51,Wonderful Airport Hotel,"Love an Airport Hotel for an overnight stay whilst in transit, and Crowne Plaza Changi has to be one of the best we have experienced.  We chose a Club room, which gave us access to the Club Lounge.  It was a pleasure to be looked after so well by Raymond, the  manager of the Club room. We were amazed at the quality of the food and drinks in the evening, and at breakfast the next morning.  This Hotel is now our ""go to"" stop over Hotel whilst in transit in Singapore.",,"Paradise Point, Australia",79 ,43 ,5.0,
Date of stay: August 2018,Knurt,Comfortable for overnight stop,"We stayed overnight at this airport hotel en route to London. We booked a King Premier room and were very pleased with it. The room was spacious and well set out, and the bathroom contained a shower and a bath. The water pressure in the shower was excellent. The bed and pillows were conducive to a good night's sleep. There was some aircraft noise but not really enough to disturb us. Check in and check out were smooth and the concierge was excellent. The simple connection of the hotel to Terminal 3 made the transition really easy.",,"Brisbane, Australia",106 ,57 ,4.0,
Date of stay: August 2018,lucylewisep,highly recommended,"Stayed twice recently with my family - booked two rooms at the start of our travels and two at the end. For our first stay I had booked the larger premium rooms with a pool view. The rooms were very spacious and well equipped, the beds supremely comfortable. Very slight plane noise but this in no way disturbed our sleep. For our second stay we were in two business king rooms in the Jewel wing - a little further to walk from reception but really no big deal. Rooms were smaller but beautifully designed and the beds, again were wonderful. No plane noise at all. All in all an excellent hotel, and I wouldn't hesitate to book again on subsequent short visits through Singapore.",,"Cambridge, United Kingdom",96 ,32 ,5.0,
Date of stay: September 2018,LarryJ917,An excellent hotel,"I didn't have long in Singapore, and I'm glad I chose this hotel. Very comfortable for my family, and very cooperative staff. We had a poolside room, and it was quiet despite that location. If you're an IHG Rewards Club member, they really take good care of you. Excellent service in the club lounge, and good food. Great wi-fi, and easy to deal with at check-out. Taxis can be a little hard to hail here, and if you're going to a distant terminal, you may need one, so allow a bit of extra time.
I was really pleased with this hotel and the attitude of the staff.",Trip type: Travelled with family,"Issaquah, Washington",759 ,1170 ,5.0,
Date of stay: August 2018,Sarah H,Quick overnight stopover,"After many visits to Singapore, this is the first time I had stayed at the Crowne Plaza. A quick stop over between flights but this was definitely the perfect place to spend it. The staff here are fabulous, from check in to the Club Lounge, they are all really welcoming and attentive. Our room on the 8th floor was great. A view down to the pool, large comfy bed, huge bathroom with a great tub for soaking. Breakfast at the Club Lounge was delicious and had a wide selection. Would have been nice to stay longer but I would stay here again anytime.",Trip type: Travelled as a couple,"Canberra, Australia",209 ,111 ,5.0,
Date of stay: September 2018,nick f,Overnight lay over,"Stayed at the hotel for an overnight stop over, the hotel is great clean friendly staff the room was perfect very quiet and comfortable just what you need after a long flight, the restaurant was of good standard with quick service and always a smile and a welcome just what was needed",Trip type: Travelled on business,"Hampshire, United Kingdom",153 ,56 ,5.0,
Date of stay: September 2018,NZTraveller20,Clean and convenient ,"If you need an overnight while in transit through Singapore then the Crowne Plaza is a great place to stay for a night. We booked a club room which gives access to club lounge. By the time you have evening drinks, canapes and then breakfast we think it's worth paying more for your room as you save on food and beverages elsewhere. If you do want to head into the city the sky train is close by, otherwise relax and enjoy the pool, gym or a massage",Trip type: Travelled as a couple,"Te Anau, New Zealand",387 ,148 ,4.0,
Date of stay: August 2018,mei,Excellent hotel ,"Excellent location, ideal for transit, modern and very clean hotel. Express check in and check out. Will recommend this hotel for transit or short visit to changi, can also try to visit T4 for holiday experience.",Trip type: Travelled solo,"Bandung, Indonesia",168 ,46 ,5.0,
Date of stay: August 2018,MichiganderAbroad,"Disappointing food, but good stay","There's no doubt that this property is unique among airport hotels for actually having a distinct, unique design aesthetic. Both the exterior and interior of this property show a great attention to detail, and create a space that really does make you forget you're in the middle of an international airport. The location is perfect if you've got an early morning or late night flight out of Changi, and I appreciated that I was able to check in relatively early so that I could relax ahead of my 5:45 am flight. The blackout curtains helped me fall asleep and stay asleep, and even though my room was near the SkyTrain tracks, I wasn't disturbed by a lot of ambient noise.

One aspect of my stay that was disappointing was the room service- my food arrived lukewarm, except for my milkshake that was basically melted into a glass of milk with chunks of ice in it- disgusting. I had eaten lunch in one of the many restaurants located in the underground mall below the airport, and wished I had done likewise for dinner after eating at the hotel! Considering that many travelers will likely be too tired to venture out of their rooms for a meal, I thought it was surprising that the in house catering wasn't up to a higher standard.",Trip type: Travelled solo,"Ann Arbor, Michigan",155 ,148 ,4.0,
Date of stay: November 2017,arijitin,OK to stay here,"I was happy to be in the hotel and enjoyed a lot in Singapore
Had superfun along with doing my own business and working style. Hotel gives good service and good choice of food as well. The staff at reception were so friendly.",Trip type: Travelled on business,"Kolkata (Calcutta), India",276 ,41 ,,5.0
Date of stay: September 2018,Lowila,Simply AMAZING.  ,The Crowne Plaza in Changi Airport is simply stunning. It really is a lovely experience. The staff at reception were so friendly and accommodating. The room was out of this world! They have really thought about everything! The room design finish is impeccable. Comfiest bed I have ever slept in too! Highly recommend this place!,Trip type: Travelled as a couple,"Adelaide, Australia",110 ,17 ,,5.0
Date of stay: August 2018,Anthony O,Very Comfortable & Convenient Stopover,"Just taking 24-hours out between flights & without hiking suitcases (insofar as even leaving them with the concierge & only needing the overnight bag in the room), this is a wonderfully convenient respite stop, even with the T1 to T3 Skytrain access. The hotel sings of Singapore’s renowned attention to detail, cleanliness & customer service.",Trip type: Travelled on business,Sydney,59 ,22 ,4.0,
Date of stay: August 2018,Raj R,Very good airport hotel,"This hotel was connected to terminal 3. We stayed one night. The room was well appointed, clean with a very nice layout. The hotel staff was terrific. The service was excellent.

The buffet breakfast had an international selection. The food was great. We enjoyed our one night stay here.",Trip type: Travelled with family,"Vancouver, Canada",19 ,2 ,5.0,
Date of stay: August 2018,whiskers13,Great for transit,"Great transit hotel. If you can get a club room then do, the club lounge is ace. The swimming pool is awesome, is really long so great for laps but also has a spa and some underwater bikes.  Room service was quick and prompt. The only downer was that there were no great vegan options.",Trip type: Travelled solo,whiskers13,68 ,44 ,4.0,
Date of stay: August 2018,stevenbI3391NV,Great Club Lounge,"I stayed at the Crowne Plaza at Changi Airport as I was only staying in Singapore a short while. The hotel is excellent right at Terminal 3 from where you walk directly to the hotel. I would definitely also book the Club Lounge as part of your room: excellent lounge, great staff, brilliant breakfasts with very attentive staff who couldn’t do enough, and of course, the ‘happy hour’ from 5pm onwards every evening. A must, if you have a late flight out of Singapore too.",Trip type: Travelled with family,"Killara, Australia",2 ,,5.0,
Date of stay: January 2018,Kheng Y,Convenience and Affordable,"The hotel is located next to Terminal 3, Changi Airport. You do not need to leave the airport precinct but must clear immigration and customs.
The rooms are spacious and equal to any five star hotel.
The restaurant on the level above the lobby is not expensive and serves good buffet breakfast.
i recommend a guest to also include breakfast when making a reservation.",Trip type: Travelled solo,"Melbourne, Australia",31 ,25 ,4.0,
Date of stay: August 2018,Caza62,Peaceful,"Stayed here for stopover before 9am flight. Arrived early but was able to check in to my room. Staff on reception  very friendly and lots of suggestions what I could do with 12 hours. Room was amazing. No noise, Bath and shower lovely, very relaxing before sleeping soundly in extremely comfy bed. Wasn't able to check breakfast due to early flight. Pool area was nice, clean and plenty of towels available. They are currently refurbishing the gym area, but the temp gym still offers good equipment. I look forward to staying here again next time I visit Singapore",Trip type: Travelled solo,"Darwin, Australia",201 ,74 ,,5.0
Date of stay: August 2018,Niall,Consistently good hotel ,"I’ve stayed in this hotel twice in the last month and quite a few times before that. Its always good and the location is so convenient.

Pros:
-Location is excellent. Though it could be better sign-posted from arrival.
-Good staff. My wife lost her mobile phone in the hotel and the staff had located it within minutes. The club lounge staff are very helpful.
- The club lounge is much better value than in any other IHG hotel I’ve been in.

Cons:
- IHG rewards priority check-in desk is frequently not open. I’m a gold member with IHG and the benefits of membership aren’t great. Priority check-in is one of the few benefits of gold membership when there are long queues. But I’ve often queued at this hotel.
-They used to have a speaker system in their bathroom. I used to love listening to the news in the shower. But over the years, these speakers have stopped working in every room that I have stayed in.",Trip type: Travelled as a couple,"Trim, Ireland",46 ,63 ,4.0,
Date of stay: August 2018,PeterReffell,The simplicity of staying at the airport,"Stayed here a few times, while working at the airport and it could not be better.
Check in is great and fast, needed a early check in and was found a room straight away.
Rooms and well laid out.
Very comfortable beds
Great bathroom set up.
Per hate mini bar fridge with nothing in it.
Breakfast is a good variety.
Overall I really enjoy staying in this hotel.",Trip type: Travelled on business,"Dubai, United Arab Emirates",11 ,5 ,4.0,
Date of stay: August 2018,acpscc,Expected More,"This hotel is very convenient for an overnight stay. Room was fine and clean. We stayed in room 415, overlooking the pool, I am amazed that no one has mentioned the flight noise from the arriving or departing planes, I could hear them all night. Are the windows overlooking the pool double glazed?
The shower head in the room needs cleaning and there was no disposal shaver in the bathroom. Check in (a bit slow) but check out OK. Bar staff excellent. I expected more.",Trip type: Travelled as a couple,"Baringa, Australia",155 ,36 ,3.0,
Date of stay: December 2017,sedgeCLT,Wonderful for long layovers,"We've stayed at this hotel at least a few times, all due to arriving late and night with a flight the next morning or having a flight at 6am and wanting to be able to roll out of bed and into the terminal.  The breakfast is good and the rooms are modern and cozy.  Great hotel at Sinapore Changi Airport!",,"Charlotte, North Carolina",12 ,12 ,5.0,
Date of stay: April 2018,J J M,Good Stopover hotel right in the airport,"The Crowne Plaza Changi Airport is perfect for one night especially if you arrive late from the States. The Location is right in the Airport and it is a beautiful hotel. We arrived at 1:00 am and unfortunately were checked in by a rude, unhelpful clerk.  It might have been that she was tired to be working late at night but there is no way a desk person should treat guests as she treated us.  It is a wonderful hotel and the only thing that is lowering the rating to Average is the one check in woman.  Nevertheless, i would recommend this hotel for its location, its services and hopefully you will not get the person who checked us in.",,"Boston, Massachusetts",353 ,195 ,3.0,
Date of stay: August 2018,Jeffrey T,Extremely convenient,"I stayed here on a layover from Phuket to Tokyo because of ease. I never had to leave the airport and the ease of getting around was worth it. I skipped the hotel restaurant as I felt it was overpriced for a buffet and wondered down to the Terminal of the airport to find food. I was not disappointed as there was a mall literally under the hotel. The bed was extremely comfortable and the decor was up to date. Though maybe not convenient to the city, this was great for a layover.",Trip type: Travelled on business,"Southlake, Texas",87 ,74 ,5.0,
Date of stay: August 2018,fishschool,Recharge between flights,"Had 2 recent overnight stopovers here - handy for a rest and refresh.  This really is the perfect spot, so handy at the airport and without the noise that you may think.  Staff efficient and helpful with flight and terminal information.  We ate room service meals, which were very good and well priced.  Buffet breakfast was OK but with room also for improvement.  Overall for what we required it just about fit the bill perfectly.  Business room accommodation was excellent.",,"Busselton, Australia",55 ,20 ,5.0,
Date of stay: August 2018,Cheryl K,Excellent place to stay while waiting for flight,"We arrived at Terminal 2 and took the linked walkway to the hotel in Terminal 3. Check-in was easy and the concierge offered bottled water while was waiting in line, a nice touch.   Corridors leading to the rooms were open air, so it was humid until stepping into the room. The room was spacious, well-designed and comfortable, and the bathroom was huge. It was also very quiet despite overlooking the highway, thanks to the double glazed windows, .   My only complaint was that the sliding wardrobe door was difficult to move, and the tracks on the ceiling were dirty and marked. A tiny point, but made obvious as everything else was so good (and it was annoying when using the wardrobe).  There are cheaper places to stay if you are willing to take a taxi ride out of Changi, but Crowne",,Canberra,37 ,41 ,4.0,
Date of stay: August 2018,Niranga A,"Amazing View, Awesome food and great amenities","This was my second stay at Crowne Plaza and the first one with my family. While I had a wonderful stay during my previous visit, this time it was even better!  Check in and Check out was a breeze. We arrived earlier than our scheduled check in time but were still assigned a room in less than 10 minutes! The room was awesome with all the amenities one could need but of course the star was the amazing view. Our room came with a runway view and it was awesome watching the A380s landing and taking off.   We were on a bed and breakfast package and were blown away by the variety offered for breakfast. On both days of our stay we almost ended up skipping lunch since the breakfast was so filling.  And of course, there is no better feeling when you are able to check out of your hotel and",,"Negombo, Sri Lanka",86 ,76 ,5.0,
Date of stay: March 2018,WJR108,PRE HONEYMOON NIGHT,Spacious & cosy room. Clean nice toilet. Got the runaway view. Thanks for the cake. Staff was friendly. Didn't try the breakfast as we were out early to catch our flight. Not sure if its halal or not.,,"Singapore, Singapore",127 ,11 ,,5.0
Date of stay: August 2018,traveller70,"Very good location, spacious rooms","We have enjoyed our stay in the Crowne Plaza Airport. The rooms, especially the suites, are very spacious (living room, bedroom, 2 toilets, shower and bath as well as a special walk-in room for clothing and a small room for the cafe machine). The staff was friendly and helpful. The pool is big therefore good for keen swimmers. From the hotel to the city center you only need 20 minutes. The rooms on the side to the pool are quiet. To terminal 3, it only takes 5 minutes on foot.",,"Basel, Switzerland",886 ,313 ,5.0,
Date of stay: August 2018,Cris S,Stop over stay ,We picked the crown plaza Changi as a spot to break our flight that arrived at 330am.  Room was comfortable and perfect for a sleep in. The pool area was lovely even though it was raining - still went in. Only down side was the staff were not very friendly at all. Was a shame and very unexpected for Singapore.  Nice buffet lunch at rest 75 ,,"Sydney, Australia",115 ,59 ,3.0,
Date of stay: August 2018,Ramesh G,Outstanding stay exprience with family,"We decide to bring our daughter to stay before her exam and yes Crown Plaza did make her feel good and relex before her exam day. Greeted by very friendly lobby staff (apology cannot recall his name) we were give water before going to the desk. Check in was smooth and quick. The room was big and have a good view of the pool. Room was clean, good amenities and coffee machine is my fav. We had the access to the Club Lounge and we truly enjoyed the service. All staff were friendly and willing to help. Wi-Fi very strong and we had no issue at all.  We will surely come back again and say longer this time.  Thank you",,"Singapore, Singapore",47 ,60 ,5.0,
Date of stay: August 2018,Gira890,Great stay for a layover,"Great place for a one night layover. Room will need a bit of a refresh in the coming year, but other than that, it’s a good place to lay your head down when you’re waiting for your next flight. Close to places to eat and easy access when you arrive into Changi Airport.",,"Canberra, Australian Capital Territory, Australia",47 ,30 ,4.0,
Date of stay: August 2018,Jamie,"Amazing stay, highly would recommend","We got a Business King room, which turned out a lot bigger than expected in size. Beds were very comfortable, the entire room was extremely clean and they had one of the biggest tubs I've seen for a basic room. They had a towel bath robe, which really enhanced the experience imo.   A casual remark on an online feedback form prompted immediate action from the service staff, which I found very impressive about.   Hotel pool is spacious and has a great view. Breakfast variety is huge, my favourite being the freshly baked croissants. Service staff at the restaurant are attentive. My only gripe is that they should store their cereals in a way where it doesn't expose them to air, hence preventing them from being stale.   Apart from the check-in staff who recited and mumbled everything",,,11 ,7 ,5.0,
Date of stay: August 2018,NKRR,Excellent stay,Stayed here on our journey back to Australia. Reception was welcoming and let us check it n early. Large comfortable room.slept very well. Walking distance to the Changi MRT. Would definitely stay here again.,,"Sydney, Australia",44 ,37 ,5.0,
Date of stay: August 2018,Carl989,Excellent transit and business hotel,This hotel is great for transit or do business in Singapore Expo. Although close to the Airport but you wont hear any aircraft noise. Facility are good as well and sleep quality is excellent  Internet speed also good,,"Sydney, Australia",83 ,73 ,5.0,
Date of stay: August 2018,Chris C,Great hotel for transit,"We arrived at 1.30 am and therefore it was important for us to get to the hotel quickly for a good rest.  This hotel is in Terminal 3 and is easy to get to once you clear immigration, collect your bags and clear customs.  Check in was quick and efficient and we got to our room in no time.  The room was spacious and clear.  The bed and pillows were very comfortable.  We had separate bath tub and shower.  Although the hotel is at the airport, we managed to get a good quiet night's sleep.  A very good option for you if you are on transit for a good few hours or you want to rest after arriving in the middle of the night to allow you to start your day fresh and relaxed.",,"Perth, Australia",3 ,3 ,5.0,
Date of stay: August 2018,John L,At Airport ,You can’t get any closer to Changi Airport however signage is lacking if you don’t arrive at the right terminal  Only hotel at the airport but would certainly stay here again A bit of a jumble getting to your room from reception as the hotel seems to be all on different levels but don’t let that put you off  ,,Brisbane Australia,134 ,177 ,5.0,
Date of stay: November 2017,FL340,Very nice and upscale airport hotel,"This hotel is just what you need after a long flight. Fantastic interiour design, super comfortable bed, very nice amenities in room and even a nice pool to relax by.  The runway and approach view from the room is amazing and very cool.  Great and extremely professional staff.  I love this hotel and I am definately booking it again!",,"Oslo, Norway",45 ,34 ,5.0,
Date of stay: August 2018,Darral M,Treated like a Prince,Excellent check in service.  Spacious room with Kingsize bed and a bath with a view of the runway. Huge Breakfast selection. 10 minutes walk from Terminal 2. Check out an absolute breeze. 5 Star treatment.  Will definitely return.,,,71 ,38 ,,5.0
Date of stay: August 2018,aussietraveller027,perfect for overnight stay,"My husband and I recently needed an overnight stay at Changi airport on our way to Athens and then on the return.  This was the perfect place. The hotel is right there in Terminal 3 at Changi airport and we used the airport Skytrain to transfer from our arrival in Terminal 1. Very easy even with baggage.  Staff very efficient and our rooms on both occasions were very modern, clean and a lovely comfy bed.  We also ate at the buffet breakfast which was delicious.  Yes, it may cost more than a hotel a short taxi ride away at say Changi Village, but the advantage of being right there at the airport wins hands down. You don't have to eat at the hotel, there are plenty of places to eat at the airport once you have checked in and gone through security etc.  Would definitely stay there",,brisbane,48 ,12 ,5.0,
Date of stay: June 2018,NatsDad,Changi Airport - Day Room stay,"We booked the day room at the CP Changi as we were arriving into Singapore at 5:30am after travelling from Florida via Chicago and Hong Kong.  We got to the hotel around 7am but they didn't have the room ready (the booking is for 8am till 4pm), but we grabbed some breakfast and the room was ready for 8am.  The room was very nice and with blackout blinds we were able to get some sleep before we moved over to our main hotel for our Singapore stay.  The hotel is easy to reach from the main Changi terminals (terminal 4 requires a free shuttle bus).  Also convenient for the MTR.  After such a long journey (30+ hours) this was really worth the money and helped enormously with the jetlag.",,"Windermere, Florida",128 ,138 ,4.0,
Date of stay: July 2018,Mrcoolweb,Back Again,What a differance a few months can make last time was in the old building faceing runways very old rooms.  This time new part which is a lot better more modern and worth the price darkening glass windows and toilet window very good less noise and a better sleep.,,"Winlaton Mill, United Kingdom",37 ,9 ,5.0,
Date of stay: August 2018,Chandra M,Excellent hotel,"Quick check-in and check-out, staff very courteous. Room was very clean and good size. The location is also perfect, five minutes easy walk from the terminal. What amazes us was how quiet the room was even in the middle of a very busy airport. Recommend the hotel if you need a quick overnight stay near Changi airport.",,,26 ,11 ,5.0,
Date of stay: August 2018,Darren S,"Great Hotel, even better staff.","We were held over in Singapore when our flight arrived late. The airline gave us a room here for the night. Wow, what a relief to find such fabulous service, good food and comfortable room and surroundings. Couldn't fault a thing. If you need a stopover, I would highly recommend this hotel. ",,,93 ,61 ,5.0,
Date of stay: July 2018,Paul H,"Fantastic stay, unique, convenient.","Very convenient location. Great for a stopover as it is within the airport, but there is also a free shuttle bus into the city. MRT train is near by, and very safe and clean. Taxi is also very cheap to any main attraction in Singapore, which makes this hotel perfectly convenient as a base to explore Singapore and its attractions.  Spacious and private rooms. Rooms are clean, modern, comfortable and in good condition. Bathroom was large enough for a rain shower and large bath tub. There is room to line up 4 suitcases and 3 backpacks on the luggage bench in the room. The amazing staff really make this property great though, very courteous and accommodating.  Food at the restraints was excellent and the cocktails are extremely good. The location and design of this hotel is unique.",,,36 ,14 ,5.0,
Date of stay: June 2018,Adrian K,Best airport hotel,"It was very convenient location and well fitted modern, clean hotel. Amenities are quite good and easy access to airport. Room is little bit small but enough size for short stay. Down side is a little bit pricey for short stay. ",,"Sydney, Australia",10 ,7 ,4.0,
Date of stay: August 2018,Naveen B,One of the Best airport hotel,"The hotel is just walking distance from the terminal the staff is really helpful and cooperative. It has all the amenities and services ranging from pool ,gym, pub ,separate fine dining restaurant and buffet . The rooms are really cozy and comfortable with airport view too. All in all a really good transit hotel.",,,15 ,17 ,5.0,
Date of stay: August 2018,Robert B,some good and some bad,"Room was fine and clean.Hotel at the airport terminal so suffered from high throughput, noise and generally poor ambiance.  Having said that it is an airport hotel. Staff very friendly and helpful.  Check in and check out OK but a bit slow.  Bar and staff excellent thank goodness.  Breakfast, lunch and dinner had plenty of food but very busy and noisy.  Usual breakfast gripe of lack of coffee.  Taking into account it is right by the terminal it was more than acceptable but it could have been so much better.  If it was all like the bar area it would have been excellent",,"Bucknell, United Kingdom",258 ,117 ,3.0,
Date of stay: August 2018,Jane T,Amazing,"Yep another gushing review - and well deserved. Our airport hotel stay just might be the accommodation highlight of the trip. Friendly and polite service, nice well thought out rooms, sound proof with blackout curtains to help sleep. Bed was super comfy (we stayed in a business king room). The bathroom was superb - I enjoyed a nice relaxing bath in between my two long haul flights.  The breakfast was amazing - every type of food you can think of and all very good quality. There was an eggs station and my partner enjoyed a fresh made omelette.  You can ask the coffee servers for an espresso.   Would transit though Singapore everytime just to stay here again ha ha. ",,"Te Atatu, New Zealand",43 ,13 ,5.0,
Date of stay: June 2018,quinjoe,Transit,"Stay here several times, but only this time got time to write a review. Hotel is located just beside T3, a lot of sign in Changi pointed to this Hotel, check-in fast and easy, got upgraded due to status, a nice swimming pool in the Hotel, rooms interior make u feel like an oasis/jungle. Check-out even easier as just drop the keys, will be the only choice of hotel if transit at changi",,"Medan, Indonesia",1262 ,164 ,,5.0
