,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_1,count_topic_0,count_topic_3,topic_1,topic_0,topic_3,count_topic_2,topic_2,count_topic_4,topic_4
12719,Simon B,2018-04-01,PreCovid,3,4.0,"[[food, asian, 1], [room, hungri, 0], [floor, pleasant, 0], [night, good, 4], [place, nice, 1]]",2.0,2.0,,0.3,0.36666666666666664,,,,1.0,0.7
12720,Sophie N,2018-04-01,PreCovid,3,5.0,"[[day, long, 2], [room, everi, 0]]",,1.0,,,0.0,,1.0,-0.05,,
12721,Paul B,2017-11-01,PreCovid,3,5.0,"[[day, everi, 2], [hotel, great, 1], [day, everi, 2], [night, late, 4], [time, light, 2], [room, great, 0]]",1.0,1.0,,0.8,0.8,,3.0,0.13333333333333333,1.0,-0.3
12722,Kenneth1960,2018-03-01,PreCovid,3,4.0,"[[hotel, new, 1], [space, public, 0], [room, good, 0], [room, coffe, 0], [pool, nice, 4], [friendli, instal, 1]]",2.0,3.0,,0.06818181818181818,0.2333333333333333,,,,1.0,0.6
12723,Laura W,2018-03-01,PreCovid,3,5.0,"[[night, great, 4], [room, smooth, 0]]",,1.0,,,0.4,,,,1.0,0.8
12724,WorcesterwomanUk,2018-04-01,PreCovid,3,5.0,"[[stay, great, 1], [room, small, 0], [breakfast, fine, 4], [pool, choic, 4], [day, 'also retreat', 2], [day, warm, 2]]",1.0,1.0,,0.8,-0.25,,2.0,0.3,2.0,0.20833333333333334
12725,Sparra8,2018-03-01,PreCovid,3,4.0,"[[place, best, 1], [room, great, 0], [staff, clean, 1], [call, free, 3], [pool, countri, 4]]",2.0,1.0,1.0,0.6833333333333333,0.8,0.4,,,1.0,0.0
12726,Maxxx86,2018-03-01,PreCovid,3,1.0,"[[staff, rude, 1], [door, morn, 0], [welcom, obvious, 3], [staff, direct, 1], [staff, nice, 1]]",3.0,1.0,1.0,0.13333333333333333,0.0,0.0,,,,
12727,Nick B,2018-03-01,PreCovid,3,5.0,"[[time, singapor, 2], [time, first, 2], [stay, singapor, 1], [place, great, 1]]",2.0,,,0.4,,,2.0,0.125,,
12728,Laid-Back-Paul,2018-02-01,PreCovid,3,4.0,"[[bed, good, 0], [food, perfect, 1]]",1.0,1.0,,1.0,0.7,,,,,
12729,madhur3432,2018-03-01,PreCovid,3,3.0,"[[love, soft, 3], [love, clean, 3], [room, soft, 0], [room, 'hard soft', 0], [size, small, 0], [room, hanger, 0], [breakfast, safe, 4], [breakfast, 'also safe', 4]]",,4.0,2.0,,-0.06145833333333334,0.3666666666666667,,,2.0,0.5
12730,Goathland traveller,2018-03-01,PreCovid,3,5.0,"[[staff, servic, 1]]",1.0,,,0.0,,,,,,
12731,Stylianos,2018-03-01,PreCovid,3,5.0,"[[phone, smart, 3], [pool, quiet, 4], [pool, swim, 4], [breakfast, great, 4]]",,,1.0,,,0.21428571428571427,,,3.0,0.26666666666666666
12732,dolphin60_40,2017-11-01,PreCovid,3,5.0,"[[pool, top, 4], [room, great, 0], [help, perfect, 1], [time, first, 2]]",1.0,1.0,,1.0,0.8,,1.0,0.25,1.0,0.5
12733,dij50,2017-11-01,PreCovid,3,4.0,"[[room, small, 0], [room, compact, 0], [area, great, 4], [book, unfortun, 2]]",,2.0,,,-0.125,,1.0,0.0,1.0,0.8
12734,Brian R,2018-03-01,PreCovid,3,4.0,"[[room, 'also walk', 0], [room, smaller, 0], [breakfast, extra, 4], [time, much, 2], [staff, cleaner, 1], [time, great, 2]]",1.0,2.0,,0.0,0.0,,2.0,0.5,1.0,0.0
12735,Justin K,2018-02-01,PreCovid,3,3.0,"[[room, great, 0], [room, cheap, 0], [singapor, small, 1], [singapor, poor, 1], [room, small, 0], [room, bare, 0], [room, enough, 0], [bathroom, small, 0]]",2.0,6.0,,-0.325,0.12500000000000003,,,,,
12736,ivyavenue,2018-03-01,PreCovid,3,5.0,"[[stay, recent, 1], [comfort, modern, 1], [breakfast, good, 4], [food, cold, 1], [room, much, 0]]",3.0,1.0,,-0.13333333333333333,0.2,,,,1.0,0.7
12737,Anna Khin Kyawt,2018-03-01,PreCovid,3,4.0,"[[use, smart, 3], [room, modern, 0], [room, corridor, 0]]",,2.0,1.0,,0.1,0.21428571428571427,,,,
12738,Kaur S,2018-03-01,PreCovid,3,3.0,"[[hotel, nice, 1], [hotel, modern, 1], [hotel, clean, 1], [pool, close, 4], [pool, nice, 4], [room, good, 0], [bathroom, small, 0], [room, much, 0]]",3.0,3.0,,0.3888888888888889,0.21666666666666665,,,,2.0,0.3
12739,Carmela G,2017-10-01,PreCovid,3,5.0,"[[stay, singapor, 1], [stay, short, 1], [day, famili, 2], [breakfast, free, 4], [friendli, everi, 1], [hotel, direct, 1]]",4.0,,,0.025,,,1.0,0.0,1.0,0.4
12740,846Kaz,2018-03-01,PreCovid,3,5.0,[],,,,,,,,,,
12741,bishoptoncouple,2018-03-01,PreCovid,3,5.0,"[[water, fresh, 0]]",,1.0,,,0.3,,,,,
12742,Elli20,2018-03-01,PreCovid,3,4.0,"[[area, great, 4], [room, includ, 0], [room, good, 0], [room, select, 0], [room, smallest, 0]]",,4.0,,,0.175,,,,1.0,0.8
12743,Bibi,2018-03-01,PreCovid,3,5.0,"[[staff, staphani, 1], [breakfast, english, 4], [room, local, 0]]",1.0,1.0,,0.0,0.0,,,,1.0,0.0
12744,stejoe79,2018-02-01,PreCovid,3,4.0,"[[stay, great, 1], [check, great, 2], [check, smooth, 2], [help, great, 1], [breakfast, great, 4], [bathroom, great, 0]]",2.0,1.0,,0.8,0.8,,2.0,0.6000000000000001,1.0,0.8
12745,DanielleCraig2013,2018-03-01,PreCovid,3,5.0,"[[night, great, 4], [book, glad, 2], [area, great, 4], [staff, great, 1], [room, difficulti, 0], [room, quietest, 0], [room, quiet, 0], [room, safe, 0], [room, valuabl, 0], [book, prior, 2], [room, small, 0], [bathroom, spacious, 0], [size, good, 0], [breakfast, free, 4], [need, perfect, 3], [area, pastri, 4], [staff, clean, 1], [area, nice, 4], [time, next, 2], [area, vibrant, 4], [walk, safe, 4], [night, late, 4], [use, easi, 3], [day, full, 2]]",2.0,8.0,2.0,0.5833333333333334,0.11875,0.5,4.0,0.2125,8.0,0.37083333333333335
12746,linzerbairn,2018-02-01,PreCovid,3,4.0,"[[room, perfect, 0], [floor, top, 0], [day, cool, 2], [pool, frequent, 4]]",,2.0,,,0.75,,1.0,0.35,1.0,0.1
12747,Pamela528977,2018-01-01,PreCovid,3,4.0,"[[room, good, 0], [room, bigger, 0], [room, enough, 0], [pool, tall, 4], [floor, top, 0], [walk, hot, 4], [walk, pleasant, 4], [walk, cooler, 4], [walk, 'even cooler', 4], [walk, safe, 4]]",,4.0,,,0.3,,,,6.0,0.24722222222222223
12748,Travelfoodieclo,2018-03-01,PreCovid,3,5.0,"[[shower, perfect, 0], [room, good, 0], [staff, great, 1], [staff, great, 1]]",2.0,2.0,,0.8,0.85,,,,,
12749,amanvij09,2017-05-01,PreCovid,3,4.0,[],,,,,,,,,,
12750,Barbs25,2017-10-01,PreCovid,3,5.0,"[[room, great, 0], [use, basic, 3], [use, free, 3], [food, central, 1], [hotel, top, 1]]",2.0,1.0,2.0,0.25,0.8,0.2,,,,
12751,Traveling_with_C,2018-02-01,PreCovid,3,5.0,"[[day, singapor, 2], [day, everi, 2], [stay, singapor, 1]]",1.0,,,0.0,,,2.0,0.0,,
12752,David G,2018-03-01,PreCovid,3,5.0,"[[hotel, great, 1], [hotel, full, 1], [hotel, servic, 1], [hotel, full, 1], [hotel, servic, 1], [breakfast, full, 4], [breakfast, hot, 4], [breakfast, qualiti, 4], [food, real, 1], [area, great, 4], [area, live, 4]]",6.0,,,0.2833333333333333,,,,,5.0,0.30727272727272725
12753,arieshorse,2018-02-01,PreCovid,3,4.0,"[[hotel, good, 1], [staff, nice, 1], [breakfast, nice, 4], [time, nice, 2], [place, close, 1]]",3.0,,,0.4333333333333333,,,1.0,0.6,1.0,0.6
12754,Scarlet1128,2018-03-01,PreCovid,3,5.0,"[[time, next, 2]]",,,,,,,1.0,0.0,,
12755,364terencek,2018-02-01,PreCovid,3,3.0,"[[pool, much, 4], [room, proper, 0], [room, perfect, 0]]",,2.0,,,0.5,,,,1.0,0.2
12756,TROOPER50,2018-02-01,PreCovid,3,5.0,"[[staff, great, 1], [room, great, 0], [room, coffe, 0], [hotel, fine, 1]]",2.0,2.0,,0.6083333333333334,0.4,,,,,
12757,525Tibor,2018-03-01,PreCovid,3,5.0,"[[night, safe, 4], [room, senior, 0]]",,1.0,,,0.0,,,,1.0,0.5
12758,Russell T,2018-03-01,PreCovid,3,4.0,"[[walk, short, 4], [pool, top, 4], [area, common, 4], [room, overli, 0], [night, late, 4]]",,1.0,,,0.0,,,,4.0,-0.024999999999999994
12759,MrMichaelCC,2018-01-01,PreCovid,3,5.0,"[[room, great, 0], [room, choic, 0], [room, small, 0], [pool, top, 4], [breakfast, cool, 4]]",,3.0,,,0.18333333333333335,,,,2.0,0.425
12760,HMaster79,2018-03-01,PreCovid,3,4.0,"[[room, nice, 0], [room, clean, 0], [hotel, nice, 1], [room, ok, 0], [door, next, 0], [pool, nice, 4], [day, cool, 2], [breakfast, tabl, 4]]",1.0,4.0,,0.6,0.3666666666666667,,1.0,0.35,2.0,0.3
12761,pkumar1909,2018-03-01,PreCovid,3,1.0,"[[time, apologis, 2], [door, main, 0]]",,1.0,,,0.16666666666666666,,1.0,0.0,,
12762,Eddie_Catflap,2018-02-01,PreCovid,3,5.0,"[[size, nice, 0], [size, bad, 0], [pool, coffe, 4], [pool, nice, 4], [time, good, 2], [use, good, 3], [use, choic, 3]]",,2.0,2.0,,-0.04999999999999993,0.35,1.0,0.7,2.0,0.3
12763,Saren R,2018-02-01,PreCovid,3,4.0,"[[check, great, 2], [room, great, 0], [need, clean, 3], [night, late, 4], [time, next, 2], [pool, swimwear, 4], [pool, tri, 4]]",,1.0,1.0,,0.8,0.3666666666666667,2.0,0.4,3.0,-0.09999999999999999
12764,Steve C,2018-02-01,PreCovid,3,4.0,"[[pool, enough, 4], [area, open, 4], [room, nice, 0], [room, nice, 0]]",,2.0,,,0.6,,,,2.0,0.0
12765,DarthAce,2017-08-01,PreCovid,3,4.0,"[[room, modern, 0], [breakfast, american, 4], [day, long, 2], [book, great, 2], [book, experi, 2]]",,1.0,,,0.2,,3.0,0.25,1.0,0.0
12766,Swagman162,2018-02-01,PreCovid,3,5.0,"[[room, great, 0], [breakfast, cool, 4], [help, modern, 1], [help, clean, 1]]",2.0,1.0,,0.2833333333333333,0.8,,,,1.0,0.35
12767,sarah k,2018-01-01,PreCovid,3,5.0,"[[room, top, 0], [staff, great, 1], [use, special, 3]]",1.0,1.0,1.0,0.8,0.5,0.35714285714285715,,,,
12768,53robert532015,2018-02-01,PreCovid,3,2.0,[],,,,,,,,,,
12769,nonamect,2018-02-01,PreCovid,3,3.0,"[[room, great, 0]]",,1.0,,,0.8,,,,,
12770,Ilovetravel1967,2018-02-01,PreCovid,3,5.0,"[[place, great, 1], [food, good, 1], [room, cheap, 0], [floor, nice, 0], [pool, great, 4]]",2.0,2.0,,0.75,0.5,,,,1.0,0.8
12771,Leonidas S,2018-02-01,PreCovid,3,4.0,"[[comfort, biggest, 1], [breakfast, mingl, 4]]",1.0,,,0.0,,,,,1.0,0.0
12772,sachin v,2017-05-01,PreCovid,3,5.0,"[[room, formal, 0], [breakfast, small, 4]]",,1.0,,,0.0,,,,1.0,-0.25
12773,DAC,2017-12-01,PreCovid,3,5.0,"[[hotel, perfect, 1], [staff, great, 1], [room, good, 0], [time, next, 2]]",2.0,1.0,,0.9,0.7,,1.0,0.0,,
12774,Car0le88,2018-02-01,PreCovid,3,5.0,"[[room, twice, 0], [bathroom, good, 0], [bathroom, clean, 0], [breakfast, morn, 4], [pool, swim, 4], [flight, late, 3], [night, round, 4]]",,3.0,1.0,,0.35555555555555557,-0.3,,,3.0,-0.06666666666666667
12775,Justin,2018-02-01,PreCovid,3,4.0,"[[stay, great, 1], [room, modern, 0]]",1.0,1.0,,0.8,0.2,,,,,
12776,Martin E,2018-02-01,PreCovid,3,5.0,"[[hotel, great, 1], [hotel, singapor, 1]]",2.0,,,0.4,,,,,,
12777,Dinah B,2018-02-01,PreCovid,3,5.0,"[[staff, good, 1], [flight, late, 3], [flight, even, 3]]",1.0,,2.0,0.7,,-0.15,,,,
12778,DrOmarF,2017-03-01,PreCovid,3,4.0,"[[room, small, 0], [realli, usual, 3], [realli, singapor, 3], [place, perfect, 1], [use, singapor, 3], [day, entir, 2], [day, 'almost entir', 2]]",1.0,1.0,3.0,1.0,-0.25,-0.08333333333333333,2.0,0.0,,
12779,Janice F,2018-02-01,PreCovid,3,4.0,"[[room, earli, 0], [water, hot, 0], [pool, top, 4]]",,2.0,,,0.125,,,,1.0,0.5
12780,JoeyBizwiz,2018-02-01,PreCovid,3,4.0,"[[place, good, 1], [room, singapor, 0], [use, full, 3]]",1.0,1.0,1.0,0.7,0.0,0.35,,,,
12781,X657MDelizabethe,2018-02-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, good, 1], [breakfast, underground, 4], [pool, top, 4], [room, good, 0]]",2.0,1.0,,0.75,0.7,,,,2.0,0.25
12782,Lesley S,2017-12-01,PreCovid,3,4.0,"[[night, short, 4], [area, local, 4], [room, direct, 0], [room, advic, 0], [room, refresh, 0], [pool, top, 4], [night, late, 4]]",,3.0,,,0.03333333333333333,,,,4.0,0.05
12783,Gunjan_S10,2018-01-01,PreCovid,3,4.0,"[[stay, nice, 1], [stay, short, 1], [room, free, 0], [clean, small, 1], [stay, overal, 1], [stay, good, 1]]",5.0,1.0,,0.27166666666666667,0.4,,,,,
12784,vivienwolverson80,2017-10-01,PreCovid,3,4.0,"[[breakfast, free, 4], [friendli, clean, 1], [friendli, great, 1], [hotel, servic, 1]]",3.0,,,0.3888888888888889,,,,,1.0,0.4
12785,dennis uy,2017-12-01,PreCovid,3,4.0,"[[night, late, 4], [staff, varieti, 1], [friendli, nice, 1], [friendli, good, 1], [clean, good, 1]]",4.0,,,0.45833333333333326,,,,,1.0,-0.3
12786,fitzy01,2018-01-01,PreCovid,3,5.0,"[[room, present, 0], [room, 'well present', 0], [room, modern, 0], [bathroom, small, 0], [bathroom, 'well design', 0], [bathroom, nice, 0], [area, top, 4], [breakfast, perfect, 4], [breakfast, nice, 4], [breakfast, perfect, 4], [hotel, whole, 1]]",1.0,6.0,,0.2,0.09166666666666667,,,,4.0,0.775
12787,LUSKJU,2018-01-01,PreCovid,3,4.0,"[[hotel, nice, 1], [hotel, modern, 1], [time, good, 2], [time, next, 2], [staff, nice, 1], [door, front, 0], [breakfast, indoor, 4], [excel, good, 1], [night, small, 4], [room, high, 0]]",4.0,2.0,,0.5249999999999999,0.08,,2.0,0.35,2.0,-0.125
12788,Mestrav16,2017-12-01,PreCovid,3,5.0,"[[room, modern, 0], [breakfast, nice, 4]]",,1.0,,,0.2,,,,1.0,0.6
12789,zane909t,2018-02-01,PreCovid,3,4.0,"[[time, first, 2], [room, clean, 0], [room, modern, 0], [breakfast, small, 4]]",,2.0,,,0.2833333333333333,,1.0,0.25,1.0,-0.25
12790,Ifetom,2018-02-01,PreCovid,3,4.0,"[[pool, top, 4]]",,,,,,,,,1.0,0.5
12791,ReneWicks,2018-01-01,PreCovid,3,5.0,"[[help, top, 1]]",1.0,,,0.5,,,,,,
12792,rcepuch,2018-01-01,PreCovid,3,4.0,"[[water, hot, 0]]",,1.0,,,0.25,,,,,
12793,mindylim,2017-06-01,PreCovid,3,4.0,"[[size, decent, 0], [breakfast, clean, 4], [breakfast, great, 4], [room, quiet, 0]]",,2.0,,,0.08333333333333333,,,,2.0,0.5833333333333334
12794,JeffBarb17,2018-01-01,PreCovid,3,5.0,"[[room, great, 0], [room, servic, 0], [area, great, 4]]",,2.0,,,0.4,,,,1.0,0.8
12795,tamannatrip,2017-12-01,PreCovid,3,5.0,"[[book, singapor, 2], [area, decent, 4], [stay, short, 1]]",1.0,,,0.0,,,1.0,0.0,1.0,0.16666666666666666
12796,Pops541,2018-01-01,PreCovid,3,4.0,"[[room, quick, 0], [bed, safe, 0], [night, good, 4], [hotel, rubberi, 1], [hotel, 'almost rubberi', 1], [walk, 'well easi', 4]]",2.0,2.0,,0.0,0.41666666666666663,,,,2.0,0.35
12797,Dossodessie,2018-01-01,PreCovid,3,5.0,"[[book, direct, 2], [day, freshen, 2], [hotel, good, 1], [food, clean, 1], [food, tabl, 1], [area, super, 4]]",3.0,,,0.35555555555555557,,,2.0,0.05,1.0,0.3333333333333333
12798,KHNZ1,2018-01-01,PreCovid,3,4.0,[],,,,,,,,,,
12799,Flintstones123,2018-01-01,PreCovid,3,4.0,"[[staff, good, 1], [breakfast, best, 4], [room, singapor, 0], [place, nice, 1]]",2.0,1.0,,0.6499999999999999,0.0,,,,1.0,1.0
12800,stretford79,2018-01-01,PreCovid,3,3.0,"[[night, recent, 4], [check, clean, 2], [room, rubbish, 0], [room, crumb, 0]]",,2.0,,,0.0,,1.0,0.3666666666666667,1.0,0.0
12801,Mihalku,2018-01-01,PreCovid,3,4.0,"[[staff, great, 1], [room, orchard, 0], [bathroom, standard, 0]]",1.0,2.0,,0.8,0.0,,,,,
12802,Inge E,2017-11-01,PreCovid,3,4.0,"[[bed, great, 0], [room, new, 0], [bathroom, small, 0], [bathroom, 'rather small', 0], [bathroom, fine, 0]]",,5.0,,,0.1706060606060606,,,,,
12803,Billy C,2018-01-01,PreCovid,3,4.0,"[[staff, great, 1], [night, recent, 4]]",1.0,,,0.8,,,,,1.0,0.0
12804,Colin M,2018-01-01,PreCovid,3,5.0,"[[bathroom, 'well appoint', 0], [breakfast, small, 4], [breakfast, modern, 4], [area, pastri, 4]]",,1.0,,,0.0,,,,3.0,-0.016666666666666663
12805,bunneylee,2018-01-01,PreCovid,3,5.0,"[[pool, swim, 4]]",,,,,,,,,1.0,0.0
12806,johnwoodRTR,2018-01-01,PreCovid,3,2.0,"[[staff, wrong, 1]]",1.0,,,-0.5,,,,,,
12807,Shivakumar N,2017-12-01,PreCovid,3,5.0,[],,,,,,,,,,
12808,Mirdy Q,2018-01-01,PreCovid,3,5.0,"[[shower, overhead, 0], [room, usual, 0], [room, present, 0], [hotel, huge, 1], [food, asian, 1], [food, western, 1]]",3.0,3.0,,0.13333333333333336,-0.08333333333333333,,,,,
12809,tree1990,2017-05-01,PreCovid,3,4.0,"[[hotel, central, 1], [breakfast, singapor, 4], [room, great, 0]]",1.0,1.0,,0.0,0.8,,,,1.0,0.0
12810,Sagar G,2017-12-01,PreCovid,3,4.0,"[[place, perfect, 1], [place, perfect, 1]]",2.0,,,1.0,,,,,,
12811,TooTTi F,2017-12-01,PreCovid,3,5.0,"[[small, singl, 0], [breakfast, good, 4], [check, great, 2], [check, fast, 2], [room, luggag, 0]]",,2.0,,,-0.125,,2.0,0.5,1.0,0.7
12812,FIN_Nicholas,2017-12-01,PreCovid,3,4.0,"[[hotel, great, 1], [breakfast, top, 4]]",1.0,,,0.8,,,,,1.0,0.5
12813,espressoHE,2017-12-01,PreCovid,3,4.0,"[[bathroom, small, 0], [stay, short, 1], [pool, small, 4]]",1.0,1.0,,0.0,-0.25,,,,1.0,-0.25
12814,vdimin,2018-01-01,PreCovid,3,1.0,"[[room, great, 0], [time, last, 2]]",,1.0,,,0.8,,1.0,0.0,,
12815,KayleighJoyous,2017-05-01,PreCovid,3,3.0,[],,,,,,,,,,
12816,cobweb5,2017-10-01,PreCovid,3,4.0,"[[comfort, huge, 1], [need, easi, 3]]",1.0,,1.0,0.4000000000000001,,0.0,,,,
12817,ZC101,2017-12-01,PreCovid,3,4.0,"[[area, nice, 4], [clean, big, 1], [hotel, 'even breakfast', 1], [hotel, biggest, 1]]",3.0,,,0.061111111111111116,,,,,1.0,0.6
12818,junction3,2018-01-01,PreCovid,3,4.0,"[[night, right, 4]]",,,,,,,,,1.0,0.2857142857142857
12819,Victoria B,2017-12-01,PreCovid,3,4.0,"[[floor, second, 0]]",,1.0,,,0.0,,,,,
12820,The_Traveling_Expat,2017-12-01,PreCovid,3,4.0,"[[breakfast, quiet, 4], [friendli, differ, 1], [friendli, final, 1]]",2.0,,,0.0,,,,,1.0,0.0
12821,Scenicview337,2017-12-01,PreCovid,3,3.0,[],,,,,,,,,,
12822,Jojo,2017-12-01,PreCovid,3,5.0,"[[hotel, midscal, 1], [friendli, quick, 1], [room, best, 0], [area, good, 4], [walk, 'close chinatown', 4]]",2.0,1.0,,0.16666666666666666,1.0,,,,2.0,0.35
12823,What We Found Travelling,2017-12-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, modern, 1], [pool, top, 4]]",2.0,,,0.5,,,,,1.0,0.5
12824,TheWholeTruthES,2017-12-01,PreCovid,3,4.0,"[[room, experi, 0], [day, choic, 2], [singapor, right, 1]]",1.0,1.0,,0.2857142857142857,0.0,,1.0,0.0,,
12825,Yury S,2017-12-01,PreCovid,3,5.0,"[[hotel, good, 1]]",1.0,,,0.7,,,,,,
12826,Fran W,2017-12-01,PreCovid,3,5.0,"[[stay, great, 1], [hotel, nice, 1], [breakfast, nice, 4]]",2.0,,,0.7,,,,,1.0,0.6
12827,PayHey,2017-12-01,PreCovid,3,4.0,"[[area, popular, 4]]",,,,,,,,,1.0,0.6
12828,Graeme L,2017-12-01,PreCovid,3,4.0,"[[room, overal, 0]]",,1.0,,,0.0,,,,,
12829,kram23,2017-12-01,PreCovid,3,4.0,"[[stay, good, 1], [bathroom, small, 0], [bed, fine, 0], [bed, firm, 0]]",1.0,3.0,,0.7,-0.011111111111111108,,,,,
12830,Jezreel k,2017-12-01,PreCovid,3,5.0,[],,,,,,,,,,
12831,Dee,2017-12-01,PreCovid,3,3.0,"[[staff, new, 1], [room, wrong, 0], [room, quiet, 0], [hotel, kind, 1], [room, new, 0], [room, experi, 0], [locat, small, 4], [place, good, 1], [hotel, overal, 1]]",4.0,4.0,,0.35909090909090907,-0.09090909090909091,,,,1.0,-0.25
12832,Rali N,2017-12-01,PreCovid,3,3.0,[],,,,,,,,,,
12833,GuestFromHawaii2017,2017-12-01,PreCovid,3,1.0,"[[room, entri, 0], [room, reset, 0]]",,2.0,,,0.0,,,,,
12834,SwathiSarah,2017-12-01,PreCovid,3,5.0,"[[check, 'best amongst', 2], [check, super, 2], [check, fast, 2], [check, constant, 2], [room, closer, 0], [place, neat, 1]]",1.0,1.0,,0.0,0.0,,4.0,0.3833333333333333,,
12835,hoppy716,2017-10-01,PreCovid,3,5.0,"[[night, great, 4], [night, pre, 4], [day, late, 2]]",,,,,,,1.0,-0.3,2.0,0.4
12836,Kabulllll,2017-11-01,PreCovid,3,4.0,"[[pool, swim, 4], [room, modern, 0], [breakfast, small, 4]]",,1.0,,,0.2,,,,2.0,-0.125
12837,jonami12,2017-11-01,PreCovid,3,5.0,"[[place, great, 1], [pool, great, 4], [staff, clean, 1], [staff, great, 1], [breakfast, huge, 4]]",3.0,,,0.6555555555555556,,,,,2.0,0.6000000000000001
12838,ClaytonFromAdelaide,2017-12-01,PreCovid,3,5.0,"[[use, everi, 3], [use, select, 3], [use, perfect, 3], [phone, abl, 3], [staff, least, 1]]",1.0,,4.0,-0.3,,0.25,,,,
12839,ashwin c,2017-12-01,PreCovid,3,5.0,"[[hotel, great, 1], [breakfast, good, 4], [breakfast, great, 4], [time, short, 2], [time, sweet, 2]]",1.0,,,0.8,,,2.0,0.175,2.0,0.75
12840,Bornwinner7,2017-11-01,PreCovid,3,5.0,"[[stay, whole, 1], [staff, 'well train', 1]]",2.0,,,0.1,,,,,,
12841,karamotchev,2017-11-01,PreCovid,3,4.0,"[[hotel, singapor, 1]]",1.0,,,0.0,,,,,,
12842,Shimi2016,2017-10-01,PreCovid,3,4.0,"[[time, recent, 2], [time, second, 2], [room, 'still far', 0], [room, nois, 0], [place, best, 1], [day, singapor, 2]]",1.0,2.0,,1.0,0.05,,3.0,0.0,,
12843,Madjude,2017-11-01,PreCovid,3,5.0,"[[stay, great, 1], [friendli, easi, 1], [walk, short, 4]]",2.0,,,0.4,,,,,1.0,0.0
12844,snelson0929,2017-11-01,PreCovid,3,5.0,"[[time, first, 2], [day, nice, 2], [day, warm, 2], [day, muggi, 2], [hotel, fancier, 1]]",1.0,,,0.0,,,4.0,0.3625,,
12845,Ilan S,2017-11-01,PreCovid,3,5.0,"[[room, true, 0], [breakfast, decent, 4], [breakfast, free, 4]]",,1.0,,,0.35,,,,2.0,0.2833333333333333
12846,Linda R,2017-09-01,PreCovid,3,5.0,"[[hotel, good, 1], [time, second, 2], [friendli, back, 1], [room, clean, 0], [stay, quiet, 1], [stay, small, 1], [stay, short, 1], [pool, top, 4], [pool, swim, 4], [day, singapor, 2], [night, top, 4]]",5.0,1.0,,0.09,0.3666666666666667,,2.0,0.0,3.0,0.3333333333333333
12847,NKINA02,2017-11-01,PreCovid,3,5.0,"[[love, super, 3], [breakfast, small, 4], [love, super, 3], [staff, great, 1]]",1.0,,2.0,0.8,,0.41666666666666663,,,1.0,-0.25
12848,daltonblue,2017-11-01,PreCovid,3,5.0,"[[staff, brilliant, 1], [time, major, 2], [breakfast, silent, 4]]",1.0,,,0.9,,,1.0,0.0625,1.0,0.0
12849,Raghav Arora,2017-11-01,PreCovid,3,4.0,"[[hotel, good, 1], [room, good, 0]]",1.0,1.0,,0.7,0.7,,,,,
12850,Tuğçe Ö,2017-11-01,PreCovid,3,5.0,"[[stay, perfect, 1], [hotel, peaceful, 1]]",2.0,,,0.625,,,,,,
12851,armand13256,2017-11-01,PreCovid,3,5.0,"[[friendli, real, 1], [time, first, 2], [breakfast, clean, 4], [breakfast, free, 4], [stay, short, 1]]",2.0,,,0.1,,,1.0,0.25,2.0,0.38333333333333336
12852,korapim,2017-07-01,PreCovid,3,4.0,"[[hotel, great, 1], [room, modern, 0], [comfort, quiet, 1], [space, perfect, 0]]",2.0,2.0,,0.4,0.6,,,,,
12853,frostyLiverpool,2017-11-01,PreCovid,3,5.0,"[[use, smaller, 3], [bed, nice, 0], [bed, modern, 0]]",,2.0,1.0,,0.4,0.0,,,,
12854,Annie McCabe F,2017-11-01,PreCovid,3,4.0,"[[breakfast, good, 4]]",,,,,,,,,1.0,0.7
12855,louflyNewcastle,2017-11-01,PreCovid,3,5.0,"[[friendli, current, 1], [food, choic, 1], [food, asian, 1], [food, western, 1], [food, hot, 1], [room, bakeri, 0], [shower, 'best slept', 0], [use, nice, 3], [use, refresh, 3]]",5.0,2.0,2.0,0.05,0.5,0.3,,,,
12856,RB1,2017-11-01,PreCovid,3,4.0,"[[room, close, 0], [night, last, 4]]",,1.0,,,0.0,,,,1.0,0.0
12857,Catherine W,2017-11-01,PreCovid,3,5.0,"[[staff, great, 1], [day, 'kind follow', 2], [pool, top, 4], [walk, safe, 4]]",1.0,,,0.8,,,1.0,0.6,2.0,0.5
12858,MeenB,2017-10-01,PreCovid,3,1.0,"[[room, huge, 0], [room, special, 0]]",,2.0,,,0.3785714285714286,,,,,
12859,JessyS_2930,2017-01-01,PreCovid,3,4.0,[],,,,,,,,,,
12860,Moonbeam03,2017-10-01,PreCovid,3,5.0,"[[bed, great, 0], [time, great, 2]]",,1.0,,,0.8,,1.0,0.8,,
12861,Sreejith N,2017-11-01,PreCovid,3,5.0,"[[room, singapor, 0], [room, indian, 0], [place, great, 1]]",1.0,2.0,,0.8,0.0,,,,,
12862,Nigel B,2017-11-01,PreCovid,3,5.0,[],,,,,,,,,,
12863,RalphW38,2017-10-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, singapor, 1], [room, best, 0], [floor, live, 0], [walk, short, 4]]",2.0,2.0,,0.4,0.5681818181818181,,,,1.0,0.0
