travel_type,rating,valid_rating,label,combined_review,date,covid,is_local
solo,5.0,True,Positive,"Decent choice Great choice that suits all needs. The hotel provide a modern, professional yet cozy atmosphere that indeed suitable for any kind of travel. If you are looking for a decent place to stay, comfy bed and not care much about the room size and amenities then this is perfect. Some points for your consideration. The hotel has a very nice pool if you line swimming

(1) location is decent but need to walk 5-10’ to nearest MRT or Bus stops. It’s between Clarke Quay MRT and Chinatown MRT, good enough if you don’t mind walking. For shopaholic fans, you may really consider carrying many bags on the way home unless you decide to use grab/taxi instead. Bus station is nearest -4-5’ walking distance, has direct route to Orchard, Vivocity. (2) foods is tasty, big portions and served by the staff but not enough meat, just very simple dishes like stir-fry noodles, scrambled eggs, toast etc - around 6-10 to choose from (Apr’22). (3) gym facilities isn’t great just running machines.

However, considering this is just a 3.5 star hotel, decent facilities located in expensive Singapore, I’d rate 5/5 given the cost",2022-04-01,PostCovid,0
,5.0,True,Positive,"Excellent Hotel It is the second time I have stayed at this hotel, loved it as we did the first time, the room was a nice size and had a great view of the city and the sunrise each Morning, staff were friendly, breakfast even with some covid restriction in place was still excellent with a mix of cereals, toast, cooked food and fruit as well as orange juice and coffee, if I was staying in Singapore again it would easily be my choice, situated beside Clark Quay it is close to the Fort Cannon and Clark Quay MRT stations, also a nice stroll along the rive to the city",2022-04-01,PostCovid,0
business,1.0,True,Negative,"AVOID AT ALL COST - AN  EXPENSIVE REFUGEE CAMP!! We stayed in this hotel for 30 days. What a horrible mistake to have paid for it.

- Breakfast: inedible, disgusting. I can bet you get better service and food in prison.
Powder eggs, the lowest quality bread, super sweet cartoon juices, basically you can't eat anything from this hotel. The manager should be ashamed for serving such an unhealthy and bad quality food to the guests.
You get served by incompetent staff, they treat you like a prison inmate. They are clearly not well-trained to work in a hotel, they could barely speak English.
At the breakfast you will experiment what is to be in a refugee camp, a lot of people in line with B.O (body odor), horrible smell, they do not respect the minimum social distancing, staff does not care!

- Room: minimal size even for Singapore standards. Cleaning was made whenever they felt like it.

- Technical staff (IT-aircon) should shower before entering to the rooms. We had the same problems with the wifi guys, they sent 2 guys, we could not handle their body odor! Incredible, like they did not take shower in ages. After 5 minutes we had to leave the door open for a while trying to get the smell out of our room.
The manager, Ms. Sue is clearly incompetent for this job. It's unacceptable to hire people that smell so bad, at least provide them with clean uniforms. She is in charge of the breakfast as well.

- Customer services, 1/10. Called to get clean towels, it took app 1 hour and 3 calls. They do not have a proper training. Clear mismanagement problems.

- Location is good.

I would not advise anybody to stay in this hotel. Expensive, full of construction workers, horrible disgusting breakfast and INCOMPETENT MANAGER /STAFF!!!",2022-04-01,PostCovid,0
business,1.0,True,Negative,"The most disgusting services i have ever experienced around the world Don’t stay here!!!!,, I booked and nothing tells you that the breakfast is disgusting and almost inedible, when you book in and pre pay your accomodation like it did $2500 for 6 nights, no one tells you that you that you must pay a deposit even when you have paid for your accomodation up front, or your laundry will be withheld until such time as you pay for it, if i was told this when i dropped it off i would have been ok, but i drop off for the second time(first I’ve all good laundry gets delivered on time) second time I get home and no laundry i have to go out with customers, no advice as to why, I’m in a hurry!!, i get home after dinner to a note left at my door to say until i pay for my laundry it will not be given back to me, nothing pre warns you of this.
I get down to see the duty manager and he tries to tell me it is my fault fo not paying a deposit, when I checked in there was not discussion of paying a depart as i had prepaid, equally no one advised me that services and my personal property will be withheld until i pay. Now i can happily pay so i go down to reception and pay then the manager tells me that they have no idea where my laundry is and that its not their fault.

Breakfast is on the website depicted as a wonderful buffet, the reality is its a disgusting mash of poorly cooked scrambles eggs, toast that is undercooked, beans that are served cold and spoons used to serve multiple items also contamination occurs.

If you thin you are getting a good deal by stayin here let me tell you that you can pay the same money for far greater services and faculties at boutiques hotels

Probably the greatest example of deceptive conduct i have ever received and the staff just don’t care!!!

Please don’t stay here protest against places like this we work too hard for our money to give it to horrible places likes this",2022-04-01,PostCovid,0
business,4.0,True,Positive,Clean friendly hotel Room was ok and there are restuarats and a supermarket around 10/15 minutes walk. The nearest MRT is the same distance and I found taxis and Grab service plentiful. The hotel dealt with Covid restrictions properly and I felt safe throughout.,2022-02-01,Covid,0
solo,5.0,True,Positive,"Compact but luxurious  I stayed there for a night on 9th April 2022. Standard room (queen size bed). The room although was adequate in size for 1-2 travellers, there was good utilisation of space. Did not feel cramped in.

The bathroom was a bit confined in space but had all amenities. Very surprised and thankful to see Dove products for shampoo, body wash and hand wash. That was a winner for me.

The bed was comfortable with soft sheets. The pillows were appropriately marked as soft and hard. The moment I hit the bed, I was fast asleep and slept for 8 hours straight! The combo of being tired from my flight and having comfy bed did the trick. Woke up refreshed.

Breakfast - my favourite part of the day. It's complimentary breakfast buffet but you cannot ""help yourself"", thanks to thr pandemic. The waiting ladies did a fantastic job. Humble, caring, polite and attention to detail. A big shout out to the entire breakfast team on 10th April 2022. Could not have asked for a more pleasant experience.

Since I had checked in late at night around 11pm, the reception honoured my request to check out late at 2pm. The check-in was hassel free and check-out was even quicker.",2022-04-01,PostCovid,0
business,5.0,True,Positive,"2 weeks at the holiday inn express- Clarke key This was an excellent hotel, staff extremely friendly, service is great and very efficient. Location is perfect walk to all bars and restos. Pool area is well maintained and gym is very good for a quick workout.
I stayed for 2 weeks and my room was alway cleaned.",2022-04-01,PostCovid,0
,5.0,True,Positive,"Book this hotel - you will not regret it! Was a little unsure after booking as I’ve previously stayed at the 4+ star hotels in Singapore with work. That said the hotel has blown us away! Location is fab for wandering to Clark Quay for a huge selection of eating and drinking venues.   The rooms are immaculately clean and the bed, THE BED! So so comfortable with the nicest pillows of any hotel I’ve stayed in - we ( one couple and one friend in two double rooms) have slept really well.   The pool is fabulous and has lovely areas with umbrellas and lounges - the photos online do not do it justice.   The breakfast ( and in particular the breakfast staff) was great, nothing fancy but good plentiful fare included in the price and the coffees were lovely and plentiful.  Overall a brilliant experience - the staff couldn’t’ have",2022-03-01,Covid,0
,5.0,True,Positive,"My best choice for Singapore Excellent hotel. Centrally located, important sights, restaurants within walking distance. Fantastic staff. The breakfast team is amazing. Serene remembers which coffee or tea the guests prefer. Rooms are spacious spotlessly clean",2022-03-01,Covid,0
,4.0,True,Positive,"VDay Staycation Checkin was smooth with short waiting time. Receptionist Yujin was friendly & pleasant. The location is superb, only 10 mins walk to reach Clarke Quay. Was nice to explore the surroundings. Unfortunately the bakery was closed in the hotel thus less choice of dining.   Had a late coffee at the lobby and assisted by a young gentleman at the reception at about 10pm. He extended a 15% discount to me for being a IHG member for my latte. Thanks.   The hotel is generous on the shower amenities by using Dove products. I had difficulties in managing the switch between the rain shower and hand shower. Eventually all went well.   The next morning, we had the breakfast express which is complimentary. Breakfast spread was great considering the pandemic period. All F&B servers are friendly",2022-02-01,Covid,1
,1.0,True,Negative,"Quanrantine 10 days with bad experiences day 1 check in :- security staff terry was very unfriendly, rude and pick up an argue and asking me why i look at him (like a gangster). of course, your rude attitude has drawn our attendtion to look at you.   he even tell me that he need to be loud (act rude) or we cannot hear what he say, i believe this is crap which i dont find other security staff is acting or  raising their voice like him.     Day 2 : requesting mineral water from receptionist, a lady is telling me  i could drink paip water instead of mineral water since singapore water is very clean. i realize this receptionist need to be sent for training for her serve and talk.  day3 :  to be written soon...",2021-10-01,Covid,0
,5.0,True,Positive,"Great for a stopover with very helpful staff We stayed in this hotel for two nights at the beginning of February and could not fault either the hotel or the staff. Eric on the front desk was particularly helpful with arranging a room for us despite our early arrival and also organising a late check out for us for our evening flight.  The location is very good for the river trips and Chainatown is in walking distance although my wife found it too hot outside for her liking.  Breakfast selection is very good in a pleasant environment.  We would not hesitate to stay here again and Eric, thanks again.",2020-02-01,Covid,0
,5.0,True,Positive,"A great find, with central location This hotel is well situated close to Clarke Quay, and a good city base for exploring China town or even for those that like to walk, you can easily walk to the Gardens by the Bay or Raffles hotel. It is clean, staff very friendly, excellent breakfast and has a roof top infinity pool, which is very good. The only downside was our room was not at a higher level, we were just on the 2nd floor and it seemed like the road was just outside. Not necessarily a noise issue, but we had to keep our blinds closed as people could easily see in. Highly recommend for exploring the city.",2020-03-01,Covid,0
,4.0,True,Positive,Great stopover hotel Good hotel with nice facilities. Staff try very hard to please. Room great. Roof top terrace nice. Unfortunately the pool on the roof was under maintenace during this stay. Breakfast good but not as good as last stay here. Overall good value for money.,2020-03-01,Covid,0
,1.0,True,Negative,"Good hotel but rude staff and poor customer service Stayed in this hotel for the past week and the one of the front desk staff named Eric, was extremely rude and unhelpful. I was waiting for information about the future procedures from MFA but Eric insisted that I was to check out immediately. He threatened me that he would get the security and police to come and force me to leave. This happened during the coronavirus epidemic, where situation is uncertain, and precautions have to curb the widespread infection. I had two close contacts in UK that had tested positive, and a partner that was waiting for her swab test results. I was a high risk individual. Instead, this hotel staff did not want to wait for the instructions from MFA and rudely chased me out of the hotel. Extremely disgraceful and disappointing",2020-04-01,Covid,0
,4.0,True,Positive,"Great lap pool. Great 50 meter lap pool. Fantastic way to start the day with several laps of the pool. Very clean hotel, well located good breakfast, lots of variety, Very attentive staff. Hotel well located for exploring Singapore.",2020-02-01,Covid,0
,5.0,True,Positive,"Good hotel Good hotel in nice area. Rooms a small, but still OK. Metro is very close.  Breakfast is good, but not the early one. Earlier normal time you can get only an apple and juice. So, if you have early flight it is better not to pay for breakfast.",2020-01-01,PreCovid,0
,2.0,True,Negative,"Small Rooms, Good Location, Bugs The hotel room was very small barley had enough space for our luggage. The first room we checked into had fruit flies in the bathroom so we changed to a different room.

The breakfast was decent but there were tiny bugs crawling all over the counter where they served the food.",2019-12-01,PreCovid,0
solo,5.0,True,Positive,"Great Front Desk Staff. 😀 I stayed at the Holiday Inn Clarke Key during my Singapore stop over.    I don’t usually provide feedback but the exceptional treatment by front desk staff compelled me to write this review.   While I was staying at the hotel I found out my onward trip to New Zealand was cancelled.    The front desk staff helped me get in touch with my travel company, rebooked my airport taxi and were very supportive and patient when I had to change my accommodation/travel plans.    In particular I’d like to mention the following - Reiidah, Eric, Ming Sheung and Selwyn who was a complete star!     Sally from Security was also helpful providing me with directions to the nearby ‘Rainbow Bridge’.    It’s a BIG thank you from me and I hope that I might travel back Singapore at some point in the future and stay in this hotel!",2020-03-01,Covid,0
,5.0,True,Positive,"Good place & location I stayed at many places around Singapore and recently discovered Clarke Quay with its metro being very central.

The Holiday Inn Express was clean, modern with practical well arranged rooms and friendly staff. Good breakfast (included in the price).

Certainly the services are limited and guest need to deal with their own luggage, but you get what you pay for. After staying at much more expensive hotels in Singapore, the Holiday Inn Express at Clark Quay is a good and reasonably priced option.",2019-12-01,PreCovid,0
couple,5.0,True,Positive,"More than we expected! We know Holiday Inns are good hotels but we were pleasantly surprised by the Holiday Inn Clarke Quay.  The central location was great, both within walking distance of many attractions and just round the corner from a Hop On Hop Off bus stop.  Rooms are clean. The breakfast was more than ample with a full range of cereals, cooked food, both British and Asian, definitely more than we expected. Staff are extremely efficient and friendly and Eric, on Reception, could not have been more helpful.  We would definitely recommend this hotel for your next trip to Singapore.",2020-03-01,Covid,0
,3.0,True,Neutral,"Small / compact rooms but staff friendly / great location for Clarke Quay Yes the rooms are small but rooms in Singapore generally are. We had a twin bedded room which only had one luggage rack so our other case had to go on the bed which wasn’t so convenient.  Why can’t we have 2 luggage racks per room?  There are no toiletries, just containers fixed to the wall that you squeeze shampoo and liquid soap etc from. The water pressure wasn’t the greatest, but it was just ok and once we got the AC sorted, that was fine too.  The pool looked great and breakfast was as good as everyone said it would be and just as competitive at peak times.  There is a bar behind reception and at breakfast the coffee machine is turned round to be accessible by guests.  Get your coffee here as the other machine is yuk! It was an easy walk to Clarke Quay and after dinner we bought some milk to use with the tea/coffee in the room.  The taxi in from the airport was $29 Sing. There was a coin operated laundrette if you needed one. 15% discount for IHG members on bar spend. The staff on reception were very helpful and for just over $200 Sing per night it was a more than adequate place to sleep.If S_Kloprogge, General Manager has to respond or comment to this, do lets have something original, not just his secretary’s stock reply please?",2020-01-01,PreCovid,0
,5.0,True,Positive,"Perfet We couldn't fault our stay here. good value for money, excellent service and a comfortable room. Everything was as advertised. The staff were helpful, efficient and friendly. Thanks for making our stay so great.",2020-02-01,Covid,0
couple,5.0,True,Positive,"Our Two Night Stay This is a great hotel in a decent location to some of the top attractions and shopping malls. A short 10min walk to the MRT as well.

The rooms are small but well equipped, clean, modern and a comfortable place to sleep.

The staff cannot do enough for you and are extremely helpful in all aspects of places to go, eat etc etc.

Plenty of restaurants and bars near by, but caution on the cost of the food and alcohol. I would recommend you go further down the Singapore river to more local bars and restaurant as you won’t pay silly prices.

Would I stay again.... absolutely👍",2020-02-01,Covid,0
,4.0,True,Positive,"Convenient for City Centre attractions This is adjacent to Clarke Quay and only 10-15 minutes from the Bay attractions once you work out your routes along the river. Room are tidy and reasonable size, plus the breakfast is good. Recommend it for anyone just doing a couple of nights in the city.",2020-02-01,Covid,0
solo,5.0,True,Positive,"Great place to stay.  Great hotel, great location. Infinity pool was brilliant & lots of spare sun beds. Would highly recommend. Make sure you take advantage of the IHG rewards club when you check in for discount off the bar! Alcohol in Singapore is very expensive so this helps take the sting out of it.",2020-02-01,Covid,0
,5.0,True,Positive,"Great Hotel, Great Location Our third visit to this Holiday Inn.  It is in a great location, just far enough out to get away from the Clarke Quay crowds but near enough to walk with ease.  Chinatown also is not too far to walk.  The hotel itself is very good - quick check-in and friendly front desk staff. The rooms are not enormous but then Singapore hasn't got the space - but the bed was comfortable, the room was pleasant and the bathroom had a very good shower and nice and clean.  They have the usual tea and coffee making, toiletries, safe and iron and ironing board etc.  There is a lovely pool, sun bathing areas and small gym on the roof, and gorgeous views all around Singapore. Downstairs is a large dining/ lounge area with a good water feature.  Breakfast was very good and the serving ladies were a lovely lot!! Very good stay, look forward to next time. One complaint - there is a coin operated DIY laundry available but it is the most expensive one I have yet to come across!!",2019-12-01,PreCovid,0
,4.0,True,Positive,"Very good hotel in an excellent location This is a good hotel in a great location a few minutes walk from Clarke Quay. The public areas are very good, with a small snack counter in the lounge.  There is no other 'restaurant' in the hotel but it has an excellent included breakfast. The lack of a restaurant is not a problem with Clarke Quay so close.  (You can order food from a small in-room menu if you go to the bar and collect it).The only slight downside is the size of the rooms (at least mine) with an extreme lack of storage space. OK for a couple of nights but not great for a 2 week stay. Also, ask for a room with a street view, otherwise you can end up with an internal view to the courtyard.  There is a very good swimming pool on the roof, and also a small gym.  The in-room safe was one of the best I have come",2020-02-01,Covid,0
,5.0,True,Positive,"Great stay, good location Our interaction with the hotel started about a week before arrival.  We were flying standby and was unsure of our exact arrival.  Liew Min was very responsive and helpful over email.  The entire hotel is clean and quite.  It is easy walking distance to 3 MRT stations and 3 MRT lines, Clarke Quay and Chinatown.  No great views to speak of, but a nice park on the roof.  The warm water lap pool has a glass side which makes for unique snapshots.  There's also a small fitness center on the roof.    Breakfast is great!  Full buffet including eggs, meats, hot and cold cereals, fresh fruit, fruit juice, pastries, and 3 automatic coffee machines making espresso, cappuccinos, tea, etc.  We found after a large breakfast we just needed a late afternoon meal to keep from getting hungry.  The",2020-02-01,Covid,0
,5.0,True,Positive,"Would stay her again! We only stayed here one night before our cruise but I would definitely stay here again and for a longer time. The location was great for exploring Singapore with easy access to taxis for sites not in walking distance. The room was cosy but spacious enough for the two of us. The high ceilings ensured we didn’t feel cramped. Breakfast was amazing, so many options. We didn’t stay here long enough to take advantage of the rooftop pool but we had a quick look and it was incredible, so inviting and plenty of chairs for sunbathing. Would definitely recommend this hotel. ",2020-01-01,PreCovid,0
,5.0,True,Positive,"Perfect stay and excellent breakfast We normally stay for an overnight at the crown plaza changi between flights. As we had 3 nights to spare we went for the centre of town. Right from the get go great. Landed at airport and 45 minutes later in our room. Very comfortable - no frills and you know what you are getting. The service was very good but the breakfast excellent. Plenty to choose from and options changed daily.  Considering the price , ease in moving about Singapore attractions,  comfort, breakfast and ease checking in and out - this is our new goto even for 1 nighters now.",2020-02-01,Covid,0
,5.0,True,Positive,"Our Stay In Singapore The location of the hotel was excellent and close to everything we wanted to explore, either within walking distance or to MRT stations that took us to our various destinations.  Both the front desk and engineering staff were knowledgeable and accommodating, and responded quickly to some minor inconveniences to do with our room.  We would particularly like to recognize the young woman who took care of our room during our stay there, as, in addition to maintaining the room in excellent condition, she was needed to address an accident we had with a full broken bottle of wine, which she did efficiently and without help on our part.  We specifically asked the front desk manager tor her name, which is Ta Kim Hong, so that we could commend her in a review of our experience at Holiday",2020-02-01,Covid,0
,5.0,True,Positive,"Modern property and excellent location Stayed for a week on vacation.  LOcation is a huge plus - itt is between 2 MTR stations and just a stroll to Chinatown.  It was  very competitively priced; although rooms are quite compact.  The service is very good, quite responsive.  Breakfast selections are appealing, although the crowds in relation to room count make it seem as tough they were freezing friends, relatives, etc.  Service, value, location push this to a 5 rating.",2020-01-01,PreCovid,0
,4.0,True,Positive,"Affordable option with great quality We stayed here as a family for a few days. The location is great, just a short walk from the quay and Chinatown. It's also close to the MRT should you need it.The hotel itself is 'select-service' which is the current business term for 'no-frills'. Don't expect luxury here. The rooms are snug, and there is no in-house restaurant except for the breakfast buffet spread. But it is neat, clean and well-maintained. The staff were courteous and helpful. It's a good option for business travelers or anyone looking for a place that's well-located and offers good service.",2019-12-01,PreCovid,0
,5.0,True,Positive,"Two great stays Stayed here on way to our holiday in Vietnam and Cambodia. Staff very helpful and friendly. Rooms slightly small but have everything you could need for a few nights stay.  Breakfast included and has a good selection, good start to the day.  Very close to bars and restaurants. Swimming pool long and narrow, great place to cool off after a days exploration, would definitely stay again.",2020-02-01,Covid,0
,3.0,True,Neutral,Comfortable stay  Holiday inn was a comfortable stay. The room was very small. Not worth the money we paid. (We paid top dollar as it was peak time). The gym just had treadmills no weights. Location was good Clarke quay has many restaurants and bars there. ,2019-12-01,PreCovid,0
,5.0,True,Positive,Nice place on the river  This place is great. Everyone is very polite and kind from the staff.  The hotel is very clean. They  also offer very nice breakfast. The pool on top is great!!! Love this place and will definitely return one day!,2020-02-01,Covid,0
,4.0,True,Positive,"Comfortable hotel I booked this via British Airways for a last minute trip with no real research. I was pleasantly surprised, the rooms and hotel are modern and clean, complimentary water provided daily, breakfast included. Only comment would be the room is a little on the small side and some breakfast items could be of better quality but then I guess you get what you pay for.  Good location and easy to walk everywhere during the day and at night. Roof pool is handy for a off day but get up there early to get a bed. ",2020-02-01,Covid,0
,4.0,True,Positive,"Best breakfast at a Holiday Inn Express Very nice hotel with friendly/helpful staff.   Room were quite small but very comfortable, however there was no storage - not convenient for us as we stayed 4 nights.  Ten minute walk to Chinatown and the metro system.  Always plenty of cabs at the front (always use the Blue or Yellow ones).  The breaksfast was very good - far better than any Holiday Inn Express in North America - plenty of seating.",2020-01-01,PreCovid,0
,1.0,True,Negative,"Awful Hotel, No Space, Traffic Light System for Breakfast as not enough space! Stayed here recently on a tour off Asia.  I booked through joining with IHG Hotels and the Operator informing me this was a decent sized room.  Believe me it's far from that.  Upon entering the room my partner and I could not pass each other, it reminds me off student accommodation and being in a fish bowl.  If you have your suitcase on the only place to put it, you can hardly squeeze past it.  The bathroom is a slide door so you can imagine how small this space is also.  Breakfast was a fiasco, the first day I was shocked as there were clearly not enough seats for people to eat let along the long stressful queues for food as the space for this is tiny with 452 rooms in this hotel.  They run a traffic light system that encourages you to go at less busy times, well there isn't a",2020-01-01,PreCovid,0
,5.0,True,Positive,"Great location, good value Excellent hotel for the money in a great location for downtown Singapore - 20 minutes walk to Chinatown, 30 minutes to Fullerton waterfront - 10 minutes to Clarke Quay and MRT station. Great roof terrace and pool. Good wheelchair facilities. Busy hotel, but with good reason.",2020-01-01,PreCovid,0
,5.0,True,Positive,Excellent Great hotel with very nice staff .. every thing is perfect apart from needing a few more sun beds round pool . Will def stay here on our next visit . Not sure if they do this all the time but let us check in at 10am .,2020-01-01,PreCovid,0
,5.0,True,Positive,"Great  Hotel for a lovely stay in Singapore We are glad we choose this hotel for our 9 night stay, it is in a great area for getting about, lots of nice bars restaurants a short walk away, and MRT also near by. to get you anywhere you wish to go.  Plus a short walk to China  town which was great for the new year celebrations . The lovely receptionist was friendly and very welcoming she soon checked us in, giving us 2 rooms next to each other on the top floor as we had requested through email to the hotel.earlier..  Great service. The rooms are clean and well stocked , floor to ceiling windows giving lots of light and nice views of the city. comfortable beds with choice of pillows.  A mini fridge with free water daily, tea and coffee.a free safe , also a smart shower room with a good shower, shampoo and body wash",2020-01-01,PreCovid,0
,3.0,True,Neutral,"On a holiday very wrong place to stay If you are travelling to Singapore and looking for a place to stay near Clarke Quay, Holiday Inn Express is a big No No. On a holiday with family, generally you will have some luggage and you need space to relax. You do have luggage assistance and rooms are very very small. Its ok for business travellers when you just come to your rooms to sleep. I was travelling with my friends family, Me, my friend her husband, her 2.5years old son, and 60years old mother. We were booked there for 4 nights and each day was regretful. Breakfast buffet is another disappointment, they didn't have the most basic choice of eggs. One thing that was good was their Housekeeping staff, they were always there to help with a smile.  The booking was done by my friend's husband. Apart from their friendly",2019-09-01,PreCovid,0
,5.0,True,Positive,"Very Comfortable My Wife and I and another couple stayed at the Holiday Inn Express over night before a Princess Cruise to Tokyo. We arrived o a Sunday around 5:00pm so it was quite and not much traffic. The hotel is close to China Town and the Singapore quay where there are a lot of places to eat, The hotel is mid range, very clean, modern and comfortable with the added bonus that breakfast is included in the price of your room",2019-10-01,PreCovid,0
,4.0,True,Positive,"4 Night Stay Before a Cruise Centrally located between the MRT stations Chinatown and Clarke Quay (approximately a ten minute walk to either), this hotel was a good choice for our pre-cruise stay. Reception staff were very helpful at all times and check-in time was minimal. Our room on the 7th floor was extremely clean at all times thanks to the great housekeeping staff. The room was quite small but the bed was very comfortable. There is a jug and minimal supplies daily for coffee and tea making but we didn't like the powdered milk sachets so preferred not to use these facilities. The shower room was also small but the shower size was adequate for us. There are minimal amenities available here, so if you have favourite shampoo and bath gel etc. perhaps it's better to bring your own or buy when you get here.",2020-01-01,PreCovid,0
,5.0,True,Positive,Great location for exploring Singapore Very comfortable hotel located in an ideal spot for exploring Singapore.  The rooftop pool was a great way to relax/unwind after sightseeing.  Also close to plenty of bars and restaurants in Clarke Quay with easy access to the superb metro for getting to other parts of the city.  Highly recommended.,2020-01-01,PreCovid,0
business,5.0,True,Positive,"Still very good If my usual hotel in Singapore is full I'll stay here and I'm glad to say that they are still keeping the standards up.
The rooms are kept very nicely, the housekeeping staff does a fabulous job and the reception is always greeting you with a smile. It's a very good property just mins walk from the Quays (Robertson and Clarke) and MRT that gets you around all of Singapore easily.",2019-09-01,PreCovid,0
,3.0,True,Neutral,"The room was so small that we could only open one suitcase An interesting designed hotel with a lot of open space. The lobby staff was friendly and efficient and check in was fast and easy. Our room on the 3rd floor was neat and clean but much smaller than we are used to at other Marriott’s. There is an access door to the bathroom and another door that opens onto the bed. This additional opening made no sense. The room was so small that we could only open one suitcase in the bedroom. Our other suitcase we had to open in the bathtub. The breakfast buffet was pretty decent, and we enjoyed that. I would recommend this hotel to single travelers, and couples staying no more then 1 night.",2020-01-01,PreCovid,0
,5.0,True,Positive,"Great place to stay. Close to Clarke Quay, Boat Quay and stops for the hop on and off bus. Very comfortable beds. Roof top pool and hot tubs for relaxing after sightseeing. Good range of breakfast for all nationalities. Friendly welcoming staff. Extremely clean. Good value for money. Nice bar reasonable prices compared to Singapore.",2020-01-01,PreCovid,0
business,4.0,True,Positive,"Recommended  Location close to Clarke Quay and many restaurants
Taxi easily available
Their is a Automated Money Exchange Machine
Trolleys and luggage storage room available
Check in and out was fast
Staffs very helpful and friendly
Lounge is very well decorated and trendy
Bar and 24 hour cafe available
Breakfast could not try so no opinion
Roof top area spacious with great view, gym, pool, toilets and vending machine .
Lift many and available
Room small but clean
House keeping timely

Blinds are manual and annoying
Shower pressure not good
Bed ok, pillow too soft
Amenities limited

Rates were high as we booked at the last moment

If u book early this hotel is value for money

Overall happy with our stay

Highly Recommended",2020-01-01,PreCovid,0
couple,5.0,True,Positive,"Dating in a city hotel  We would love to say that the hotel was very charming with the room also the breakfast was good so far. Besides, we would like to say thanks to Ms. Ning works as she is a GSA, but all supported us so many things perfectly.
Thank you for the time you created for us!!!
I will come back to a nearby day.",2020-01-01,PreCovid,0
solo,4.0,True,Positive,"EXCELLENT HOTEL IN GOOD AREA OF SINGAPORE This brand is exceptional, especially out of USA. The location of this hotel is very good, within walking distance of many local restaurants and easy walk to the quay and Chinatown. Rooms are a little small, but made up fine, and nice decor. Bathroom is smaller but very clean and working well. Front desk check in very good, especially Eric who took very good care of me. Explained everything and gave great service. I highly recommend this hotel for mid range budget and good locations.",2020-01-01,PreCovid,0
,3.0,True,Neutral,"Good location Location for sight seeing was very good. Clarke Quay was 10 minute walk away with good restaurants and access to boat trip to Marina Bay, as well as Hop on Hop off buses. Taxis were regular. Pool was very nice & unique and had great views.
However the rooms are somewhat old and need repairing - e.g. bathroom doors don't stay shut, towels are old and worn. The breakfast area was overcrowded, with often no seats available. Breakfast ladies were however just lovely & very efficient. Thankyou ladies!
The main issue we had though was staff at service desk. Front desk did not communicate well and were not helpful with any enquiry. They really could not be bothered. Their attitude was very poor. We stayed 3 nights on way to India and 3 nights back again. India knows service (Kolkata) - these staff need training better. Many other hotels around at same price.",2020-01-01,PreCovid,0
,3.0,True,Neutral,"Would have been perfect.... The family stayed during the Christmas holidays checking in on the 23rd and out on the 26th. The hotel is in a great location (close enough to 3 train stations), has nice clean rooms and amenities, good service and wide enough breakfast buffet food choices. But what ruined all of these positive experiences was the loss of one measly cellphone charger inside the room that happened on the last day. This was reported to the front desk staff upon checking out and we were promised a feedback on the result of the hotel's investigation. 3 weeks had passed and nothing was ever heard from them. Are they just saying ""Thank you for your business. Goodbye.""?",2019-12-01,PreCovid,0
couple,5.0,True,Positive,"BAKER & COOK Myself and my partner are currently staying at the Holiday inn Clarke quay in Singapore.
We would just like to say how wonderful Navin & Nisha from baker and cook are and how helpful they have been during our stay. Always a smile and a wave and hello every time we pass through. If your there take the time to say hello to them. Thanks guys you definitely made our stay a great one.",2020-01-01,PreCovid,1
family,5.0,True,Positive,"Perfect I loved my stay at Holiday Inn Express Singapore. We arrived overnight from Colombo and the hotel was able to check us in early at 7.30am at no additional cost. I was travelling with my Mum and Uncle and the hotel allocated us rooms right next to each other. The hotel is clean, comfortable and functional with a beautiful pool at the top of the building and a free daily breakfast. The hotel is situated close to both Fort Canning and Clarke Quay MRT stations.  (5 -10 minute walk depending on your speed). I would highly recommend if you’re visiting Singapore.",2020-01-01,PreCovid,0
,5.0,True,Positive,Excellent service from Liew Mih Arrived early and Liew Mih went out of her way to check us in early due to us travelling for 24 hours  Gave us plenty of information on places to go and transport etc  She really is a credit to this establishment ,2020-01-01,PreCovid,0
,5.0,True,Positive,"Hotel Stay The hotel wasn't anything flash.  The rooms were small but certainly didn't bother us as it was only used for sleeping.  The hotel staff were all very helpful & pleasant.  The breakfast was substantial, what you would expect in an Asian hotel but plenty of choices.  The top deck pool was excellent and they had a covered area where our holiday friends & us sat up there drinking and listening to Australian Radio whilst watching the laser show from Marina Bay Sands.",2019-08-01,PreCovid,0
,3.0,True,Neutral,"Location is Good, Hotel is Average The hotel is average with rooms being very small and cramped. However, the breakfast at this hotel is very great and had a huge selection of different kinds of food. The service from the front staff isn't so great as they wouldn't honor our requests with rooms and even gave us one room that had the door open to. I might come back to this hotel next time if I come back to Singapore but I hope that I can expect better service the next time I come back, as this hotel is in the prime location of Clarke Quay.",2019-06-01,PreCovid,0
